l1_code,l2_code,l2_name,ts_code,name,in_date,out_date,is_new
801170.SI,801992.SI,航运港口,000582.SZ,北部湾港,19951102,,Y
801170.SI,801992.SI,航运港口,600717.SH,天津港,19960614,,Y
801170.SI,801992.SI,航运港口,001872.SZ,招商港口,19930505,,Y
801170.SI,801992.SI,航运港口,000520.SZ,凤凰航运,19931025,,Y
801170.SI,801992.SI,航运港口,600279.SH,重庆港,20000731,,Y
801170.SI,801992.SI,航运港口,600018.SH,上港集团,20000719,,Y
801170.SI,801992.SI,航运港口,600798.SH,宁波海运,19970423,,Y
801170.SI,801992.SI,航运港口,600087.SH,退市长油(退市),19970612,,Y
801170.SI,801992.SI,航运港口,600190.SH,退市锦港(退市),19980430,,Y
801170.SI,801992.SI,航运港口,600428.SH,中远海特,20020418,,Y
801170.SI,801992.SI,航运港口,600026.SH,中远海能,20020523,,Y
801170.SI,801992.SI,航运港口,601022.SH,宁波远洋,20221104,,Y
801170.SI,801992.SI,航运港口,000905.SZ,厦门港务,20050701,,Y
801170.SI,801992.SI,航运港口,002040.SZ,南京港,20050223,,Y
801170.SI,801992.SI,航运港口,600017.SH,日照港,20061017,,Y
801170.SI,801992.SI,航运港口,601872.SH,招商轮船,20061130,,Y
801170.SI,801992.SI,航运港口,601866.SH,中远海发,20071211,,Y
801170.SI,801992.SI,航运港口,601919.SH,中远海控,20070626,,Y
801170.SI,801992.SI,航运港口,601008.SH,连云港,20070425,,Y
801170.SI,801992.SI,航运港口,601018.SH,宁波港,20100106,,Y
801170.SI,801992.SI,航运港口,601000.SH,唐山港,20100107,,Y
801170.SI,801992.SI,航运港口,603162.SH,海通发展,20230224,,Y
801170.SI,801992.SI,航运港口,000763.SZ,锦州石化(退市),19970915,,Y
801170.SI,801992.SI,航运港口,000866.SZ,扬子石化(退市),19980512,,Y
801170.SI,801992.SI,航运港口,601228.SH,广州港,20170310,,Y
801170.SI,801992.SI,航运港口,601326.SH,秦港股份,20170712,,Y
801170.SI,801992.SI,航运港口,601975.SH,招商南油,20190104,,Y
801170.SI,801992.SI,航运港口,601298.SH,青岛港,20190104,,Y
801170.SI,801992.SI,航运港口,603209.SH,兴通股份,20220218,,Y
801170.SI,801992.SI,航运港口,001205.SZ,盛航股份,20210426,,Y
801170.SI,801992.SI,航运港口,603565.SH,中谷物流,20200821,,Y
801170.SI,801992.SI,航运港口,601083.SH,锦江航运,20231117,,Y
801170.SI,801992.SI,航运港口,603167.SH,渤海轮渡,20120130,,Y
801170.SI,801992.SI,航运港口,601880.SH,辽港股份,20100125,,Y
801170.SI,801992.SI,航运港口,600317.SH,营口港(退市),20010205,,Y
801170.SI,801992.SI,航运港口,600179.SH,安通控股,20211203,,Y
801170.SI,801992.SI,航运港口,000618.SZ,吉林化工(退市),19961015,,Y
801170.SI,801992.SI,航运港口,600065.SH,*ST联谊(退市),19970523,,Y
801170.SI,801992.SI,航运港口,600002.SH,齐鲁石化(退市),19980408,,Y
801170.SI,801992.SI,航运港口,T00018.SH,上港集箱(退市),20000719,,Y
801170.SI,801992.SI,航运港口,000088.SZ,盐田港,20211112,,Y
801170.SI,801992.SI,航运港口,002320.SZ,海峡股份,20090202,,Y
801170.SI,801992.SI,航运港口,920571.BJ,国航远洋,20221214,,Y
801170.SI,801992.SI,航运港口,600751.SH,海航科技,20240730,,Y
