l1_code,l2_code,l2_name,ts_code,name,in_date,out_date,is_new
801140.SI,801145.SI,文娱用品,301011.SZ,华立科技,20220729,,Y
801140.SI,801145.SI,文娱用品,301335.SZ,天元宠物,20221104,,Y
801140.SI,801145.SI,文娱用品,001368.SZ,通达创智,20230224,,Y
801140.SI,801145.SI,文娱用品,002348.SZ,高乐股份,20100114,,Y
801140.SI,801145.SI,文娱用品,002301.SZ,齐心集团,20090924,,Y
801140.SI,801145.SI,文娱用品,002575.SZ,群兴玩具,20110110,,Y
801140.SI,801145.SI,文娱用品,603899.SH,晨光股份,20150115,,Y
801140.SI,801145.SI,文娱用品,300703.SZ,创源股份,20170907,,Y
801140.SI,801145.SI,文娱用品,002862.SZ,实丰文化,20170330,,Y
801140.SI,801145.SI,文娱用品,002899.SZ,英派斯,20170907,,Y
801140.SI,801145.SI,文娱用品,605299.SH,舒华体育,20201201,,Y
801140.SI,801145.SI,文娱用品,301101.SZ,明月镜片,20211203,,Y
801140.SI,801145.SI,文娱用品,300220.SZ,金运激光,20220729,,Y
801140.SI,801145.SI,文娱用品,605080.SH,浙江自然,20210730,,Y
801140.SI,801145.SI,文娱用品,002103.SZ,广博股份,20220729,,Y
801140.SI,801145.SI,文娱用品,301287.SZ,康力源,20230609,,Y
801140.SI,801145.SI,文娱用品,001222.SZ,源飞宠物,20220801,,Y
801140.SI,801145.SI,文娱用品,001238.SZ,浙江正特,20220902,,Y
801140.SI,801145.SI,文娱用品,300651.SZ,金陵体育,20230704,,Y
801140.SI,801145.SI,文娱用品,002678.SZ,珠江钢琴,20120130,,Y
801140.SI,801145.SI,文娱用品,300329.SZ,海伦钢琴,20120109,,Y
801140.SI,801145.SI,文娱用品,001300.SZ,三柏硕,20220923,,Y
