l1_code,l2_code,l2_name,ts_code,name,in_date,out_date,is_new
801750.SI,801103.SI,IT服务Ⅱ,600850.SH,电科数字,19940324,,Y
801750.SI,801103.SI,IT服务Ⅱ,603859.SH,能科科技,20220729,,Y
801750.SI,801103.SI,IT服务Ⅱ,600718.SH,东软集团,19960618,,Y
801750.SI,801103.SI,IT服务Ⅱ,000034.SZ,神州数码,19931018,,Y
801750.SI,801103.SI,IT服务Ⅱ,688327.SH,云从科技-UW,20220429,,Y
801750.SI,801103.SI,IT服务Ⅱ,600797.SH,浙大网新,19970325,,Y
801750.SI,801103.SI,IT服务Ⅱ,000938.SZ,紫光股份,19991104,,Y
801750.SI,801103.SI,IT服务Ⅱ,301316.SZ,慧博云通,20220916,,Y
801750.SI,801103.SI,IT服务Ⅱ,600571.SH,信雅达,20021031,,Y
801750.SI,801103.SI,IT服务Ⅱ,600410.SH,华胜天成,20040423,,Y
801750.SI,801103.SI,IT服务Ⅱ,600271.SH,航天信息,20030707,,Y
801750.SI,801103.SI,IT服务Ⅱ,600476.SH,湘邮科技,20031205,,Y
801750.SI,801103.SI,IT服务Ⅱ,600446.SH,金证股份,20031219,,Y
801750.SI,801103.SI,IT服务Ⅱ,002065.SZ,东华软件,20060808,,Y
801750.SI,801103.SI,IT服务Ⅱ,002195.SZ,岩山科技,20071211,,Y
801750.SI,801103.SI,IT服务Ⅱ,002421.SZ,达实智能,20100520,,Y
801750.SI,801103.SI,IT服务Ⅱ,300079.SZ,数码视讯,20100422,,Y
801750.SI,801103.SI,IT服务Ⅱ,002474.SZ,榕基软件,20100906,,Y
801750.SI,801103.SI,IT服务Ⅱ,002380.SZ,科远智慧,20100312,,Y
801750.SI,801103.SI,IT服务Ⅱ,300150.SZ,世纪瑞尔,20101213,,Y
801750.SI,801103.SI,IT服务Ⅱ,300264.SZ,佳创视讯,20110906,,Y
801750.SI,801103.SI,IT服务Ⅱ,002649.SZ,博彦科技,20111226,,Y
801750.SI,801103.SI,IT服务Ⅱ,002232.SZ,启明信息,20080417,,Y
801750.SI,801103.SI,IT服务Ⅱ,002331.SZ,皖通科技,20091216,,Y
801750.SI,801103.SI,IT服务Ⅱ,300017.SZ,网宿科技,20091012,,Y
801750.SI,801103.SI,IT服务Ⅱ,300020.SZ,ST银江,20091016,,Y
801750.SI,801103.SI,IT服务Ⅱ,300044.SZ,*ST赛为,20091229,,Y
801750.SI,801103.SI,IT服务Ⅱ,002401.SZ,中远海科,20100505,,Y
801750.SI,801103.SI,IT服务Ⅱ,002373.SZ,千方科技,20100301,,Y
801750.SI,801103.SI,IT服务Ⅱ,688251.SH,井松智能,20220520,,Y
801750.SI,801103.SI,IT服务Ⅱ,002417.SZ,深南退(退市),20100528,,Y
801750.SI,801103.SI,IT服务Ⅱ,300096.SZ,ST易联众,20100722,,Y
801750.SI,801103.SI,IT服务Ⅱ,300245.SZ,天玑科技,20110711,,Y
801750.SI,801103.SI,IT服务Ⅱ,002642.SZ,荣联科技,20111208,,Y
801750.SI,801103.SI,IT服务Ⅱ,300250.SZ,初灵信息,20110725,,Y
801750.SI,801103.SI,IT服务Ⅱ,300231.SZ,银信科技,20110607,,Y
801750.SI,801103.SI,IT服务Ⅱ,300212.SZ,易华录,20110425,,Y
801750.SI,801103.SI,IT服务Ⅱ,300168.SZ,万达信息,20110114,,Y
801750.SI,801103.SI,IT服务Ⅱ,300166.SZ,东方国信,20110114,,Y
801750.SI,801103.SI,IT服务Ⅱ,002609.SZ,捷顺科技,20110803,,Y
801750.SI,801103.SI,IT服务Ⅱ,300271.SZ,华宇软件,20111010,,Y
801750.SI,801103.SI,IT服务Ⅱ,300170.SZ,汉得信息,20110124,,Y
801750.SI,801103.SI,IT服务Ⅱ,300167.SZ,ST迪威迅,20110114,,Y
801750.SI,801103.SI,IT服务Ⅱ,300277.SZ,汽轮科技,20111114,,Y
801750.SI,801103.SI,IT服务Ⅱ,000805.SZ,*ST炎黄(退市),19980529,,Y
801750.SI,801103.SI,IT服务Ⅱ,000787.SZ,*ST创智(退市),19970626,,Y
801750.SI,801103.SI,IT服务Ⅱ,000555.SZ,神州信息,20090601,,Y
801750.SI,801103.SI,IT服务Ⅱ,300297.SZ,蓝盾退(退市),20120305,,Y
801750.SI,801103.SI,IT服务Ⅱ,300300.SZ,海峡创新,20120307,,Y
801750.SI,801103.SI,IT服务Ⅱ,300339.SZ,润和软件,20120710,,Y
801750.SI,801103.SI,IT服务Ⅱ,300287.SZ,飞利信,20120116,,Y
801750.SI,801103.SI,IT服务Ⅱ,300288.SZ,朗玛信息,20120116,,Y
