l1_code,l2_code,l2_name,ts_code,name,in_date,out_date,is_new
801140.SI,801143.SI,造纸,603284.SH,林平发展,20260123,,Y
801140.SI,801143.SI,造纸,000488.SZ,ST晨鸣,20001120,,Y
801140.SI,801143.SI,造纸,600235.SH,民丰特纸,20000615,,Y
801140.SI,801143.SI,造纸,600308.SH,华泰股份,20000928,,Y
801140.SI,801143.SI,造纸,600793.SH,宜宾纸业,19970220,,Y
801140.SI,801143.SI,造纸,600103.SH,青山纸业,19970703,,Y
801140.SI,801143.SI,造纸,600356.SH,恒丰纸业,20010419,,Y
801140.SI,801143.SI,造纸,600567.SH,山鹰国际,20011218,,Y
801140.SI,801143.SI,造纸,600963.SH,岳阳林纸,20040525,,Y
801140.SI,801143.SI,造纸,600966.SH,博汇纸业,20040604,,Y
801140.SI,801143.SI,造纸,002012.SZ,凯恩股份,20040702,,Y
801140.SI,801143.SI,造纸,600433.SH,冠豪高新,20030617,,Y
801140.SI,801143.SI,造纸,002067.SZ,景兴纸业,20060915,,Y
801140.SI,801143.SI,造纸,002078.SZ,太阳纸业,20061026,,Y
801140.SI,801143.SI,造纸,002235.SZ,安妮股份,20080102,,Y
801140.SI,801143.SI,造纸,603165.SH,荣晟环保,20161228,,Y
801140.SI,801143.SI,造纸,920394.BJ,民士达,20230412,,Y
801140.SI,801143.SI,造纸,603863.SH,松炀资源,20190520,,Y
801140.SI,801143.SI,造纸,605007.SH,五洲特纸,20201026,,Y
801140.SI,801143.SI,造纸,603733.SH,仙鹤股份,20180403,,Y
801140.SI,801143.SI,造纸,605377.SH,华旺科技,20201214,,Y
801140.SI,801143.SI,造纸,600069.SH,退市银鸽(退市),19970430,,Y
801140.SI,801143.SI,造纸,000699.SZ,S*ST佳纸(退市),19970310,,Y
801140.SI,801143.SI,造纸,301469.SZ,恒达新材,20230731,,Y
801140.SI,801143.SI,造纸,605500.SH,森林包装,20201207,,Y
801140.SI,801143.SI,造纸,002521.SZ,齐峰新材,20100104,,Y
