l1_code,l2_code,l2_name,ts_code,name,in_date,out_date,is_new
801120.SI,801125.SI,白酒Ⅱ,000568.SZ,泸州老窖,19940509,,Y
801120.SI,801125.SI,白酒Ⅱ,600809.SH,山西汾酒,19940106,,Y
801120.SI,801125.SI,白酒Ⅱ,600702.SH,舍得酒业,19960524,,Y
801120.SI,801125.SI,白酒Ⅱ,000995.SZ,皇台酒业,20000807,,Y
801120.SI,801125.SI,白酒Ⅱ,600779.SH,水井坊,19961206,,Y
801120.SI,801125.SI,白酒Ⅱ,000596.SZ,古井贡酒,19960927,,Y
801120.SI,801125.SI,白酒Ⅱ,000799.SZ,酒鬼酒,19970718,,Y
801120.SI,801125.SI,白酒Ⅱ,000858.SZ,五粮液,19980427,,Y
801120.SI,801125.SI,白酒Ⅱ,000860.SZ,顺鑫农业,19981104,,Y
801120.SI,801125.SI,白酒Ⅱ,600199.SH,金种子酒,19980812,,Y
801120.SI,801125.SI,白酒Ⅱ,600197.SH,伊力特,19990916,,Y
801120.SI,801125.SI,白酒Ⅱ,600519.SH,贵州茅台,20010731,,Y
801120.SI,801125.SI,白酒Ⅱ,600559.SH,老白干酒,20021029,,Y
801120.SI,801125.SI,白酒Ⅱ,002304.SZ,洋河股份,20090122,,Y
801120.SI,801125.SI,白酒Ⅱ,603919.SH,金徽酒,20160304,,Y
801120.SI,801125.SI,白酒Ⅱ,603369.SH,今世缘,20140120,,Y
801120.SI,801125.SI,白酒Ⅱ,600696.SH,*ST岩石,20220729,,Y
801120.SI,801125.SI,白酒Ⅱ,603589.SH,口子窖,20150119,,Y
801120.SI,801125.SI,白酒Ⅱ,603198.SH,迎驾贡酒,20150126,,Y
801120.SI,801125.SI,白酒Ⅱ,002646.SZ,天佑德酒,20210730,,Y
