l1_code,l2_code,l2_name,ts_code,name,in_date,out_date,is_new
801010.SI,801016.SI,种植业,600762.SH,S*ST金荔(退市),19961025,,Y
801010.SI,801016.SI,种植业,600359.SH,新农开发,19990429,,Y
801010.SI,801016.SI,种植业,000998.SZ,隆平高科,20000629,,Y
801010.SI,801016.SI,种植业,600108.SH,亚盛集团,19970818,,Y
801010.SI,801016.SI,种植业,000713.SZ,国投丰乐,19970422,,Y
801010.SI,801016.SI,种植业,600371.SH,万向德农,20020916,,Y
801010.SI,801016.SI,种植业,600540.SH,新赛股份,20040102,,Y
801010.SI,801016.SI,种植业,002041.SZ,登海种业,20050324,,Y
801010.SI,801016.SI,种植业,600354.SH,敦煌种业,20070702,,Y
801010.SI,801016.SI,种植业,300087.SZ,荃银高科,20100112,,Y
801010.SI,801016.SI,种植业,600598.SH,北大荒,20110110,,Y
801010.SI,801016.SI,种植业,601118.SH,海南橡胶,20100128,,Y
801010.SI,801016.SI,种植业,300189.SZ,神农种业,20110107,,Y
801010.SI,801016.SI,种植业,601952.SH,苏垦农发,20170504,,Y
801010.SI,801016.SI,种植业,600313.SH,农发种业,20110110,,Y
801010.SI,801016.SI,种植业,300511.SZ,雪榕生物,20210730,,Y
801010.SI,801016.SI,种植业,300970.SZ,华绿生物,20210730,,Y
801010.SI,801016.SI,种植业,002215.SZ,诺普信,20250509,,Y
801010.SI,801016.SI,种植业,600883.SH,博闻科技,20220729,,Y
801010.SI,801016.SI,种植业,002772.SZ,众兴菌业,20210730,,Y
801010.SI,801016.SI,种植业,603336.SH,宏辉果蔬,20161107,,Y
801010.SI,801016.SI,种植业,920087.BJ,秋乐种业,20221206,,Y
801010.SI,801016.SI,种植业,920403.BJ,康农种业,20240118,,Y
