l1_code,l2_code,l2_name,ts_code,name,in_date,out_date,is_new
801080.SI,801085.SI,消费电子,000021.SZ,深科技,19940202,,Y
801080.SI,801085.SI,消费电子,600130.SH,*ST波导,20000706,,Y
801080.SI,801085.SI,消费电子,600363.SH,联创光电,20220729,,Y
801080.SI,801085.SI,消费电子,002475.SZ,立讯精密,20100914,,Y
801080.SI,801085.SI,消费电子,002241.SZ,歌尔股份,20080505,,Y
801080.SI,801085.SI,消费电子,300136.SZ,信维通信,20101025,,Y
801080.SI,801085.SI,消费电子,300115.SZ,长盈精密,20100901,,Y
801080.SI,801085.SI,消费电子,002139.SZ,拓邦股份,20110110,,Y
801080.SI,801085.SI,消费电子,300322.SZ,硕贝德,20120528,,Y
801080.SI,801085.SI,消费电子,002655.SZ,共达电声,20120109,,Y
801080.SI,801085.SI,消费电子,601231.SH,环旭电子,20120109,,Y
801080.SI,801085.SI,消费电子,300433.SZ,蓝思科技,20150109,,Y
801080.SI,801085.SI,消费电子,002045.SZ,国光电器,20110110,,Y
801080.SI,801085.SI,消费电子,002055.SZ,ST得润,20110110,,Y
801080.SI,801085.SI,消费电子,301123.SZ,奕东电子,20220107,,Y
801080.SI,801085.SI,消费电子,002351.SZ,漫步者,20110110,,Y
801080.SI,801085.SI,消费电子,002600.SZ,领益智造,20180713,,Y
801080.SI,801085.SI,消费电子,002369.SZ,卓翼科技,20110110,,Y
801080.SI,801085.SI,消费电子,603380.SH,易德龙,20170605,,Y
801080.SI,801085.SI,消费电子,300647.SZ,超频三,20170419,,Y
801080.SI,801085.SI,消费电子,002855.SZ,捷荣技术,20170301,,Y
801080.SI,801085.SI,消费电子,002861.SZ,瀛通通讯,20170330,,Y
801080.SI,801085.SI,消费电子,300686.SZ,智动力,20170726,,Y
801080.SI,801085.SI,消费电子,300679.SZ,电连技术,20170726,,Y
801080.SI,801085.SI,消费电子,300709.SZ,精研科技,20170925,,Y
801080.SI,801085.SI,消费电子,002888.SZ,惠威科技,20170712,,Y
801080.SI,801085.SI,消费电子,300787.SZ,海能实业,20190731,,Y
801080.SI,801085.SI,消费电子,688036.SH,传音控股,20190916,,Y
801080.SI,801085.SI,消费电子,300793.SZ,佳禾智能,20190927,,Y
801080.SI,801085.SI,消费电子,603327.SH,福蓉科技,20190506,,Y
801080.SI,801085.SI,消费电子,002947.SZ,恒铭达,20190124,,Y
801080.SI,801085.SI,消费电子,300916.SZ,朗特智能,20201125,,Y
801080.SI,801085.SI,消费电子,301285.SZ,鸿日达,20220909,,Y
801080.SI,801085.SI,消费电子,300857.SZ,协创数据,20200713,,Y
801080.SI,801085.SI,消费电子,301491.SZ,汉桑科技,20250718,,Y
801080.SI,801085.SI,消费电子,603890.SH,春秋电子,20171208,,Y
801080.SI,801085.SI,消费电子,300735.SZ,光弘科技,20171220,,Y
801080.SI,801085.SI,消费电子,601138.SH,工业富联,20180528,,Y
801080.SI,801085.SI,消费电子,603629.SH,利通电子,20181221,,Y
801080.SI,801085.SI,消费电子,002981.SZ,朝阳科技,20200402,,Y
801080.SI,801085.SI,消费电子,002426.SZ,胜利精密,20220729,,Y
801080.SI,801085.SI,消费电子,300951.SZ,博硕科技,20210219,,Y
801080.SI,801085.SI,消费电子,300968.SZ,格林精密,20210329,,Y
801080.SI,801085.SI,消费电子,300956.SZ,英力股份,20210312,,Y
801080.SI,801085.SI,消费电子,688260.SH,昀冢科技,20210319,,Y
801080.SI,801085.SI,消费电子,605277.SH,新亚电子,20201223,,Y
801080.SI,801085.SI,消费电子,300843.SZ,胜蓝股份,20200618,,Y
801080.SI,801085.SI,消费电子,002993.SZ,奥海科技,20200727,,Y
801080.SI,801085.SI,消费电子,920212.BJ,智新电子,20210608,,Y
801080.SI,801085.SI,消费电子,603633.SH,徕木股份,20161107,,Y
801080.SI,801085.SI,消费电子,002681.SZ,奋达科技,20120130,,Y
801080.SI,801085.SI,消费电子,301389.SZ,隆扬电子,20220930,,Y
801080.SI,801085.SI,消费电子,301051.SZ,信濠光电,20210813,,Y
801080.SI,801085.SI,消费电子,301387.SZ,光大同创,20230331,,Y
801080.SI,801085.SI,消费电子,002841.SZ,视源股份,20220729,,Y
801080.SI,801085.SI,消费电子,300812.SZ,易天股份,20220729,,Y
