l1_code,l2_code,l2_name,ts_code,name,in_date,out_date,is_new
801080.SI,801081.SI,半导体,688729.SH,屹唐股份,20250620,,Y
801080.SI,801081.SI,半导体,688213.SH,思特威-W,20220429,,Y
801080.SI,801081.SI,半导体,600171.SH,上海贝岭,19980924,,Y
801080.SI,801081.SI,半导体,600360.SH,*ST华微,20010316,,Y
801080.SI,801081.SI,半导体,688391.SH,钜泉科技,20220826,,Y
801080.SI,801081.SI,半导体,688409.SH,富创精密,20220916,,Y
801080.SI,801081.SI,半导体,002049.SZ,紫光国微,20050530,,Y
801080.SI,801081.SI,半导体,002119.SZ,康强电子,20070302,,Y
801080.SI,801081.SI,半导体,002156.SZ,通富微电,20070815,,Y
801080.SI,801081.SI,半导体,002185.SZ,华天科技,20071119,,Y
801080.SI,801081.SI,半导体,688047.SH,龙芯中科,20220610,,Y
801080.SI,801081.SI,半导体,002257.SZ,立立电子(IPO终止),20080125,,Y
801080.SI,801081.SI,半导体,688167.SH,炬光科技,20220513,,Y
801080.SI,801081.SI,半导体,688120.SH,华海清科,20220520,,Y
801080.SI,801081.SI,半导体,300077.SZ,国民技术,20100122,,Y
801080.SI,801081.SI,半导体,300046.SZ,台基股份,20110110,,Y
801080.SI,801081.SI,半导体,603005.SH,晶方科技,20140122,,Y
801080.SI,801081.SI,半导体,301297.SZ,富乐德,20221223,,Y
801080.SI,801081.SI,半导体,688525.SH,佰维存储,20221223,,Y
801080.SI,801081.SI,半导体,688486.SH,龙迅股份,20230213,,Y
801080.SI,801081.SI,半导体,300327.SZ,中颖电子,20120104,,Y
801080.SI,801081.SI,半导体,688048.SH,长光华芯,20220318,,Y
801080.SI,801081.SI,半导体,688234.SH,天岳先进,20211224,,Y
801080.SI,801081.SI,半导体,688220.SH,翱捷科技-U,20211224,,Y
801080.SI,801081.SI,半导体,688173.SH,希荻微,20220107,,Y
801080.SI,801081.SI,半导体,688259.SH,创耀科技,20211224,,Y
801080.SI,801081.SI,半导体,603986.SH,兆易创新,20160804,,Y
801080.SI,801081.SI,半导体,688362.SH,甬矽电子,20221028,,Y
801080.SI,801081.SI,半导体,688432.SH,有研硅,20221028,,Y
801080.SI,801081.SI,半导体,688172.SH,燕东微,20221202,,Y
801080.SI,801081.SI,半导体,688498.SH,源杰科技,20221202,,Y
801080.SI,801081.SI,半导体,688141.SH,杰华特,20221209,,Y
801080.SI,801081.SI,半导体,300373.SZ,扬杰科技,20140108,,Y
801080.SI,801081.SI,半导体,002077.SZ,大港股份,20150701,,Y
801080.SI,801081.SI,半导体,300458.SZ,全志科技,20150106,,Y
801080.SI,801081.SI,半导体,300671.SZ,富满微,20170615,,Y
801080.SI,801081.SI,半导体,300672.SZ,国科微,20170628,,Y
801080.SI,801081.SI,半导体,688262.SH,国芯科技,20211217,,Y
801080.SI,801081.SI,半导体,688045.SH,必易微,20220513,,Y
801080.SI,801081.SI,半导体,300623.SZ,捷捷微电,20170224,,Y
801080.SI,801081.SI,半导体,300661.SZ,圣邦股份,20170522,,Y
801080.SI,801081.SI,半导体,300613.SZ,富瀚微,20170208,,Y
801080.SI,801081.SI,半导体,603501.SH,豪威集团,20170419,,Y
801080.SI,801081.SI,半导体,688249.SH,晶合集成,20230414,,Y
801080.SI,801081.SI,半导体,300666.SZ,江丰电子,20190724,,Y
801080.SI,801081.SI,半导体,688099.SH,晶晨股份,20190724,,Y
801080.SI,801081.SI,半导体,688123.SH,聚辰股份,20191205,,Y
801080.SI,801081.SI,半导体,688018.SH,乐鑫科技,20190708,,Y
801080.SI,801081.SI,半导体,688368.SH,晶丰明源,20190919,,Y
801080.SI,801081.SI,半导体,688008.SH,澜起科技,20190702,,Y
801080.SI,801081.SI,半导体,300782.SZ,卓胜微,20190529,,Y
801080.SI,801081.SI,半导体,603068.SH,博通集成,20190326,,Y
801080.SI,801081.SI,半导体,688661.SH,和林微纳,20220804,,Y
801080.SI,801081.SI,半导体,688135.SH,利扬芯片,20201026,,Y
801080.SI,801081.SI,半导体,688256.SH,寒武纪,20200707,,Y
801080.SI,801081.SI,半导体,688396.SH,华润微,20200204,,Y
801080.SI,801081.SI,半导体,688608.SH,恒玄科技,20201201,,Y
801080.SI,801081.SI,半导体,688589.SH,力合微,20200706,,Y
801080.SI,801081.SI,半导体,688286.SH,敏芯股份,20200722,,Y
801080.SI,801081.SI,半导体,300831.SZ,派瑞股份,20200416,,Y
801080.SI,801081.SI,半导体,688521.SH,芯原股份,20200731,,Y
801080.SI,801081.SI,半导体,002409.SZ,雅克科技,20200608,,Y
801080.SI,801081.SI,半导体,688041.SH,海光信息,20220802,,Y
801080.SI,801081.SI,半导体,688416.SH,恒烁股份,20220812,,Y
801080.SI,801081.SI,半导体,301369.SZ,联动科技,20220909,,Y
801080.SI,801081.SI,半导体,688252.SH,天德钰,20220909,,Y
801080.SI,801081.SI,半导体,300706.SZ,阿石创,20190724,,Y
801080.SI,801081.SI,半导体,603290.SH,斯达半导,20200114,,Y
801080.SI,801081.SI,半导体,688508.SH,芯朋微,20200706,,Y
801080.SI,801081.SI,半导体,688981.SH,中芯国际,20200706,,Y
801080.SI,801081.SI,半导体,688536.SH,思瑞浦,20200904,,Y
801080.SI,801081.SI,半导体,688052.SH,纳芯微,20220401,,Y
801080.SI,801081.SI,半导体,688072.SH,拓荆科技,20220401,,Y
801080.SI,801081.SI,半导体,688153.SH,唯捷创芯,20220401,,Y
801080.SI,801081.SI,半导体,688209.SH,英集芯,20220401,,Y
801080.SI,801081.SI,半导体,688279.SH,峰岹科技,20220401,,Y
801080.SI,801081.SI,半导体,688325.SH,赛微微电,20220401,,Y
801080.SI,801081.SI,半导体,688601.SH,力芯微,20210609,,Y
801080.SI,801081.SI,半导体,688798.SH,艾为电子,20210729,,Y
801080.SI,801081.SI,半导体,688385.SH,复旦微电,20210723,,Y
801080.SI,801081.SI,半导体,688689.SH,银河微电,20210108,,Y
801080.SI,801081.SI,半导体,688261.SH,东微半导,20220114,,Y
801080.SI,801081.SI,半导体,688270.SH,ST臻镭,20220114,,Y
801080.SI,801081.SI,半导体,688126.SH,沪硅产业,20200402,,Y
801080.SI,801081.SI,半导体,603893.SH,瑞芯微,20200114,,Y
801080.SI,801081.SI,半导体,688233.SH,神工股份,20200204,,Y
801080.SI,801081.SI,半导体,605111.SH,新洁能,20200909,,Y
801080.SI,801081.SI,半导体,605358.SH,立昂微,20200831,,Y
801080.SI,801081.SI,半导体,688216.SH,气派科技,20210607,,Y
801080.SI,801081.SI,半导体,688381.SH,帝奥微,20220805,,Y
801080.SI,801081.SI,半导体,688401.SH,路维光电,20220805,,Y
801080.SI,801081.SI,半导体,688403.SH,汇成股份,20220805,,Y
801080.SI,801081.SI,半导体,688372.SH,伟测科技,20220930,,Y
801080.SI,801081.SI,半导体,688419.SH,耐科装备,20221021,,Y
801080.SI,801081.SI,半导体,688652.SH,京仪装备,20231117,,Y
801080.SI,801081.SI,半导体,688653.SH,康希通信,20231117,,Y
801080.SI,801081.SI,半导体,688720.SH,艾森股份,20231117,,Y
801080.SI,801081.SI,半导体,603061.SH,金海通,20230224,,Y
801080.SI,801081.SI,半导体,688478.SH,晶升股份,20230331,,Y
801080.SI,801081.SI,半导体,688352.SH,颀中科技,20230331,,Y
801080.SI,801081.SI,半导体,688146.SH,中船特气,20230331,,Y
801080.SI,801081.SI,半导体,920179.BJ,凯德石英,20230410,,Y
801080.SI,801081.SI,半导体,688361.SH,中科飞测,20230504,,Y
801080.SI,801081.SI,半导体,688458.SH,美芯晟,20230504,,Y
801080.SI,801081.SI,半导体,688469.SH,芯联集成-U,20230504,,Y
801080.SI,801081.SI,半导体,688512.SH,慧智微-U,20230504,,Y
801080.SI,801081.SI,半导体,688595.SH,芯海科技,20220729,,Y
801080.SI,801081.SI,半导体,003026.SZ,中晶科技,20201207,,Y
801080.SI,801081.SI,半导体,300456.SZ,赛微电子,20200730,,Y
801080.SI,801081.SI,半导体,603160.SH,汇顶科技,20170629,,Y
801080.SI,801081.SI,半导体,688711.SH,宏微科技,20210820,,Y
801080.SI,801081.SI,半导体,600460.SH,士兰微,20151030,,Y
801080.SI,801081.SI,半导体,688130.SH,晶华微,20220715,,Y
801080.SI,801081.SI,半导体,600745.SH,闻泰科技,20220729,,Y
801080.SI,801081.SI,半导体,688766.SH,普冉股份,20210813,,Y
801080.SI,801081.SI,半导体,688110.SH,东芯股份,20211126,,Y
801080.SI,801081.SI,半导体,600584.SH,长电科技,20110110,,Y
801080.SI,801081.SI,半导体,301678.SZ,新恒汇,20250530,,Y
801080.SI,801081.SI,半导体,688785.SH,恒运昌,20260109,,Y
801080.SI,801081.SI,半导体,688727.SH,恒坤新材,20251107,,Y
801080.SI,801081.SI,半导体,688795.SH,摩尔线程-U,20251114,,Y
801080.SI,801081.SI,半导体,688790.SH,昂瑞微-UW,20251201,,Y
801080.SI,801081.SI,半导体,688802.SH,沐曦股份-U,20251201,,Y
801080.SI,801081.SI,半导体,688807.SH,优迅股份,20251201,,Y
801080.SI,801081.SI,半导体,301308.SZ,江波龙,20220725,,Y
801080.SI,801081.SI,半导体,688380.SH,中微半导,20220725,,Y
801080.SI,801081.SI,半导体,688200.SH,华峰测控,20210730,,Y
801080.SI,801081.SI,半导体,002371.SZ,北方华创,20210730,,Y
801080.SI,801081.SI,半导体,003043.SZ,华亚智能,20210730,,Y
801080.SI,801081.SI,半导体,600877.SH,电科芯片,20220729,,Y
801080.SI,801081.SI,半导体,688107.SH,安路科技,20211029,,Y
801080.SI,801081.SI,半导体,688082.SH,盛美上海,20211105,,Y
801080.SI,801081.SI,半导体,688728.SH,格科微,20210813,,Y
801080.SI,801081.SI,半导体,688593.SH,新相微,20230512,,Y
801080.SI,801081.SI,半导体,688582.SH,芯动联科,20230609,,Y
801080.SI,801081.SI,半导体,688620.SH,安凯微,20230609,,Y
801080.SI,801081.SI,半导体,002213.SZ,大为股份,20230704,,Y
801080.SI,801081.SI,半导体,688449.SH,联芸科技,20241108,,Y
801080.SI,801081.SI,半导体,920012.BJ,创达新材,20260410,,Y
801080.SI,801081.SI,半导体,688484.SH,南芯科技,20230317,,Y
801080.SI,801081.SI,半导体,688535.SH,华海诚科,20230317,,Y
801080.SI,801081.SI,半导体,300604.SZ,长川科技,20210730,,Y
801080.SI,801081.SI,半导体,688605.SH,先锋精科,20241122,,Y
801080.SI,801081.SI,半导体,688783.SH,西安奕材-U,20250926,,Y
801080.SI,801081.SI,半导体,603690.SH,至纯科技,20210730,,Y
801080.SI,801081.SI,半导体,688037.SH,芯源微,20210730,,Y
801080.SI,801081.SI,半导体,301348.SZ,蓝箭电子,20230731,,Y
801080.SI,801081.SI,半导体,600206.SH,有研新材,20210730,,Y
801080.SI,801081.SI,半导体,688347.SH,华虹公司,20230731,,Y
801080.SI,801081.SI,半导体,688693.SH,锴威特,20230731,,Y
801080.SI,801081.SI,半导体,688012.SH,中微公司,20210730,,Y
801080.SI,801081.SI,半导体,688515.SH,裕太微-U,20230120,,Y
801080.SI,801081.SI,半导体,688138.SH,清溢光电,20191111,,Y
801080.SI,801081.SI,半导体,688049.SH,炬芯科技,20211112,,Y
801080.SI,801081.SI,半导体,688230.SH,芯导科技,20211119,,Y
801080.SI,801081.SI,半导体,300223.SZ,北京君正,20110124,,Y
801080.SI,801081.SI,半导体,688699.SH,明微电子,20201207,,Y
801080.SI,801081.SI,半导体,301666.SZ,大普微-UW,20260403,,Y
801080.SI,801081.SI,半导体,688820.SH,C盛合,20260403,,Y
801080.SI,801081.SI,半导体,688332.SH,中科蓝讯,20220701,,Y
801080.SI,801081.SI,半导体,688061.SH,灿瑞科技,20220923,,Y
801080.SI,801081.SI,半导体,688591.SH,泰凌微,20230821,,Y
801080.SI,801081.SI,半导体,920139.BJ,华岭股份,20220930,,Y
801080.SI,801081.SI,半导体,001309.SZ,德明利,20240730,,Y
801080.SI,801081.SI,半导体,688530.SH,欧莱新材,20240509,,Y
801080.SI,801081.SI,半导体,300053.SZ,航宇微,20240730,,Y
801080.SI,801081.SI,半导体,301536.SZ,星宸科技,20240318,,Y
801080.SI,801081.SI,半导体,301611.SZ,珂玛科技,20240802,,Y
801080.SI,801081.SI,半导体,688721.SH,龙图光罩,20240802,,Y
801080.SI,801081.SI,半导体,301629.SZ,矽电股份,20250307,,Y
801080.SI,801081.SI,半导体,688702.SH,盛科通信-U,20230908,,Y
801080.SI,801081.SI,半导体,688584.SH,上海合晶,20240126,,Y
801080.SI,801081.SI,半导体,603991.SH,至正股份,20250811,,Y
801080.SI,801081.SI,半导体,920186.BJ,中科仪,20260422,,Y
801080.SI,801081.SI,半导体,603375.SH,盛景微,20240108,,Y
801080.SI,801081.SI,半导体,688709.SH,成都华微,20240119,,Y
801080.SI,801081.SI,半导体,688691.SH,灿芯股份,20240322,,Y
801080.SI,801081.SI,半导体,688809.SH,强一股份,20251212,,Y
