l1_code,l2_code,l2_name,ts_code,name,in_date,out_date,is_new
801030.SI,801036.SI,塑料,600135.SH,乐凯胶片,19980122,,Y
801030.SI,801036.SI,塑料,001255.SZ,博菲电气,20220826,,Y
801030.SI,801036.SI,塑料,920066.BJ,科拜尔,20241031,,Y
801030.SI,801036.SI,塑料,002108.SZ,沧州明珠,20070124,,Y
801030.SI,801036.SI,塑料,301131.SZ,聚赛龙,20220304,,Y
801030.SI,801036.SI,塑料,301237.SZ,和顺科技,20220304,,Y
801030.SI,801036.SI,塑料,300230.SZ,永利股份,20110107,,Y
801030.SI,801036.SI,塑料,002585.SZ,双星新材,20110125,,Y
801030.SI,801036.SI,塑料,002324.SZ,普利特,20110110,,Y
801030.SI,801036.SI,塑料,600143.SH,金发科技,20110110,,Y
801030.SI,801036.SI,塑料,300221.SZ,银禧科技,20111010,,Y
801030.SI,801036.SI,塑料,603150.SH,万朗磁塑,20220107,,Y
801030.SI,801036.SI,塑料,002838.SZ,道恩股份,20161219,,Y
801030.SI,801036.SI,塑料,300538.SZ,同益股份,20160823,,Y
801030.SI,801036.SI,塑料,001333.SZ,光华股份,20221028,,Y
801030.SI,801036.SI,塑料,002886.SZ,沃特股份,20170620,,Y
801030.SI,801036.SI,塑料,301196.SZ,唯科科技,20211217,,Y
801030.SI,801036.SI,塑料,300539.SZ,横河精密,20170629,,Y
801030.SI,801036.SI,塑料,002825.SZ,纳尔股份,20161129,,Y
801030.SI,801036.SI,塑料,603580.SH,*ST艾艾,20170522,,Y
801030.SI,801036.SI,塑料,300717.SZ,华信新材,20171106,,Y
801030.SI,801036.SI,塑料,300920.SZ,润阳科技,20201214,,Y
801030.SI,801036.SI,塑料,605008.SH,长鸿高科,20200807,,Y
801030.SI,801036.SI,塑料,300644.SZ,南京聚隆,20180129,,Y
801030.SI,801036.SI,塑料,688386.SH,泛亚微透,20200924,,Y
801030.SI,801036.SI,塑料,688219.SH,会通股份,20201029,,Y
801030.SI,801036.SI,塑料,300995.SZ,奇德新材,20210512,,Y
801030.SI,801036.SI,塑料,301003.SZ,江苏博云,20210521,,Y
801030.SI,801036.SI,塑料,300834.SZ,星辉环材,20220729,,Y
801030.SI,801036.SI,塑料,301216.SZ,万凯新材,20220729,,Y
801030.SI,801036.SI,塑料,301019.SZ,宁波色母,20210622,,Y
801030.SI,801036.SI,塑料,688087.SH,英科再生,20210622,,Y
801030.SI,801036.SI,塑料,688203.SH,海正生材,20220805,,Y
801030.SI,801036.SI,塑料,688669.SH,聚石化学,20210108,,Y
801030.SI,801036.SI,塑料,920089.BJ,禾昌聚合,20211109,,Y
801030.SI,801036.SI,塑料,002768.SZ,国恩股份,20150119,,Y
801030.SI,801036.SI,塑料,605589.SH,圣泉集团,20210810,,Y
801030.SI,801036.SI,塑料,000920.SZ,沃顿科技,20220729,,Y
801030.SI,801036.SI,塑料,605488.SH,福莱新材,20220729,,Y
801030.SI,801036.SI,塑料,000013.SZ,*ST石化A(退市),20030512,,Y
801030.SI,801036.SI,塑料,300980.SZ,祥源新材,20210406,,Y
