l1_code,l2_code,l2_name,ts_code,name,in_date,out_date,is_new
801740.SI,801745.SI,军工电子Ⅱ,301302.SZ,华如科技,20220602,,Y
801740.SI,801745.SI,军工电子Ⅱ,301592.SZ,六九一二,20241011,,Y
801740.SI,801745.SI,军工电子Ⅱ,002446.SZ,盛路通信,20100712,,Y
801740.SI,801745.SI,军工电子Ⅱ,300045.SZ,华力创通,20091229,,Y
801740.SI,801745.SI,军工电子Ⅱ,001270.SZ,*ST铖昌,20220520,,Y
801740.SI,801745.SI,军工电子Ⅱ,002383.SZ,合众思壮,20100317,,Y
801740.SI,801745.SI,军工电子Ⅱ,300252.SZ,金信诺,20110801,,Y
801740.SI,801745.SI,军工电子Ⅱ,301306.SZ,西测测试,20220708,,Y
801740.SI,801745.SI,军工电子Ⅱ,688053.SH,ST思科瑞,20220708,,Y
801740.SI,801745.SI,军工电子Ⅱ,300177.SZ,中海达,20110127,,Y
801740.SI,801745.SI,军工电子Ⅱ,688175.SH,高凌信息,20220228,,Y
801740.SI,801745.SI,军工电子Ⅱ,300447.SZ,全信股份,20150113,,Y
801740.SI,801745.SI,军工电子Ⅱ,688002.SH,睿创微纳,20190626,,Y
801740.SI,801745.SI,军工电子Ⅱ,688439.SH,振华风光,20220812,,Y
801740.SI,801745.SI,军工电子Ⅱ,688132.SH,邦彦技术,20220909,,Y
801740.SI,801745.SI,军工电子Ⅱ,688084.SH,晶品特装,20221121,,Y
801740.SI,801745.SI,军工电子Ⅱ,603712.SH,七一二,20180212,,Y
801740.SI,801745.SI,军工电子Ⅱ,300397.SZ,天和防务,20220729,,Y
801740.SI,801745.SI,军工电子Ⅱ,600590.SH,泰豪科技,20220729,,Y
801740.SI,801745.SI,军工电子Ⅱ,301050.SZ,雷电微力,20210813,,Y
801740.SI,801745.SI,军工电子Ⅱ,688522.SH,纳睿雷达,20230224,,Y
801740.SI,801745.SI,军工电子Ⅱ,688552.SH,航天南湖,20230504,,Y
801740.SI,801745.SI,军工电子Ⅱ,300629.SZ,新劲刚,20220729,,Y
801740.SI,801745.SI,军工电子Ⅱ,002231.SZ,*ST奥维(退市),20211029,,Y
801740.SI,801745.SI,军工电子Ⅱ,688776.SH,国光电气,20210820,,Y
801740.SI,801745.SI,军工电子Ⅱ,301213.SZ,观想科技,20211126,,Y
801740.SI,801745.SI,军工电子Ⅱ,688272.SH,富吉瑞,20210924,,Y
801740.SI,801745.SI,军工电子Ⅱ,002179.SZ,中航光电,20210730,,Y
801740.SI,801745.SI,军工电子Ⅱ,688636.SH,智明达,20210730,,Y
