l1_code,l2_code,l2_name,ts_code,name,in_date,out_date,is_new
801140.SI,801142.SI,家居用品,600337.SH,美克家居,20001127,,Y
801140.SI,801142.SI,家居用品,603272.SH,联翔股份,20220429,,Y
801140.SI,801142.SI,家居用品,000910.SZ,大亚圣象,19990630,,Y
801140.SI,801142.SI,家居用品,600978.SH,*ST宜生(退市),20040823,,Y
801140.SI,801142.SI,家居用品,002084.SZ,海鸥住工,20061121,,Y
801140.SI,801142.SI,家居用品,002489.SZ,浙江永强,20100111,,Y
801140.SI,801142.SI,家居用品,603008.SH,喜临门,20120106,,Y
801140.SI,801142.SI,家居用品,603818.SH,曲美家居,20150113,,Y
801140.SI,801142.SI,家居用品,603600.SH,永艺股份,20150115,,Y
801140.SI,801142.SI,家居用品,603898.SH,好莱客,20150115,,Y
801140.SI,801142.SI,家居用品,603021.SH,ST华鹏,20150113,,Y
801140.SI,801142.SI,家居用品,603816.SH,顾家家居,20161012,,Y
801140.SI,801142.SI,家居用品,603313.SH,梦百合,20161012,,Y
801140.SI,801142.SI,家居用品,603389.SH,*ST亚振,20161201,,Y
801140.SI,801142.SI,家居用品,002790.SZ,瑞尔特,20160304,,Y
801140.SI,801142.SI,家居用品,300640.SZ,德艺文创,20170405,,Y
801140.SI,801142.SI,家居用品,603326.SH,我乐家居,20170511,,Y
801140.SI,801142.SI,家居用品,603226.SH,菲林格尔,20170605,,Y
801140.SI,801142.SI,家居用品,002853.SZ,皮阿诺,20170224,,Y
801140.SI,801142.SI,家居用品,603208.SH,江山欧派,20170119,,Y
801140.SI,801142.SI,家居用品,603833.SH,欧派家居,20170310,,Y
801140.SI,801142.SI,家居用品,603180.SH,金牌家居,20170504,,Y
801140.SI,801142.SI,家居用品,603848.SH,好太太,20171121,,Y
801140.SI,801142.SI,家居用品,603801.SH,志邦家居,20170620,,Y
801140.SI,801142.SI,家居用品,603610.SH,麒盛科技,20191021,,Y
801140.SI,801142.SI,家居用品,603992.SH,松霖科技,20190808,,Y
801140.SI,801142.SI,家居用品,603221.SH,爱丽家居,20200310,,Y
