l1_code,l2_code,l2_name,ts_code,name,in_date,out_date,is_new
801890.SI,801078.SI,自动化设备,301112.SZ,信邦智能,20220602,,Y
801890.SI,801078.SI,自动化设备,688455.SH,科捷智能,20220826,,Y
801890.SI,801078.SI,自动化设备,002184.SZ,海得控制,20071115,,Y
801890.SI,801078.SI,自动化设备,300048.SZ,合康新能,20100105,,Y
801890.SI,801078.SI,自动化设备,002334.SZ,英威腾,20091224,,Y
801890.SI,801078.SI,自动化设备,688306.SH,均普智能,20220304,,Y
801890.SI,801078.SI,自动化设备,300124.SZ,汇川技术,20100908,,Y
801890.SI,801078.SI,自动化设备,688170.SH,德龙激光,20220415,,Y
801890.SI,801078.SI,自动化设备,603015.SH,弘讯科技,20150115,,Y
801890.SI,801078.SI,自动化设备,603025.SH,大豪科技,20150413,,Y
801890.SI,801078.SI,自动化设备,001266.SZ,宏英智能,20220211,,Y
801890.SI,801078.SI,自动化设备,688290.SH,景业智能,20220415,,Y
801890.SI,801078.SI,自动化设备,688320.SH,禾川科技,20220415,,Y
801890.SI,801078.SI,自动化设备,300484.SZ,蓝海华腾,20160322,,Y
801890.SI,801078.SI,自动化设备,001223.SZ,欧克科技,20221125,,Y
801890.SI,801078.SI,自动化设备,301633.SZ,港迪技术,20241101,,Y
801890.SI,801078.SI,自动化设备,603583.SH,捷昌驱动,20180831,,Y
801890.SI,801078.SI,自动化设备,920579.BJ,机科股份,20231130,,Y
801890.SI,801078.SI,自动化设备,603082.SH,北自科技,20240112,,Y
801890.SI,801078.SI,自动化设备,688017.SH,绿的谐波,20200814,,Y
801890.SI,801078.SI,自动化设备,688698.SH,伟创电气,20201214,,Y
801890.SI,801078.SI,自动化设备,688125.SH,安达智能,20220401,,Y
801890.SI,801078.SI,自动化设备,301029.SZ,怡合达,20210705,,Y
801890.SI,801078.SI,自动化设备,600215.SH,派斯林,20220729,,Y
801890.SI,801078.SI,自动化设备,688395.SH,正弦电气,20210415,,Y
801890.SI,801078.SI,自动化设备,002979.SZ,雷赛智能,20200325,,Y
801890.SI,801078.SI,自动化设备,920885.BJ,星辰科技,20210708,,Y
801890.SI,801078.SI,自动化设备,920396.BJ,常辅股份,20201118,,Y
801890.SI,801078.SI,自动化设备,920405.BJ,海希通讯,20211105,,Y
801890.SI,801078.SI,自动化设备,688777.SH,中控技术,20201124,,Y
801890.SI,801078.SI,自动化设备,301568.SZ,思泰克,20231117,,Y
801890.SI,801078.SI,自动化设备,920425.BJ,乐创技术,20230410,,Y
801890.SI,801078.SI,自动化设备,605288.SH,凯迪股份,20200525,,Y
801890.SI,801078.SI,自动化设备,300083.SZ,创世纪,20110110,,Y
801890.SI,801078.SI,自动化设备,300227.SZ,光韵达,20111010,,Y
801890.SI,801078.SI,自动化设备,301199.SZ,迈赫股份,20211126,,Y
801890.SI,801078.SI,自动化设备,688255.SH,凯尔达,20211015,,Y
801890.SI,801078.SI,自动化设备,301021.SZ,英诺激光,20210730,,Y
801890.SI,801078.SI,自动化设备,688816.SH,易思维,20260123,,Y
801890.SI,801078.SI,自动化设备,300486.SZ,东杰智能,20210730,,Y
801890.SI,801078.SI,自动化设备,300747.SZ,锐科激光,20210730,,Y
801890.SI,801078.SI,自动化设备,688215.SH,瑞晟智能,20210730,,Y
801890.SI,801078.SI,自动化设备,688090.SH,瑞松科技,20210730,,Y
801890.SI,801078.SI,自动化设备,688623.SH,双元科技,20230526,,Y
801890.SI,801078.SI,自动化设备,301320.SZ,豪江智能,20230526,,Y
801890.SI,801078.SI,自动化设备,688570.SH,天玛智控,20230526,,Y
801890.SI,801078.SI,自动化设备,605186.SH,健麾信息,20210730,,Y
801890.SI,801078.SI,自动化设备,688003.SH,天准科技,20210730,,Y
801890.SI,801078.SI,自动化设备,300276.SZ,三丰智能,20210730,,Y
801890.SI,801078.SI,自动化设备,002975.SZ,博杰股份,20210730,,Y
801890.SI,801078.SI,自动化设备,603203.SH,快克智能,20210730,,Y
801890.SI,801078.SI,自动化设备,688218.SH,江苏北人,20210730,,Y
801890.SI,801078.SI,自动化设备,688686.SH,奥普特,20210730,,Y
801890.SI,801078.SI,自动化设备,603666.SH,亿嘉和,20210730,,Y
801890.SI,801078.SI,自动化设备,300802.SZ,矩子科技,20210730,,Y
801890.SI,801078.SI,自动化设备,603283.SH,赛腾股份,20210730,,Y
801890.SI,801078.SI,自动化设备,002957.SZ,科瑞技术,20210730,,Y
801890.SI,801078.SI,自动化设备,300278.SZ,华昌达,20210730,,Y
801890.SI,801078.SI,自动化设备,688025.SH,杰普特,20210730,,Y
801890.SI,801078.SI,自动化设备,000988.SZ,华工科技,20210730,,Y
801890.SI,801078.SI,自动化设备,688097.SH,博众精工,20210730,,Y
801890.SI,801078.SI,自动化设备,301512.SZ,智信精密,20230714,,Y
801890.SI,801078.SI,自动化设备,688518.SH,联赢激光,20210730,,Y
801890.SI,801078.SI,自动化设备,300024.SZ,机器人,20210730,,Y
801890.SI,801078.SI,自动化设备,688646.SH,ST逸飞,20230714,,Y
801890.SI,801078.SI,自动化设备,688559.SH,海目星,20210730,,Y
801890.SI,801078.SI,自动化设备,688165.SH,埃夫特-U,20210730,,Y
801890.SI,801078.SI,自动化设备,002747.SZ,埃斯顿,20210730,,Y
801890.SI,801078.SI,自动化设备,301418.SZ,协昌科技,20230731,,Y
801890.SI,801078.SI,自动化设备,300461.SZ,田中精机,20210730,,Y
801890.SI,801078.SI,自动化设备,301510.SZ,固高科技,20230731,,Y
801890.SI,801078.SI,自动化设备,300400.SZ,劲拓股份,20210730,,Y
801890.SI,801078.SI,自动化设备,300607.SZ,拓斯达,20210730,,Y
801890.SI,801078.SI,自动化设备,603275.SH,众辰科技,20230821,,Y
801890.SI,801078.SI,自动化设备,688160.SH,步科股份,20210730,,Y
801890.SI,801078.SI,自动化设备,603416.SH,信捷电气,20161212,,Y
801890.SI,801078.SI,自动化设备,301312.SZ,智立方,20220701,,Y
801890.SI,801078.SI,自动化设备,688329.SH,艾隆科技,20210730,,Y
801890.SI,801078.SI,自动化设备,000584.SZ,工智退(退市),20210730,,Y
801890.SI,801078.SI,自动化设备,688310.SH,迈得医疗,20210730,,Y
801890.SI,801078.SI,自动化设备,300097.SZ,智云股份,20210730,,Y
801890.SI,801078.SI,自动化设备,002008.SZ,大族激光,20210730,,Y
801890.SI,801078.SI,自动化设备,300757.SZ,罗博特科,20210730,,Y
801890.SI,801078.SI,自动化设备,002698.SZ,博实股份,20210730,,Y
801890.SI,801078.SI,自动化设备,603960.SH,克来机电,20210730,,Y
801890.SI,801078.SI,自动化设备,920593.BJ,鼎智科技,20230407,,Y
801890.SI,801078.SI,自动化设备,920578.BJ,巨能股份,20230427,,Y
801890.SI,801078.SI,自动化设备,920125.BJ,鸿仕达,20260422,,Y
