l1_code,l2_code,l2_name,ts_code,name,in_date,out_date,is_new
801880.SI,801881.SI,摩托车及其他,600679.SH,上海凤凰,19931008,,Y
801880.SI,801881.SI,摩托车及其他,600099.SH,林海股份,19970704,,Y
801880.SI,801881.SI,摩托车及其他,002105.SZ,信隆健康,20070112,,Y
801880.SI,801881.SI,摩托车及其他,601777.SH,千里科技,20101115,,Y
801880.SI,801881.SI,摩托车及其他,301322.SZ,绿通科技,20230224,,Y
801880.SI,801881.SI,摩托车及其他,301345.SZ,涛涛车业,20230224,,Y
801880.SI,801881.SI,摩托车及其他,300994.SZ,久祺股份,20210723,,Y
801880.SI,801881.SI,摩托车及其他,603529.SH,爱玛科技,20210531,,Y
801880.SI,801881.SI,摩托车及其他,689009.SH,九号公司-WD,20201029,,Y
801880.SI,801881.SI,摩托车及其他,600818.SH,中路股份,20220729,,Y
801880.SI,801881.SI,摩托车及其他,603776.SH,永安行,20210730,,Y
801880.SI,801881.SI,摩托车及其他,603129.SH,春风动力,20210730,,Y
801880.SI,801881.SI,摩托车及其他,603766.SH,隆鑫通用,20210730,,Y
801880.SI,801881.SI,摩托车及其他,003033.SZ,征和工业,20210104,,Y
801880.SI,801881.SI,摩托车及其他,000913.SZ,钱江摩托,20210730,,Y
801880.SI,801881.SI,摩托车及其他,603787.SH,新日股份,20210730,,Y
801880.SI,801881.SI,摩托车及其他,920058.BJ,华洋赛车,20230816,,Y
