l1_code,l2_code,l2_name,ts_code,name,in_date,out_date,is_new
801880.SI,801096.SI,商用车,600686.SH,金龙汽车,19931108,,Y
801880.SI,801096.SI,商用车,000550.SZ,江铃汽车,19931201,,Y
801880.SI,801096.SI,商用车,000957.SZ,中通客车,20000113,,Y
801880.SI,801096.SI,商用车,600303.SH,曙光股份,20001226,,Y
801880.SI,801096.SI,商用车,600066.SH,宇通客车,19970508,,Y
801880.SI,801096.SI,商用车,000800.SZ,一汽解放,19970618,,Y
801880.SI,801096.SI,商用车,000868.SZ,安凯客车,19970725,,Y
801880.SI,801096.SI,商用车,600166.SH,福田汽车,19980602,,Y
801880.SI,801096.SI,商用车,000951.SZ,中国重汽,19991125,,Y
801880.SI,801096.SI,商用车,600006.SH,东风股份,19990727,,Y
801880.SI,801096.SI,商用车,600213.SH,*ST亚星(退市),19990831,,Y
801880.SI,801096.SI,商用车,301039.SZ,中集车辆,20210630,,Y
801880.SI,801096.SI,商用车,600418.SH,江淮汽车,20170629,,Y
801880.SI,801096.SI,商用车,000549.SZ,S湘火炬(退市),19931220,,Y
801880.SI,801096.SI,商用车,600375.SH,汉马科技,20230704,,Y
