l1_code,l2_code,l2_name,ts_code,name,in_date,out_date,is_new
801050.SI,801056.SI,能源金属,000762.SZ,西藏矿业,19970708,,Y
801050.SI,801056.SI,能源金属,002756.SZ,永兴材料,20220729,,Y
801050.SI,801056.SI,能源金属,002466.SZ,天齐锂业,20100812,,Y
801050.SI,801056.SI,能源金属,301219.SZ,腾远钴业,20220304,,Y
801050.SI,801056.SI,能源金属,002240.SZ,盛新锂能,20080505,,Y
801050.SI,801056.SI,能源金属,002460.SZ,赣锋锂业,20100728,,Y
801050.SI,801056.SI,能源金属,002070.SZ,众和退(退市),20170629,,Y
801050.SI,801056.SI,能源金属,002192.SZ,融捷股份,20220401,,Y
801050.SI,801056.SI,能源金属,000408.SZ,藏格矿业,20230704,,Y
801050.SI,801056.SI,能源金属,603799.SH,华友钴业,20210730,,Y
801050.SI,801056.SI,能源金属,600711.SH,盛屯矿业,20210730,,Y
801050.SI,801056.SI,能源金属,603399.SH,永杉锂业,20230704,,Y
801050.SI,801056.SI,能源金属,605376.SH,博迁新材,20230704,,Y
801050.SI,801056.SI,能源金属,300618.SZ,寒锐钴业,20210730,,Y
