l1_code,l2_code,l2_name,ts_code,name,in_date,out_date,is_new
801730.SI,801731.SI,电机Ⅱ,000922.SZ,佳电股份,19990618,,Y
801730.SI,801731.SI,电机Ⅱ,600580.SH,卧龙电驱,20020606,,Y
801730.SI,801731.SI,电机Ⅱ,002196.SZ,方正电机,20071211,,Y
801730.SI,801731.SI,电机Ⅱ,002249.SZ,大洋电机,20080528,,Y
801730.SI,801731.SI,电机Ⅱ,002576.SZ,通达动力,20110420,,Y
801730.SI,801731.SI,电机Ⅱ,603988.SH,中电电机,20140124,,Y
801730.SI,801731.SI,电机Ⅱ,300660.SZ,江苏雷利,20170522,,Y
801730.SI,801731.SI,电机Ⅱ,300626.SZ,华瑞股份,20170310,,Y
801730.SI,801731.SI,电机Ⅱ,603320.SH,迪贝电气,20170419,,Y
801730.SI,801731.SI,电机Ⅱ,002801.SZ,微光股份,20160622,,Y
801730.SI,801731.SI,电机Ⅱ,002823.SZ,凯中精密,20161124,,Y
801730.SI,801731.SI,电机Ⅱ,603728.SH,鸣志电器,20170504,,Y
801730.SI,801731.SI,电机Ⅱ,002892.SZ,科力尔,20170807,,Y
801730.SI,801731.SI,电机Ⅱ,603489.SH,八方股份,20190927,,Y
801730.SI,801731.SI,电机Ⅱ,301023.SZ,奕帆传动,20210705,,Y
801730.SI,801731.SI,电机Ⅱ,300907.SZ,康平科技,20201110,,Y
801730.SI,801731.SI,电机Ⅱ,003021.SZ,兆威机电,20201125,,Y
801730.SI,801731.SI,电机Ⅱ,603819.SH,神力股份,20161107,,Y
801730.SI,801731.SI,电机Ⅱ,301226.SZ,祥明智能,20220311,,Y
801730.SI,801731.SI,电机Ⅱ,920100.BJ,三协电机,20250908,,Y
801730.SI,801731.SI,电机Ⅱ,301696.SZ,三瑞智能,20260323,,Y
801730.SI,801731.SI,电机Ⅱ,603344.SH,星德胜,20240301,,Y
801730.SI,801731.SI,电机Ⅱ,002176.SZ,江特电机,20240730,,Y
801730.SI,801731.SI,电机Ⅱ,603350.SH,安乃达,20240614,,Y
801730.SI,801731.SI,电机Ⅱ,600416.SH,湘电股份,20240730,,Y
801730.SI,801731.SI,电机Ⅱ,603370.SH,华新精科,20250822,,Y
801730.SI,801731.SI,电机Ⅱ,920011.BJ,晨光电机,20260327,,Y
801730.SI,801731.SI,电机Ⅱ,301502.SZ,华阳智能,20240119,,Y
