l1_code,l2_code,l2_name,ts_code,name,in_date,out_date,is_new
801030.SI,801038.SI,农化制品,000675.SZ,ST银山(退市),19961226,,Y
801030.SI,801038.SI,农化制品,600731.SH,湖南海利,19960802,,Y
801030.SI,801038.SI,农化制品,000525.SZ,红太阳,19931028,,Y
801030.SI,801038.SI,农化制品,000553.SZ,安道麦A,19931203,,Y
801030.SI,801038.SI,农化制品,000731.SZ,四川美丰,19970617,,Y
801030.SI,801038.SI,农化制品,000792.SZ,盐湖股份,19970904,,Y
801030.SI,801038.SI,农化制品,600181.SH,*ST云大(退市),19980928,,Y
801030.SI,801038.SI,农化制品,600426.SH,华鲁恒升,20220729,,Y
801030.SI,801038.SI,农化制品,600389.SH,江山股份,20010110,,Y
801030.SI,801038.SI,农化制品,600486.SH,扬农化工,20020401,,Y
801030.SI,801038.SI,农化制品,600470.SH,六国化工,20040302,,Y
801030.SI,801038.SI,农化制品,002391.SZ,长青股份,20100129,,Y
801030.SI,801038.SI,农化制品,002250.SZ,联化科技,20080128,,Y
801030.SI,801038.SI,农化制品,002258.SZ,利尔化学,20080118,,Y
801030.SI,801038.SI,农化制品,000578.SZ,盐湖集团(退市),20090601,,Y
801030.SI,801038.SI,农化制品,002496.SZ,*ST辉丰,20100127,,Y
801030.SI,801038.SI,农化制品,002513.SZ,蓝丰生化,20100122,,Y
801030.SI,801038.SI,农化制品,002588.SZ,史丹利,20111010,,Y
801030.SI,801038.SI,农化制品,002470.SZ,金正大,20110110,,Y
801030.SI,801038.SI,农化制品,002538.SZ,ST司特,20110110,,Y
801030.SI,801038.SI,农化制品,002170.SZ,芭田股份,20110110,,Y
801030.SI,801038.SI,农化制品,002539.SZ,云图控股,20110110,,Y
801030.SI,801038.SI,农化制品,603585.SH,苏利股份,20161201,,Y
801030.SI,801038.SI,农化制品,603599.SH,广信股份,20150106,,Y
801030.SI,801038.SI,农化制品,002734.SZ,利民股份,20150115,,Y
801030.SI,801038.SI,农化制品,002749.SZ,国光股份,20150116,,Y
801030.SI,801038.SI,农化制品,300261.SZ,雅本化学,20170629,,Y
801030.SI,801038.SI,农化制品,603970.SH,中农立华,20171108,,Y
801030.SI,801038.SI,农化制品,603086.SH,先达股份,20170504,,Y
801030.SI,801038.SI,农化制品,600096.SH,云天化,20170629,,Y
801030.SI,801038.SI,农化制品,300505.SZ,川金诺,20160315,,Y
801030.SI,801038.SI,农化制品,002895.SZ,川恒股份,20170815,,Y
801030.SI,801038.SI,农化制品,000893.SZ,亚钾国际,20190724,,Y
801030.SI,801038.SI,农化制品,300796.SZ,贝斯美,20191011,,Y
801030.SI,801038.SI,农化制品,002999.SZ,天禾股份,20200821,,Y
801030.SI,801038.SI,农化制品,002942.SZ,新农股份,20181030,,Y
801030.SI,801038.SI,农化制品,603077.SH,和邦生物,20220729,,Y
801030.SI,801038.SI,农化制品,600227.SH,赤天化,20220729,,Y
801030.SI,801038.SI,农化制品,301035.SZ,润丰股份,20210712,,Y
801030.SI,801038.SI,农化制品,920819.BJ,颖泰生物,20200727,,Y
801030.SI,801038.SI,农化制品,603639.SH,海利尔,20161226,,Y
801030.SI,801038.SI,农化制品,603810.SH,丰山集团,20180917,,Y
801030.SI,801038.SI,农化制品,000912.SZ,泸天化,19990104,,Y
801030.SI,801038.SI,农化制品,000422.SZ,湖北宜化,20220729,,Y
801030.SI,801038.SI,农化制品,600331.SH,宏达股份,20220729,,Y
801030.SI,801038.SI,农化制品,605033.SH,美邦股份,20210827,,Y
801030.SI,801038.SI,农化制品,001231.SZ,农心科技,20220715,,Y
801030.SI,801038.SI,农化制品,002545.SZ,东方铁塔,20220729,,Y
801030.SI,801038.SI,农化制品,600078.SH,澄星股份,20110110,,Y
801030.SI,801038.SI,农化制品,600141.SH,兴发集团,20110110,,Y
801030.SI,801038.SI,农化制品,002758.SZ,浙农股份,20251201,,Y
801030.SI,801038.SI,农化制品,300387.SZ,富邦科技,20210730,,Y
801030.SI,801038.SI,农化制品,300804.SZ,广康生化,20230609,,Y
801030.SI,801038.SI,农化制品,603395.SH,红四方,20241108,,Y
801030.SI,801038.SI,农化制品,600596.SH,新安股份,20230704,,Y
801030.SI,801038.SI,农化制品,003042.SZ,中农联合,20210322,,Y
801030.SI,801038.SI,农化制品,000902.SZ,新洋丰,19990104,,Y
801030.SI,801038.SI,农化制品,600691.SH,潞化科技,20130104,,Y
801030.SI,801038.SI,农化制品,603360.SH,百傲化学,20170116,,Y
801030.SI,801038.SI,农化制品,300575.SZ,中旗股份,20161212,,Y
801030.SI,801038.SI,农化制品,002312.SZ,川发龙蟒,20210730,,Y
801030.SI,801038.SI,农化制品,920159.BJ,农大科技,20260126,,Y
801030.SI,801038.SI,农化制品,920866.BJ,绿亨科技,20221206,,Y
801030.SI,801038.SI,农化制品,301665.SZ,泰禾股份,20250321,,Y
