ts_code,industry_name,trade_date,stage,action,radar_score,trend_score,startup_score,breadth_score,finance_score,overheat_score,weakening_score,ret_20,ret_60,ret_120,rs_20,rs_60,rs_120,rank_improve_20,amount_share,amount_share_ratio,pe,pb,pe_temp,pb_temp,member_count,breadth_coverage,above_20_ratio,above_60_ratio,above_120_ratio,new_high_60_ratio,positive_ret_20_ratio,positive_ret_60_ratio,median_member_ret_20,median_member_ret_60,leader_gap_60,financial_member_count,financial_coverage,sales_positive_ratio,profit_positive_ratio,profit_improve_ratio,cashflow_positive_ratio,median_q_sales_yoy,median_q_netprofit_yoy,status_note,breadth_note,finance_note,confirm_note,refute_note
801738.SI,电网设备,2026-05-21,钝化转弱,收紧风控,47.38451604940799,76.45430107526882,32.98577819637391,32.832116788321166,51.17391304347826,66.90520993343574,62.70161290322581,-0.01543409572940213,0.01652370189636132,0.246845128849549,-0.030462524608607655,0.002903238849146783,0.14496993239463984,-0.12096774193548387,0.022178741970738994,0.8292488593138033,37.85,3.47,0.921957671957672,0.9312169312169312,145,0.9448275862068966,0.291970802919708,0.31386861313868614,0.48905109489051096,0.014598540145985401,0.34306569343065696,0.3795620437956204,-0.058002936857562304,-0.06433007985803019,0.48640934995525914,145,0.9517241379310345,0.7246376811594203,0.463768115942029,0.5579710144927537,0.26811594202898553,11.1074,-3.5868,强势后质量转弱；短线弱于中期趋势,宽度偏窄；龙头领先过大,现金流质量待验,盘面先动，确认不足,宽度未跟上；龙头独舞风险
801163.SI,燃气Ⅱ,2026-05-21,潜伏观察,观察验证,47.2282104454685,63.8521505376344,40.379723502304145,33.74193548387097,45.2258064516129,59.45794930875576,47.41935483870968,-0.014821137133003925,0.00380471667347293,0.0344585368216761,-0.02984956601220945,-0.009815746373741607,-0.06741665963323307,0.14516129032258063,0.002671593362728901,0.7856354369804923,25.51,2.05,0.9338624338624338,0.8875661375661376,31,1.0,0.3870967741935484,0.2903225806451613,0.3548387096774194,0.03225806451612903,0.5483870967741935,0.3548387096774194,0.02083333333333326,-0.023076923076922995,0.2943225575355959,31,1.0,0.22580645161290322,0.5483870967741935,0.45161290322580644,0.5806451612903226,-10.7427,4.4774,等待更多共振证据,宽度偏窄；龙头领先过大,财务景气中性,利润覆盖改善,宽度未跟上；龙头独舞风险
801745.SI,军工电子Ⅱ,2026-05-21,潜伏观察,观察验证,46.94631091056494,55.27150537634409,44.47352790578597,28.634920634920633,48.77529761904762,55.63617938214712,35.0,-0.060547056096430185,-0.04579217042603778,0.22095740407621522,-0.07557548497563571,-0.05941263347325232,0.11908220762130606,0.2903225806451613,0.011845189953376738,0.8874321388477894,107.34,4.93,0.7936507936507936,0.9140211640211641,65,0.9692307692307692,0.2222222222222222,0.36507936507936506,0.42857142857142855,0.0,0.20634920634920634,0.30158730158730157,-0.050129008477699966,-0.09768088395166347,0.25145898266584255,65,0.9846153846153847,0.625,0.546875,0.5238095238095238,0.1875,8.1167,10.0983,60日相对排名改善快,宽度中性,现金流质量待验,利润覆盖改善；盘面排名抬升,宽度未跟上
801218.SI,专业服务,2026-05-21,潜伏观察,观察验证,46.7094689645164,56.19892473118279,36.800487937110326,24.117647058823525,63.19251336898396,61.43177163338454,25.0,-0.020621392975720743,-0.041879868729718495,0.045800902364073526,-0.03564982185492627,-0.05550033177693303,-0.05607429409083564,0.016129032258064502,0.0016942118188453378,1.038010823667787,32.38,2.65,0.8505291005291006,0.6177248677248677,35,0.9714285714285714,0.23529411764705882,0.2647058823529412,0.29411764705882354,0.029411764705882353,0.29411764705882354,0.23529411764705882,-0.07105734035207556,-0.13514855532881126,0.4349181432210129,35,0.9714285714285714,0.7058823529411765,0.7352941176470589,0.6363636363636364,0.38235294117647056,5.7467500000000005,19.830399999999997,财务景气有支持,宽度偏窄；龙头领先过大,利润正增长覆盖高；利润同比改善扩散,财务景气支持,宽度未跟上；龙头独舞风险
801126.SI,非白酒,2026-05-21,潜伏观察,观察验证,46.12380845707459,43.653225806451616,40.178686635944715,22.875,65.0,44.0775942993685,25.0,-0.0042030484571320414,-0.04162824131039511,-0.0844573067119796,-0.019231477336337566,-0.055248704357609646,-0.18633250316688876,0.09677419354838712,0.0011871742746917314,0.9692504872052914,25.9,2.73,0.03306878306878307,0.05291005291005291,17,0.9411764705882353,0.1875,0.25,0.1875,0.0625,0.375,0.25,-0.02024987206863882,-0.09303250292632748,0.16511238590931765,17,0.9411764705882353,0.6875,0.6875,0.6875,0.5,6.23265,9.757200000000001,财务景气有支持,宽度偏窄,利润正增长覆盖高；利润同比改善扩散,财务景气支持,宽度未跟上
801153.SI,医疗器械,2026-05-21,潜伏观察,观察验证,46.12124133752505,39.71774193548387,53.2289294831416,21.928057553956837,54.335418621624434,46.80357142857143,25.0,-0.022192416898050182,-0.0569343706218588,-0.06882354610819064,-0.03722084577725571,-0.07055483366907334,-0.1706987425630998,0.34677419354838707,0.009505470467998305,0.9203389314911316,39.75,2.6,0.8095238095238095,0.2261904761904762,141,0.9858156028368794,0.16546762589928057,0.2446043165467626,0.2589928057553957,0.02158273381294964,0.302158273381295,0.2302158273381295,-0.057432432432432456,-0.11481169565353577,0.22866155100198107,141,0.9858156028368794,0.5899280575539568,0.5251798561151079,0.4855072463768116,0.5899280575539568,2.1179,1.1812,60日相对排名改善快,宽度偏窄,财务景气中性,利润覆盖改善；盘面排名抬升,宽度未跟上
801726.SI,工程咨询服务Ⅱ,2026-05-21,潜伏观察,观察验证,46.07101110288512,51.21774193548387,55.48683204235711,26.765957446808507,45.15171137835338,65.83215992490184,36.00806451612903,-0.006052277112381321,-0.013798210205980044,-0.016834562166347156,-0.021080705991586846,-0.02741867325319458,-0.11870975862125632,0.3467741935483871,0.002381943299973742,0.9285877685525638,44.47,1.94,0.9854497354497355,0.8809523809523809,47,1.0,0.14893617021276595,0.3191489361702128,0.2978723404255319,0.0,0.40425531914893614,0.2978723404255319,-0.02204928664072625,-0.08291457286432158,0.3246073821351442,47,1.0,0.46808510638297873,0.5319148936170213,0.5434782608695652,0.19148936170212766,-1.6985,5.9032,60日相对排名改善快,宽度偏窄；龙头领先过大,现金流质量待验,利润覆盖改善；盘面排名抬升,宽度未跟上；龙头独舞风险
801128.SI,休闲食品,2026-05-21,潜伏观察,观察验证,45.96154424428619,32.862903225806456,49.041139505655636,28.454545454545453,66.9090909090909,46.25236815156169,25.0,-0.01439805190316934,-0.08796020683785077,-0.07019215818064173,-0.029426480782374864,-0.10158066988506531,-0.1720673546355509,0.16129032258064518,0.0008738230540580248,1.1172998387715818,20.46,2.19,0.006613756613756613,0.10846560846560846,22,1.0,0.36363636363636365,0.4090909090909091,0.18181818181818182,0.0,0.5,0.13636363636363635,-0.012680142637098324,-0.09289972635532645,0.132236423203909,22,1.0,0.7272727272727273,0.6818181818181818,0.5909090909090909,0.6818181818181818,10.87195,8.0489,财务景气有支持,宽度中性,利润正增长覆盖高；利润同比改善扩散,财务景气支持,宽度未跟上
801206.SI,互联网电商,2026-05-21,潜伏观察,观察验证,45.34206605222734,36.75,59.27987711213518,27.666666666666664,53.888888888888886,63.534626216077825,25.0,-0.030990698069658595,-0.07194905807419016,-0.065483581506389,-0.04601912694886412,-0.0855695211214047,-0.16735877796129817,0.3467741935483871,0.001360097576571312,1.1650680062691035,37.87,2.76,0.5701058201058201,0.544973544973545,20,0.9,0.2222222222222222,0.3333333333333333,0.3888888888888889,0.0,0.2777777777777778,0.2777777777777778,-0.07627694879941022,-0.09796874474716771,0.37366873023969654,20,0.9,0.5,0.6666666666666666,0.5,0.4444444444444444,0.29075000000000006,21.527250000000002,60日相对排名改善快；成交关注度升温,宽度偏窄；龙头领先过大,利润正增长覆盖高,利润覆盖改善；盘面排名抬升,宽度未跟上；龙头独舞风险
801156.SI,医疗服务,2026-05-21,潜伏观察,观察验证,44.6046081308178,41.23387096774193,50.11534916696207,20.461538461538463,59.84615384615385,51.916197303294084,35.0,-0.019381894102993735,-0.0740410649819494,0.005523660470223124,-0.03441032298219926,-0.08766152802916394,-0.09635153598468604,0.3225806451612903,0.007141487570996033,0.9105389307670585,25.9,3.15,0.19444444444444445,0.48544973544973546,54,0.9629629629629629,0.15384615384615385,0.2692307692307692,0.25,0.019230769230769232,0.25,0.17307692307692307,-0.0650823830547333,-0.11700903721596684,0.2535543467520937,54,0.9629629629629629,0.6346153846153846,0.6153846153846154,0.5769230769230769,0.5576923076923077,5.6817,11.604849999999999,60日相对排名改善快,宽度偏窄,利润正增长覆盖高,利润覆盖改善；盘面排名抬升,宽度未跟上
801129.SI,调味发酵品Ⅱ,2026-05-21,潜伏观察,观察验证,44.521356460146784,48.12096774193549,32.93124423963134,21.200000000000003,77.6,48.40497525174944,45.32258064516129,-0.05173233001287303,-0.010800561352548477,-0.009818994735703468,-0.06676075889207855,-0.024421024399763014,-0.11169419119061264,0.024193548387096753,0.0014455168955679035,1.169101524475152,27.59,3.4,0.32275132275132273,0.037037037037037035,15,1.0,0.13333333333333333,0.26666666666666666,0.26666666666666666,0.0,0.2,0.26666666666666666,-0.07685142058686534,-0.1018181818181817,0.3361369012872899,15,1.0,0.9333333333333333,0.9333333333333333,0.5333333333333333,0.6666666666666666,10.1174,15.08,成交关注度升温；财务景气有支持,宽度偏窄；龙头领先过大,利润正增长覆盖高,财务景气支持,宽度未跟上；龙头独舞风险
801141.SI,包装印刷,2026-05-21,钝化转弱,收紧风控,43.487132807137954,61.053763440860216,30.470281400137267,23.31914893617021,64.25531914893617,62.50211213517665,55.0,-0.022289275054956148,-0.03351382865017183,0.17588539166445738,-0.03731770393416167,-0.047134291697386366,0.07401019520954821,-0.14516129032258063,0.0035249446137531437,0.931358785117371,46.04,2.76,0.9828042328042328,0.9576719576719577,48,0.9791666666666666,0.1702127659574468,0.2765957446808511,0.2978723404255319,0.0,0.2978723404255319,0.23404255319148937,-0.056918547595682045,-0.11889491859891466,0.23801487669215698,48,0.9791666666666666,0.7021276595744681,0.5319148936170213,0.7021276595744681,0.6595744680851063,5.2782,2.0569,财务景气有支持；强势后质量转弱,宽度偏窄,利润同比改善扩散,财务景气支持,宽度未跟上
