ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
600309.SH,20260907,77.66,77.66,75.79,76.74,77.66,-0.92,-1.1847,251210.76,1922126.073
600309.SH,20260904,77.66,79.28,77.18,77.66,77.38,0.28,0.3619,362484.86,2830056.61
600309.SH,20260903,75.18,77.69,74.91,77.38,75.18,2.2,2.9263,406779.67,3123573.312
600309.SH,20260902,77.3,77.6,75.05,75.18,77.02,-1.84,-2.389,309483.82,2341827.52
600309.SH,20260901,76.1,78.68,76.0,77.02,76.32,0.7,0.9172,452199.48,3507788.587
600309.SH,20260831,78.25,78.51,75.31,76.32,78.04,-1.72,-2.204,445470.87,3396220.087
600309.SH,20260828,75.8,78.18,75.53,78.04,75.92,2.12,2.7924,476221.07,3678448.502
600309.SH,20260827,74.26,76.76,74.01,75.92,74.49,1.43,1.9197,364259.89,2744358.759
600309.SH,20260826,72.51,74.82,71.63,74.49,72.87,1.62,2.2231,362092.59,2666540.51
600309.SH,20260825,74.03,75.43,72.52,72.87,73.19,-0.32,-0.4372,406064.64,2998733.819
600309.SH,20260824,73.95,74.74,72.6,73.19,73.98,-0.79,-1.0679,233400.65,1713140.028
600309.SH,20260821,75.0,75.0,73.52,73.98,75.16,-1.18,-1.57,230568.17,1706429.325
600309.SH,20260820,73.41,76.3,73.41,75.16,73.89,1.27,1.7188,377170.7,2838887.297
600309.SH,20260819,73.01,74.48,72.9,73.89,73.27,0.62,0.8462,306461.11,2259285.686
600309.SH,20260818,72.75,74.42,72.7,73.27,73.13,0.14,0.1914,284311.0,2091955.897
600309.SH,20260817,73.21,73.6,72.48,73.13,73.04,0.09,0.1232,287963.16,2100830.033
600309.SH,20260814,73.02,73.9,72.92,73.04,73.11,-0.07,-0.0957,194273.05,1423528.493
600309.SH,20260813,74.76,74.77,73.05,73.11,75.06,-1.95,-2.5979,350489.37,2580677.326
600309.SH,20260812,75.69,76.38,74.92,75.06,75.65,-0.59,-0.7799,242212.6,1828287.678
600309.SH,20260811,78.04,79.0,75.62,75.65,78.01,-2.36,-3.0253,390772.6,3013651.281
600309.SH,20260810,75.5,79.1,75.49,78.01,75.72,2.29,3.0243,455399.28,3549393.789
600309.SH,20260807,74.97,76.8,74.58,75.72,74.97,0.75,1.0004,351253.33,2664984.747
600309.SH,20260806,74.12,75.81,74.0,74.97,74.45,0.52,0.6985,333198.3,2497312.204
600309.SH,20260805,73.2,74.58,72.63,74.45,73.64,0.81,1.0999,339766.93,2511593.591
600309.SH,20260804,74.49,75.18,73.23,73.64,75.3,-1.66,-2.2045,342855.75,2529617.922
600309.SH,20260803,74.28,75.93,73.21,75.3,74.51,0.79,1.0603,339597.67,2543255.217
600309.SH,20260731,75.31,75.4,73.88,74.51,76.56,-2.05,-2.6776,450426.05,3351676.407
600309.SH,20260730,74.15,76.57,74.1,76.56,74.49,2.07,2.7789,437195.98,3314329.353
600309.SH,20260729,74.58,75.68,72.7,74.49,74.2,0.29,0.3908,405257.25,3012142.93
600309.SH,20260728,74.15,74.6,72.52,74.2,74.15,0.05,0.0674,281697.84,2070215.966
600309.SH,20260727,74.54,74.54,72.37,74.15,73.75,0.4,0.5424,280321.97,2067192.069
600309.SH,20260724,75.35,75.9,73.57,73.75,75.49,-1.74,-2.3049,340328.03,2534882.955
600309.SH,20260723,74.0,75.94,72.48,75.49,74.0,1.49,2.0135,479171.78,3572897.641
600309.SH,20260722,71.01,74.7,71.0,74.0,71.75,2.25,3.1359,543595.0,3990272.129
600309.SH,20260721,72.0,73.0,70.88,71.75,71.99,-0.24,-0.3334,519522.11,3731768.424
