ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
300474.SZ,20260605,57.38,57.85,55.8,56.37,58.13,-1.76,-3.0277,96779.41,549690.427
300474.SZ,20260604,56.7,58.7,56.54,58.13,57.68,0.45,0.7802,93958.56,543712.453
300474.SZ,20260603,55.85,59.98,55.81,57.68,55.84,1.84,3.2951,140203.39,810149.894
300474.SZ,20260602,56.96,57.18,54.9,55.84,56.61,-0.77,-1.3602,90189.34,504466.323
300474.SZ,20260601,58.37,58.69,56.52,56.61,57.87,-1.26,-2.1773,101945.59,584790.524
300474.SZ,20260529,63.33,63.79,57.68,57.87,63.31,-5.44,-8.5926,179850.17,1074015.818
300474.SZ,20260528,62.73,64.6,61.35,63.31,63.22,0.09,0.1424,137111.23,862512.046
300474.SZ,20260527,64.61,66.45,63.15,63.22,64.54,-1.32,-2.0452,156781.47,1019807.828
300474.SZ,20260526,66.5,66.5,63.04,64.54,67.05,-2.51,-3.7435,147800.99,952799.485
300474.SZ,20260525,63.89,67.5,63.61,67.05,63.31,3.74,5.9074,191834.78,1261270.862
300474.SZ,20260522,62.3,63.67,62.27,63.31,62.3,1.01,1.6212,107089.88,674582.289
300474.SZ,20260521,66.12,67.15,62.25,62.3,65.19,-2.89,-4.4332,171946.02,1123926.556
300474.SZ,20260520,64.85,66.16,64.5,65.19,65.11,0.08,0.1229,115332.43,754765.69
300474.SZ,20260519,64.26,65.23,62.71,65.11,64.9,0.21,0.3236,119356.98,761493.458
300474.SZ,20260518,64.3,66.1,64.18,64.9,64.64,0.26,0.4022,99856.77,649941.461
300474.SZ,20260515,65.45,66.99,64.2,64.64,65.59,-0.95,-1.4484,132455.18,868300.776
300474.SZ,20260514,68.31,68.92,65.5,65.59,68.31,-2.72,-3.9818,138987.76,928106.239
300474.SZ,20260513,67.1,68.4,65.8,68.31,68.57,-0.26,-0.3792,179735.37,1206338.469
300474.SZ,20260512,67.26,69.85,65.69,68.57,67.49,1.08,1.6002,184253.86,1242196.576
300474.SZ,20260511,67.35,68.27,67.08,67.49,66.46,1.03,1.5498,158729.13,1073024.003
300474.SZ,20260508,66.27,67.39,65.85,66.46,67.3,-0.84,-1.2481,118392.38,789281.067
300474.SZ,20260507,67.16,68.15,66.32,67.3,67.16,0.14,0.2085,164387.62,1100622.249
300474.SZ,20260506,67.58,70.35,66.95,67.16,65.98,1.18,1.7884,282534.67,1932759.688
300474.SZ,20260430,61.9,66.78,61.73,65.98,61.72,4.26,6.9021,207393.79,1333616.616
