ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
688183.SH,20260605,124.38,125.38,116.45,117.85,128.01,-10.16,-7.9369,286470.63,3475651.433
688183.SH,20260604,125.13,132.0,122.49,128.6,128.39,0.21,0.1636,250285.23,3197542.403
688183.SH,20260603,131.55,134.49,125.5,128.39,131.55,-3.16,-2.4021,345298.82,4515364.636
688183.SH,20260602,122.83,135.77,117.5,131.55,123.0,8.55,6.9512,415483.53,5280767.544
688183.SH,20260601,140.0,140.1,122.77,123.0,138.05,-15.05,-10.9018,356559.78,4586820.858
688183.SH,20260529,134.92,144.88,133.38,138.05,139.19,-1.14,-0.819,498960.7,6943825.733
688183.SH,20260528,127.06,139.93,125.28,139.19,133.3,5.89,4.4186,535259.86,7074927.609
688183.SH,20260527,131.8,138.0,127.0,133.3,132.1,1.2,0.9084,654853.17,8725172.298
688183.SH,20260526,114.9,132.1,114.9,132.1,110.08,22.02,20.0036,771251.29,9708664.983
688183.SH,20260525,111.2,112.58,104.38,110.08,108.49,1.59,1.4656,476791.09,5126667.949
688183.SH,20260522,101.99,109.75,101.55,108.49,99.25,9.24,9.3098,407725.72,4338893.677
688183.SH,20260521,106.0,108.55,99.0,99.25,104.14,-4.89,-4.6956,293651.25,3057597.703
688183.SH,20260520,106.59,106.95,103.01,104.14,104.5,-0.36,-0.3445,169722.29,1771560.216
688183.SH,20260519,105.88,105.9,99.68,104.5,106.14,-1.64,-1.5451,240626.8,2474655.676
688183.SH,20260518,97.0,107.8,96.12,106.14,97.61,8.53,8.7389,393166.59,4069256.672
688183.SH,20260515,101.01,102.9,96.95,97.61,101.11,-3.5,-3.4616,231784.39,2295015.901
688183.SH,20260514,108.99,108.99,101.11,101.11,107.49,-6.38,-5.9354,285962.14,2960368.409
688183.SH,20260513,101.1,108.5,101.05,107.49,102.6,4.89,4.7661,386932.65,4087086.519
688183.SH,20260512,105.52,106.74,101.57,102.6,105.54,-2.94,-2.7857,267456.29,2751096.581
688183.SH,20260511,109.96,109.96,102.45,105.54,106.85,-1.31,-1.226,281522.34,2962048.496
688183.SH,20260508,106.02,110.58,104.2,106.85,107.96,-1.11,-1.0282,271288.69,2919077.283
688183.SH,20260507,107.77,108.66,104.96,107.96,107.45,0.51,0.4746,318272.41,3406278.836
688183.SH,20260506,111.98,112.0,106.49,107.45,109.6,-2.15,-1.9617,309799.48,3361329.92
688183.SH,20260430,116.0,116.0,108.04,109.6,114.17,-4.57,-4.0028,258101.56,2848116.414
