ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
603799.SH,20260907,37.83,38.11,37.52,37.98,38.07,-0.09,-0.2364,279085.0,1056229.039
603799.SH,20260904,38.7,39.18,37.89,38.07,38.63,-0.56,-1.4497,395358.02,1524177.802
603799.SH,20260903,38.77,39.28,38.43,38.63,37.94,0.69,1.8187,408614.39,1584758.811
603799.SH,20260902,38.75,38.75,37.73,37.94,39.13,-1.19,-3.0411,488568.93,1857669.074
603799.SH,20260901,39.49,39.93,39.08,39.13,39.57,-0.44,-1.112,356074.38,1401001.021
603799.SH,20260831,39.36,39.63,38.73,39.57,39.99,-0.42,-1.0503,443653.78,1737112.707
603799.SH,20260828,40.25,40.39,39.75,39.99,40.18,-0.19,-0.4729,380496.0,1522353.405
603799.SH,20260827,39.6,40.27,39.39,40.18,39.97,0.21,0.5254,440984.61,1756664.891
603799.SH,20260826,39.13,40.65,39.13,39.97,39.13,0.84,2.1467,565703.11,2260635.467
603799.SH,20260825,39.9,40.0,38.67,39.13,40.2,-1.07,-2.6617,527169.92,2067543.598
603799.SH,20260824,40.6,41.77,39.91,40.2,40.59,-0.39,-0.9608,519289.56,2119431.321
603799.SH,20260821,39.05,41.08,39.05,40.59,39.35,1.24,3.1512,635802.76,2566543.538
603799.SH,20260820,40.09,40.33,39.19,39.35,39.55,-0.2,-0.5057,451531.77,1797088.482
603799.SH,20260819,40.66,40.72,39.41,39.55,41.87,-2.32,-5.541,752296.95,3020516.491
603799.SH,20260818,42.74,42.94,41.6,41.87,43.06,-1.19,-2.7636,620150.74,2610035.346
603799.SH,20260817,42.33,43.08,41.81,43.06,42.35,0.71,1.6765,551284.61,2343627.99
603799.SH,20260814,42.18,43.09,41.75,42.35,42.17,0.18,0.4268,540403.19,2286904.997
603799.SH,20260813,43.36,43.42,42.13,42.17,43.38,-1.21,-2.7893,721885.14,3089142.799
603799.SH,20260812,43.41,44.38,43.19,43.38,43.62,-0.24,-0.5502,702657.22,3066131.271
603799.SH,20260811,45.2,45.2,43.6,43.62,46.07,-2.45,-5.318,1123896.64,4979204.067
603799.SH,20260810,44.19,47.17,44.09,46.07,44.01,2.06,4.6808,1574997.66,7203400.745
603799.SH,20260807,43.29,44.4,42.11,44.01,41.4,2.61,6.3043,1620425.37,7037752.91
603799.SH,20260806,42.18,42.5,40.87,41.4,42.02,-0.62,-1.4755,835591.09,3481528.743
603799.SH,20260805,40.6,42.09,40.57,42.02,40.78,1.24,3.0407,707631.92,2947285.721
603799.SH,20260804,39.65,40.86,39.65,40.78,39.56,1.22,3.0839,606561.96,2448880.218
603799.SH,20260803,39.66,40.05,38.9,39.56,39.91,-0.35,-0.877,520448.73,2055516.003
603799.SH,20260731,40.3,40.94,39.83,39.91,39.93,-0.02,-0.0501,617860.23,2487438.75
603799.SH,20260730,40.0,40.66,39.55,39.93,40.3,-0.37,-0.9181,515134.74,2068769.58
603799.SH,20260729,39.31,40.78,38.41,40.3,39.28,1.02,2.5967,615118.28,2445867.821
603799.SH,20260728,39.3,39.98,38.89,39.28,40.07,-0.79,-1.9715,397122.13,1561196.489
603799.SH,20260727,39.5,40.29,39.18,40.07,39.31,0.76,1.9334,460018.43,1830956.806
603799.SH,20260724,40.52,40.87,39.18,39.31,41.55,-2.24,-5.3911,641963.07,2564629.402
603799.SH,20260723,39.8,41.92,39.6,41.55,39.8,1.75,4.397,930603.78,3821098.773
603799.SH,20260722,39.51,41.07,39.03,39.8,39.53,0.27,0.683,913486.8,3673662.484
603799.SH,20260721,37.58,39.68,37.58,39.53,36.21,3.32,9.1687,1095893.88,4262397.879
