ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
688235.SH,20260907,268.06,269.64,263.5,265.03,271.0,-5.97,-2.203,28657.79,760107.736
688235.SH,20260904,270.44,272.24,266.28,271.0,269.08,1.92,0.7135,40244.66,1084999.351
688235.SH,20260903,269.0,269.5,264.0,269.08,268.21,0.87,0.3244,32705.21,873544.429
688235.SH,20260902,268.0,271.0,263.13,268.21,266.69,1.52,0.57,31074.41,832406.352
688235.SH,20260901,269.51,269.78,265.63,266.69,269.86,-3.17,-1.1747,25927.74,692295.438
688235.SH,20260831,267.3,270.46,263.11,269.86,271.7,-1.84,-0.6772,31581.57,842033.738
688235.SH,20260828,278.0,278.8,271.0,271.7,279.75,-8.05,-2.8776,37733.85,1035931.348
688235.SH,20260827,280.99,280.99,272.81,279.75,279.0,0.75,0.2688,40213.94,1109267.876
688235.SH,20260826,278.3,285.3,276.8,279.0,275.1,3.9,1.4177,40066.21,1124534.141
688235.SH,20260825,274.58,279.87,272.01,275.1,276.67,-1.57,-0.5675,35034.29,967947.096
688235.SH,20260824,289.0,291.04,273.62,276.67,289.25,-12.58,-4.3492,52092.44,1450845.618
688235.SH,20260821,290.04,294.54,283.8,289.25,298.88,-9.63,-3.222,57617.54,1660779.605
688235.SH,20260820,298.42,304.99,293.68,298.88,287.56,11.32,3.9366,82041.66,2455632.375
688235.SH,20260819,293.03,297.78,286.9,287.56,293.78,-6.22,-2.1172,56464.21,1647457.569
688235.SH,20260818,292.2,298.56,287.37,293.78,289.9,3.88,1.3384,59221.65,1736496.748
688235.SH,20260817,286.0,292.88,282.81,289.9,287.71,2.19,0.7612,48905.34,1408598.228
688235.SH,20260814,291.0,295.33,283.22,287.71,292.18,-4.47,-1.5299,56270.59,1620795.799
688235.SH,20260813,291.0,301.96,290.11,292.18,293.65,-1.47,-0.5006,70636.27,2094560.508
688235.SH,20260812,297.2,305.0,291.21,293.65,300.3,-6.65,-2.2145,79063.1,2343480.432
688235.SH,20260811,298.4,314.85,297.02,300.3,299.79,0.51,0.1701,94618.03,2895053.798
688235.SH,20260810,303.3,309.96,295.06,299.79,299.33,0.46,0.1537,108237.35,3269803.552
688235.SH,20260807,266.03,305.0,264.0,299.33,269.0,30.33,11.2751,123046.36,3491893.299
688235.SH,20260806,292.98,292.98,264.38,269.0,280.6,-11.6,-4.134,105882.19,2876015.125
688235.SH,20260805,261.96,281.0,261.0,280.6,261.96,18.64,7.1156,63094.88,1709654.266
688235.SH,20260804,251.6,266.52,251.6,261.96,249.65,12.31,4.9309,52973.05,1386234.057
688235.SH,20260803,255.3,258.33,249.0,249.65,257.05,-7.4,-2.8788,34675.39,873090.388
688235.SH,20260731,257.17,265.97,255.17,257.05,259.51,-2.46,-0.9479,41439.54,1080462.275
688235.SH,20260730,268.0,268.5,256.66,259.51,268.6,-9.09,-3.3842,43721.09,1142700.012
688235.SH,20260729,266.27,272.63,263.88,268.6,263.18,5.42,2.0594,42902.36,1153543.554
688235.SH,20260728,271.0,273.0,262.05,263.18,274.0,-10.82,-3.9489,35903.01,957968.026
688235.SH,20260727,273.52,280.0,267.04,274.0,271.0,3.0,1.107,45442.63,1243140.362
688235.SH,20260724,271.94,282.97,270.77,271.0,272.45,-1.45,-0.5322,55852.85,1538930.33
688235.SH,20260723,277.0,277.96,267.65,272.45,277.29,-4.84,-1.7455,41845.96,1139202.918
688235.SH,20260722,271.0,284.66,270.16,277.29,275.5,1.79,0.6497,59291.0,1652003.414
688235.SH,20260721,257.01,276.0,251.08,275.5,259.3,16.2,6.2476,78437.99,2066830.639
688235.SH,20260720,248.1,262.87,248.1,259.3,250.51,8.79,3.5088,60654.75,1560169.977
688235.SH,20260717,270.0,270.0,245.66,250.51,271.73,-21.22,-7.8092,76163.7,1933013.607
688235.SH,20260716,270.17,278.89,263.72,271.73,274.51,-2.78,-1.0127,62295.57,1692618.176
688235.SH,20260715,266.0,285.85,265.07,274.51,269.0,5.51,2.0483,88923.0,2475491.314
688235.SH,20260714,258.17,270.59,253.2,269.0,260.6,8.4,3.2233,59190.95,1561310.123
688235.SH,20260713,265.17,266.96,255.4,260.6,267.84,-7.24,-2.7031,58401.81,1520923.385
688235.SH,20260710,257.72,272.63,253.89,267.84,260.78,7.06,2.7073,69506.81,1853048.688
688235.SH,20260709,256.0,264.88,250.01,260.78,256.62,4.16,1.6211,54433.98,1405977.404
688235.SH,20260708,263.16,271.0,256.48,256.62,263.16,-6.54,-2.4852,56852.95,1488787.739
688235.SH,20260707,274.4,276.5,262.66,263.16,277.0,-13.84,-4.9964,68610.77,1840471.697
688235.SH,20260706,265.0,288.96,260.5,277.0,266.96,10.04,3.7609,105141.98,2916622.979
688235.SH,20260703,259.0,268.7,255.61,266.96,253.56,13.4,5.2847,86061.23,2263912.379
688235.SH,20260702,260.8,268.88,252.43,253.56,261.8,-8.24,-3.1474,81216.0,2095820.934
688235.SH,20260701,253.53,262.12,239.08,261.8,254.61,7.19,2.8239,99474.65,2515475.137
688235.SH,20260630,257.92,258.9,251.02,254.61,255.9,-1.29,-0.5041,65301.36,1658828.452
688235.SH,20260629,231.85,258.93,227.75,255.9,232.1,23.8,10.2542,95852.2,2370639.856
688235.SH,20260626,242.74,243.98,232.1,232.1,242.71,-10.61,-4.3715,45678.37,1078842.152
