ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
600011.SH,20260907,6.86,6.88,6.78,6.84,6.86,-0.02,-0.2915,571764.6,390071.357
600011.SH,20260904,6.88,6.92,6.84,6.86,6.87,-0.01,-0.1456,595071.67,409512.977
600011.SH,20260903,6.77,6.91,6.77,6.87,6.78,0.09,1.3274,791328.85,543571.2
600011.SH,20260902,6.78,6.82,6.75,6.78,6.8,-0.02,-0.2941,420207.05,285011.154
600011.SH,20260901,6.68,6.82,6.68,6.8,6.68,0.12,1.7964,740648.89,501645.162
600011.SH,20260831,6.75,6.77,6.68,6.68,6.78,-0.1,-1.4749,529729.2,355657.31
600011.SH,20260828,6.72,6.81,6.71,6.78,6.76,0.02,0.2959,516716.99,349171.718
600011.SH,20260827,6.71,6.76,6.66,6.76,6.73,0.03,0.4458,580422.16,388655.415
600011.SH,20260826,6.69,6.75,6.68,6.73,6.69,0.04,0.5979,555746.55,373643.572
600011.SH,20260825,6.63,6.69,6.61,6.69,6.64,0.05,0.753,455091.3,303195.273
600011.SH,20260824,6.58,6.65,6.56,6.64,6.6,0.04,0.6061,525044.76,347690.096
600011.SH,20260821,6.66,6.66,6.54,6.6,6.66,-0.06,-0.9009,775411.51,510386.575
600011.SH,20260820,6.66,6.7,6.65,6.66,6.68,-0.02,-0.2994,598631.82,399051.34
600011.SH,20260819,6.7,6.74,6.65,6.68,6.89,-0.21,-3.0479,1384615.17,926394.162
600011.SH,20260818,6.88,6.92,6.85,6.89,6.89,0.0,0.0,576260.52,397180.22
600011.SH,20260817,6.84,6.9,6.8,6.89,6.84,0.05,0.731,636437.01,436210.221
600011.SH,20260814,6.92,6.93,6.84,6.84,6.92,-0.08,-1.1561,722999.54,495843.647
600011.SH,20260813,6.93,6.97,6.9,6.92,6.95,-0.03,-0.4317,911081.52,631055.481
600011.SH,20260812,6.96,7.0,6.93,6.95,6.98,-0.03,-0.4298,703878.36,488846.09
600011.SH,20260811,6.99,7.07,6.97,6.98,6.99,-0.01,-0.1431,942529.49,661068.435
600011.SH,20260810,6.98,7.02,6.96,6.99,6.99,0.0,0.0,777524.5,543427.462
600011.SH,20260807,7.02,7.04,6.92,6.99,7.01,-0.02,-0.2853,1160900.35,807077.5
600011.SH,20260806,7.09,7.12,6.97,7.01,7.12,-0.11,-1.5449,1358442.99,953626.965
600011.SH,20260805,7.17,7.18,7.09,7.12,7.21,-0.09,-1.2483,1171843.56,834331.804
600011.SH,20260804,7.31,7.36,7.17,7.21,7.29,-0.08,-1.0974,1233079.9,891113.639
600011.SH,20260803,7.19,7.3,7.18,7.29,7.19,0.1,1.3908,1211118.09,879062.887
600011.SH,20260731,7.12,7.2,7.1,7.19,7.17,0.02,0.2789,999731.22,716272.41
600011.SH,20260730,7.19,7.27,7.12,7.17,7.2,-0.03,-0.4167,1098714.31,789609.598
600011.SH,20260729,7.16,7.22,7.11,7.2,7.16,0.04,0.5587,1021121.59,733422.331
600011.SH,20260728,7.08,7.18,7.05,7.16,7.14,0.02,0.2801,940136.84,669788.89
600011.SH,20260727,7.01,7.15,6.98,7.14,7.09,0.05,0.7052,1033992.34,733845.465
600011.SH,20260724,7.35,7.39,7.05,7.09,7.43,-0.34,-4.576,1737495.49,1250088.86
600011.SH,20260723,7.22,7.63,7.16,7.43,7.29,0.14,1.9204,2197366.92,1618108.029
600011.SH,20260722,7.12,7.37,7.11,7.29,7.23,0.06,0.8299,1823295.5,1317434.818
600011.SH,20260721,7.39,7.43,7.11,7.23,7.43,-0.2,-2.6918,2508801.03,1812881.38
600011.SH,20260720,6.95,7.44,6.87,7.43,6.92,0.51,7.3699,3020753.47,2170940.046
600011.SH,20260717,6.75,7.02,6.73,6.92,6.75,0.17,2.5185,2141828.56,1480604.606
600011.SH,20260716,6.85,6.88,6.73,6.75,6.9,-0.15,-2.1739,1126999.86,763664.248
600011.SH,20260715,6.83,6.91,6.76,6.9,6.91,-0.01,-0.1447,1007589.46,691081.087
600011.SH,20260714,6.77,6.92,6.73,6.91,6.76,0.15,2.2189,989925.0,676145.394
600011.SH,20260713,6.82,6.84,6.72,6.76,6.84,-0.08,-1.1696,895180.86,606138.412
600011.SH,20260710,6.7,6.92,6.62,6.84,6.7,0.14,2.0896,1373540.9,935617.332
600011.SH,20260709,6.76,6.79,6.64,6.7,6.76,-0.06,-0.8876,1165249.4,779644.595
600011.SH,20260708,6.76,6.87,6.72,6.76,6.8,-0.04,-0.5882,915321.12,621334.346
600011.SH,20260707,7.01,7.01,6.78,6.8,7.01,-0.21,-2.9957,1224426.65,839073.638
