ts_code,ann_date,end_date,q_sales_yoy,q_netprofit_yoy,q_ocf_to_sales,roe_dt
600873.SH,20220715,20220630,31.2894,137.7597,36.4846,22.3654
600873.SH,20220715,20220630,31.2894,137.7597,36.4846,22.3654
300463.SZ,20220716,20220630,-3.7888,-6.6041,35.2312,7.752
002107.SZ,20220716,20220630,-7.0372,-42.7256,17.8162,7.2095
300463.SZ,20220716,20220630,-3.7888,-6.6041,35.2312,7.752
002107.SZ,20220716,20220630,-7.0372,-42.7256,17.8162,7.2095
000838.SZ,20220718,20220630,-49.9092,-649.9425,19.6048,-14.6917
000838.SZ,20220718,20220630,-49.9092,-649.9425,19.6048,-14.6917
002843.SZ,20220719,20220630,9.56,56.2614,44.9257,6.2169
600976.SH,20220720,20220630,-4.4133,13.4262,22.522,10.6101
603208.SH,20220720,20220630,-16.4039,-57.6062,9.8695,2.9371
002843.SZ,20220719,20220630,9.56,56.2614,44.9257,6.2169
002865.SZ,20220720,20220630,706.9416,746.4017,-3.4472,5.0343
002865.SZ,20220720,20220630,706.9416,746.4017,-3.4472,5.0343
688575.SH,20220721,20220630,209.535,203.187,6.1873,34.2012
300590.SZ,20220721,20220630,12.6309,38.5189,6.3721,5.1177
600976.SH,20220720,20220630,-4.4133,13.4262,22.522,10.6101
600313.SH,20220721,20220630,30.4955,809.7708,-16.5885,2.6424
688575.SH,20220721,20220630,209.535,203.187,6.1873,34.2012
688700.SH,20220722,20220630,15.5096,25.9372,-15.5691,10.8504
301025.SZ,20220722,20220630,3.405,13.3497,-3.4819,3.1622
601168.SH,20220723,20220630,-22.1588,-8.06,40.7787,11.5727
300378.SZ,20220723,20220630,11.7741,-0.1186,20.2931,1.5936
003022.SZ,20220723,20220630,17.7729,28.5608,16.6936,5.7313
000990.SZ,20220723,20220630,-8.4929,-99.15,22.3307,0.7869
300378.SZ,20220723,20220630,11.7741,-0.1186,20.2931,1.5936
688768.SH,20220725,20220630,45.2614,45.2472,4.6187,3.4908
601168.SH,20220723,20220630,-22.1588,-8.06,40.7787,11.5727
002968.SZ,20220726,20220630,35.8828,30.1969,10.9039,8.6692
300508.SZ,20220726,20220630,-13.3247,-2.6742,14.0233,4.7093
002151.SZ,20220726,20220630,-28.4012,-38.6724,-11.1947,1.3285
000408.SZ,20220726,20220630,230.7482,722.7016,103.9744,22.3099
000534.SZ,20220726,20220630,68.6901,108.8124,26.8956,5.5996
688041.SH,20220726,20220630,273.9764,574.8128,-7.6457,7.6341
002810.SZ,20220726,20220630,21.6965,21.7467,20.9313,13.4426
002810.SZ,20220726,20220630,21.6965,21.7467,20.9313,13.4426
688382.SH,20220722,20220630,,-5.0592,,-38.8221
300508.SZ,20220726,20220630,-13.3247,-2.6742,14.0233,4.7093
002151.SZ,20220726,20220630,-28.4012,-38.6724,-11.1947,1.3285
