ts_code,ann_date,end_date,q_sales_yoy,q_netprofit_yoy,q_ocf_to_sales,roe_dt
002261.SZ,20210715,20210630,65.2602,193.4101,5.5084,1.447
603729.SH,20210716,20210630,127.3814,-76.1322,-22.9906,1.0037
601168.SH,20210717,20210630,45.0577,241.3533,22.814,11.9702
603518.SH,20210818,20210630,68.8145,1338.6915,20.62,5.2679
605056.SH,20210719,20210630,-25.2054,17.8456,-4.5758,8.9089
002629.SZ,20210720,20210630,55.5572,76.0782,24.3312,-17.2047
300855.SZ,20210720,20210630,28.3238,101.9103,43.936,7.1079
600873.SH,20210720,20210630,37.3714,52.6892,25.8389,10.6567
688699.SH,20210720,20210630,328.8362,1414.9611,66.1017,23.8751
600976.SH,20210720,20210630,62.0827,152.6126,4.0308,11.7313
300106.SZ,20210721,20210630,39.966,64.9936,4.0526,2.3594
002638.SZ,20210721,20210630,23.9974,-380.5599,26.7692,-2.6376
300136.SZ,20210721,20210630,-4.6339,-78.4859,4.9436,2.2658
300590.SZ,20210721,20210630,182.5514,108.8803,7.8669,5.9817
002968.SZ,20210722,20210630,60.8564,32.7712,-1.5367,7.8879
601921.SH,20210722,20210630,4.1196,4.0321,15.8346,6.429
688027.SH,20210722,20210630,32.3876,-22.8539,-85.4965,-2.5104
300453.SZ,20210722,20210630,-0.5529,14.791,28.219,8.3593
300852.SZ,20210723,20210630,44.1554,55.089,37.8898,8.6599
002415.SZ,20210724,20210630,34.169,37.8642,19.9911,11.6616
300059.SZ,20210724,20210630,86.8894,94.3073,-175.7598,10.1317
002985.SZ,20210723,20210630,155.2758,144.6579,17.0225,10.3353
002380.SZ,20210723,20210630,4.3658,-52.8311,-21.4544,1.3095
600298.SH,20210723,20210630,12.4974,-7.187,9.4976,11.6873
002458.SZ,20210723,20210630,38.3363,1881.9839,24.1369,8.2207
605167.SH,20210723,20210630,42.7967,22.32,-1.9779,3.6649
600166.SH,20210724,20210630,-10.7231,-50.0939,10.7831,2.0533
600779.SH,20210724,20210630,691.4936,52.0459,-55.9862,19.2007
600506.SH,20210724,20210630,754.9876,-119.0794,-43.9538,-1.4962
300690.SZ,20210724,20210630,-11.9789,-35.4337,12.0774,7.7369
300046.SZ,20210724,20210630,0.5251,-10.6749,13.9639,3.7022
300751.SZ,20210724,20210630,14.6926,6.1045,31.8351,11.0357
603333.SH,20210724,20210630,-10.6618,-64.6648,-25.4356,0.5453
300441.SZ,20210724,20210630,8.9793,3.9878,7.571,11.8638
300685.SZ,20210726,20210630,17.073,23.688,13.5846,8.5461
605066.SH,20210726,20210630,37.6284,68.5384,7.7229,6.6401
002568.SZ,20210727,20210630,54.3508,58.2453,19.8185,10.4429
002759.SZ,20210727,20210630,201.2885,1387.412,34.4911,7.1348
300174.SZ,20210727,20210630,29.9617,-19.5903,23.9483,3.1963
300264.SZ,20210727,20210630,-40.2903,-575.5484,-87.9085,-11.2256
600213.SH,20210727,20210630,-67.8411,-1462.839,55.0682,
605003.SH,20210727,20210630,49.7543,19.5265,36.3446,7.0158
300386.SZ,20210727,20210630,-20.7702,-159.0225,-33.6139,-1.6984
002139.SZ,20210728,20210630,58.6174,29.4118,-3.8377,7.6237
603077.SH,20210728,20210630,59.0793,769.0005,43.2289,7.818
300285.SZ,20210728,20210630,44.7042,45.503,23.0953,6.9306
688580.SH,20210728,20210630,11.2215,3.4116,32.1698,4.0881
603477.SH,20210728,20210630,787.9973,432.3867,32.1915,9.7638
002254.SZ,20210728,20210630,95.129,267.0662,4.8512,12.4877
603429.SH,20210728,20210630,9.311,-5.6406,38.599,3.9674
300873.SZ,20210728,20210630,32.0071,76.0789,25.6845,5.9762
688201.SH,20210727,20210630,29.8683,139.3099,-38.5683,3.3538
688357.SH,20210727,20210630,73.9154,91.2462,58.4843,8.4457
000663.SZ,20210727,20210630,-36.7635,206.576,155.1532,4.7506
600011.SH,20210728,20210630,16.6128,-68.5321,17.2628,3.1882
300181.SZ,20210728,20210630,30.6705,116.1618,12.8588,4.8215
300931.SZ,20210728,20210630,1.7244,-20.7989,25.93,1.9677
603138.SH,20210728,20210630,-1.0273,-53.455,-19.1066,1.3785
000988.SZ,20210728,20210630,43.5887,-33.375,0.3766,4.5657
605069.SH,20210728,20210630,,,-15.9567,3.74
600965.SH,20210729,20210630,50.5367,145.8531,21.1613,4.5631
600843.SH,20210728,20210630,-6.3513,71.4407,-5.7861,2.7082
600577.SH,20210729,20210630,64.7697,51.833,-10.8084,6.3271
601339.SH,20210729,20210630,61.3041,404.2183,16.2903,6.5254
603283.SH,20210729,20210630,3.9019,-82.0351,11.0228,2.1823
600238.SH,20210729,20210630,47.597,186.4575,-10.9146,1.7225
002767.SZ,20210729,20210630,3.274,-63.7166,-24.2105,0.0042
600727.SH,20210729,20210630,85.7476,163.9486,6.6957,9.8824
002296.SZ,20210729,20210630,46.9001,50.9346,-7.6144,4.5956
688511.SH,20210729,20210630,-0.8675,17.5709,18.3034,26.5424
300775.SZ,20210729,20210630,56.5417,43.1215,12.503,7.7135
300508.SZ,20210729,20210630,146.3947,17.3949,11.2616,6.6343
688122.SH,20210730,20210630,18.3756,86.677,8.7203,9.8951
603011.SH,20210730,20210630,39.9478,-43.5684,9.7542,0.9754
603199.SH,20210730,20210630,165.7881,908.1098,40.5063,3.6429
301002.SZ,20210730,20210630,77.3242,51.9713,-3.3626,11.522
603008.SH,20210730,20210630,48.4041,37.5258,21.0009,5.9228
