ts_code,ann_date,end_date,q_sales_yoy,q_netprofit_yoy,q_ocf_to_sales,roe_dt
600799.SH,20190419,20181231,,,,
600752.SH,20190430,20181231,,,,
000043.SZ,20190313,20181231,23.1634,-88.3325,19.1534,-3.3336
600852.SH,20190427,20181231,,,,
600788.SH,20190501,20181231,,,,
000535.SZ,20190430,20181231,,,,-22.6547
000686.SZ,20190411,20181231,92.2708,16.7613,-67.3395,1.6257
600806.SH,20190330,20181231,-22.7675,32.5275,-35.3275,
600625.SH,20190426,20181231,-27.6941,132.0804,51.0783,
000627.SZ,20190429,20181231,-0.9661,-35.4667,91.8644,4.8064
600432.SH,20190430,20181231,12.0176,-12.7756,50.8016,
600680.SH,20190430,20181231,-78.1787,49.114,106.6251,-53.6024
600749.SH,20190330,20181231,117.8927,100.5961,183.2988,0.5722
002945.SZ,20190423,20181231,,,-41.1769,8.133
000728.SZ,20190326,20181231,-9.8997,9.2119,-64.441,2.696
600109.SH,20190329,20181231,4.9648,-6.9666,-64.0726,4.8653
601628.SH,20190328,20181231,-3.218,-256.1164,69.633,3.6258
002936.SZ,20190329,20181231,6.203,-140.6113,-106.4707,8.8023
601268.SH,20190302,20181231,13.482,231.741,20.5417,6.1614
601811.SH,20190328,20181231,16.0658,33.9901,15.2232,10.5112
002797.SZ,20190330,20181231,-12.6064,-100.8054,72.7886,1.2245
601878.SH,20190318,20181231,-17.3862,-30.457,-106.0914,5.2417
000750.SZ,20190323,20181231,59.6236,70.3706,-147.7512,0.4477
601336.SH,20190321,20181231,7.4592,-35.4839,9.9638,12.3262
603025.SH,20190320,20181231,-27.857,-55.909,32.5039,17.1608
600862.SH,20190319,20181231,-11.9892,139.551,54.7508,7.4264
002368.SZ,20190322,20181231,28.3533,9.0643,77.9105,8.9503
000987.SZ,20190323,20181231,50.4938,1.7649,98.6147,2.8516
601319.SH,20190323,20181231,-2.8414,-38.3619,12.6592,9.0087
600909.SH,20190326,20181231,40.1663,317.9879,335.1832,4.4351
601398.SH,20190329,20181231,3.1484,-0.0017,-80.7024,13.2603
601601.SH,20190325,20181231,6.3639,41.97,24.6421,12.5988
000712.SZ,20190323,20181231,-68.8339,-7643.5927,934.5317,-4.4587
002736.SZ,20190420,20181231,16.1519,22.8249,-65.3021,6.3308
002939.SZ,20190423,20181231,6.5378,-51.0124,-309.4226,3.741
300519.SZ,20190419,20181231,-17.9662,-29.9186,53.1912,11.1162
601990.SH,20190423,20181231,-14.5069,-93.7129,92.4361,2.1813
600092.SH,20190426,20181231,4543.8434,915.9599,13.8167,
300221.SZ,20190426,20181231,-39.2403,-1376.4517,12.4903,-74.9389
