ts_code,ann_date,end_date,q_sales_yoy,q_netprofit_yoy,q_ocf_to_sales,roe_dt
600557.SH,20230713,20230630,17.8804,32.775,43.0624,5.4255
000975.SZ,20230718,20230630,35.2702,49.9994,43.9552,6.5293
002648.SZ,20230718,20230630,-0.7246,-10.311,18.4445,8.8367
688602.SH,20230719,20230630,-2.4414,22.6776,30.4542,3.8291
300827.SZ,20230720,20230630,665.5601,1340.4334,18.4044,10.0669
300708.SZ,20230720,20230630,24.9955,79.8304,43.2019,-1.8548
830839.BJ,20230721,20230630,70.8259,72.9729,24.2142,7.5119
300590.SZ,20230722,20230630,-10.5116,-35.5107,23.6919,4.1928
002550.SZ,20230722,20230630,-23.2831,-55.0614,30.2015,4.6199
603727.SH,20230722,20230630,-47.2868,-245.9652,70.0306,-2.0597
830839.BJ,20230721,20230630,70.8259,72.9729,24.2142,7.5119
000408.SZ,20230725,20230630,-36.0343,-30.1333,70.4223,16.1061
301003.SZ,20230725,20230630,-4.3018,-14.9293,27.0136,4.1023
603222.SH,20230725,20230630,46.1868,194.4216,13.4441,2.1416
603300.SH,20230725,20230630,37.1247,31.9899,27.4153,6.3608
688700.SH,20230725,20230630,21.9861,-3.7044,-9.1968,7.4217
000408.SZ,20230725,20230630,-36.0343,-30.1333,70.4223,16.1061
833394.BJ,20230725,20230630,27.5303,70.8327,15.6897,6.9159
002611.SZ,20230726,20230630,30.6685,9.0789,7.4016,3.8817
600011.SH,20230726,20230630,17.7149,297.7247,12.5427,4.6387
300750.SZ,20230726,20230630,55.8612,63.2153,16.0707,10.4888
600885.SH,20230727,20230630,13.2863,11.6124,25.8284,9.5847
600363.SH,20230727,20230630,-12.3322,3.7011,23.119,4.9526
600309.SH,20230728,20230630,-3.4801,-9.8612,15.4419,10.5311
301269.SZ,20230728,20230630,44.589,109.2612,19.9351,0.322
688219.SH,20230728,20230630,13.577,7293.9124,5.7917,2.4736
603929.SH,20230728,20230630,4.8482,144.8945,35.4358,6.2128
603032.SH,20230728,20230630,10.1831,4.0083,101.8201,11.932
300246.SZ,20230728,20230630,20.4614,563.3712,18.6688,3.1042
603162.SH,20230728,20230630,-26.0145,-65.0687,24.8605,4.7267
300618.SZ,20230728,20230630,-4.2162,-63.3434,23.5764,1.8159
600313.SH,20230728,20230630,5.5885,20.8829,-4.2518,2.9308
301100.SZ,20230728,20230630,-20.5091,-16.8364,21.4211,1.8616
603199.SH,20230728,20230630,390.6274,280.816,54.3197,8.2283
300508.SZ,20230728,20230630,0.1454,-1.9305,11.6019,6.8226
600423.SH,20230728,20230630,-18.6173,-97.0878,17.0601,0.5095
600816.SH,20230728,20230630,,111.3969,,0.5777
000779.SZ,20230728,20230630,-11.068,119.8559,7.7312,4.5755
002568.SZ,20230728,20230630,78.7475,94.6626,37.6307,10.8184
603729.SH,20230728,20230630,19.7158,142.4132,21.1227,0.7604
002138.SZ,20230728,20230630,15.8811,34.109,19.5258,4.1801
002533.SZ,20230728,20230630,10.7892,22.5093,5.313,6.3728
300378.SZ,20230728,20230630,11.7535,-9.0598,23.9929,1.3897
300740.SZ,20230728,20230630,7.5791,119.0507,1.8488,7.8927
688100.SH,20230728,20230630,3.109,-1.2159,2.0082,8.4567
300773.SZ,20230729,20230630,1.177,233.5492,-2.8177,7.8672
002188.SZ,20230729,20230630,17.8671,5.3608,12.4141,15.1139
688018.SH,20230729,20230630,7.3905,-5.4773,19.0341,2.862
600805.SH,20230729,20230630,14.8596,330.8867,-7.5037,-2.0109
002437.SZ,20230729,20230630,-8.9492,-68.3428,15.8047,1.6264
000948.SZ,20230729,20230630,10.2666,19.4976,-4.1315,0.81
605507.SH,20230729,20230630,-8.3682,-44.7327,-12.7469,4.9935
600531.SH,20230729,20230630,20.7987,26.1599,-3.5755,7.7521
688156.SH,20230729,20230630,-25.7286,-45.3246,3.7706,1.0978
300193.SZ,20230729,20230630,21.4254,110.6884,34.3157,4.7683
600663.SH,20230729,20230630,-17.6653,-37.7492,12.3559,3.0873
600779.SH,20230729,20230630,2.2199,508.8726,4.386,5.9044
002254.SZ,20230729,20230630,3.6314,-45.4064,9.4708,3.4811
300033.SZ,20230729,20230630,-1.5833,-9.6476,40.1554,6.5805
300463.SZ,20230729,20230630,-17.8235,-71.5766,34.4556,2.8402
603333.SH,20230729,20230630,19.1066,94.9612,-9.5934,0.8712
002052.SZ,20230729,20230630,10.0712,-166.9693,-59.3727,-32.3615
002107.SZ,20230729,20230630,5.2439,-59.7342,9.6169,4.6647
601168.SH,20230729,20230630,30.8191,-2.6386,21.97,9.7611
002638.SZ,20230729,20230630,-41.5514,-132.774,60.6396,-2.7858
002052.SZ,20230729,20230630,10.0712,-166.9693,-59.3727,-32.3615
002107.SZ,20230729,20230630,5.2439,-59.7342,9.6169,4.6647
002577.SZ,20230729,20230630,-16.7392,-8.7921,4.6132,1.4356
688005.SH,20230729,20230630,-29.1122,-84.5838,27.7025,4.5827
688582.SH,20230729,20230630,50.5789,38.7158,1.0974,2.2613
834058.BJ,20230729,20230630,18.3226,-24.5533,7.7224,12.4739
836247.BJ,20230729,20230630,20.0447,164.644,-11.0198,5.5026
000892.SZ,20230731,20230630,-76.5544,-396.2518,-137.4868,-0.9541
002846.SZ,20230731,20230630,-5.1493,5.4519,14.2764,-0.1717
688579.SH,20230731,20230630,56.9142,234.5038,-49.8004,1.1774
300583.SZ,20230731,20230630,-14.0426,127.6249,-38.9436,1.9814
002733.SZ,20230731,20230630,23.3405,11.5706,-3.0782,2.5807
300825.SZ,20230731,20230630,-13.5029,-24.6639,8.4,2.6484
002262.SZ,20230731,20230630,21.122,22.5869,6.6596,9.4109
601007.SH,20230731,20230630,45.4402,71.9815,21.3571,1.2084
301193.SZ,20230731,20230630,-24.2876,-53.5776,-10.1116,1.4947
603737.SH,20230731,20230630,22.394,111.0913,17.8595,9.1675
603530.SH,20230731,20230630,5.1964,90.7908,-12.3339,2.9466
301469.SZ,20230731,20230630,,,-61.5766,6.203
002985.SZ,20230801,20230630,12.3551,103.3654,7.1737,7.9687
002998.SZ,20230801,20230630,17.3925,344.0461,3.3471,4.017
300284.SZ,20230801,20230630,1.6999,-0.7249,-32.0003,1.5172
300389.SZ,20230801,20230630,45.2169,2.8921,16.8263,10.3509
300554.SZ,20230801,20230630,4.5207,-48.2088,-4.2645,0.4469
300653.SZ,20230801,20230630,1.5144,15.039,32.7421,12.6323
300826.SZ,20230801,20230630,11.8132,-89.4235,-17.8454,0.6744
301037.SZ,20230801,20230630,-28.6887,5.0709,4.8506,0.1741
600114.SH,20230801,20230630,7.4841,-60.2346,7.2641,-0.1066
600306.SH,20230801,20230630,133.4545,-0.1122,-41.5927,
600683.SH,20230801,20230630,586.8728,-52.9856,4.0155,1.7743
603259.SH,20230801,20230630,6.7412,5.0852,25.9484,9.8762
603345.SH,20230801,20230630,26.138,49.9962,-12.4107,5.8357
603809.SH,20230801,20230630,47.0458,28.251,30.1005,3.6367
688193.SH,20230801,20230630,-45.9774,-174.2971,-18.743,-1.5232
688315.SH,20230801,20230630,5.6627,38.865,4.251,2.916
002553.SZ,20230801,20230630,27.2691,-52.3707,21.7373,3.9745
688022.SH,20230801,20230630,101.4619,82.1566,-27.1979,1.9596
300685.SZ,20230801,20230630,41.341,94.6686,28.618,7.1488
688118.SH,20230801,20230630,30.4478,-36.4655,-29.689,-4.3143
600212.SH,20230801,20230630,108.0569,-29.9024,-2.82,1.1611
300172.SZ,20230801,20230630,-11.5284,6.5952,-19.6878,3.3212
002451.SZ,20230801,20230630,10.1595,81.4027,18.8916,0.2105
837403.BJ,20230801,20230630,,,,4.0113
603590.SH,20230801,20230630,32.651,88.8154,10.1656,2.8237
300952.SZ,20230801,20230630,14.292,-5.9154,5.434,3.8935
002288.SZ,20230802,20230630,-20.341,833.883,63.6951,1.0136
300858.SZ,20230802,20230630,-4.244,-5.1191,33.6204,1.8982
603137.SH,20230802,20230630,144.1784,147.8485,17.2406,8.4027
603516.SH,20230802,20230630,40.5024,-31.1431,61.9397,-0.0273
605060.SH,20230802,20230630,22.9608,25.0234,2.7833,6.0975
838194.BJ,20230802,20230630,43.6164,9.2266,-24.8379,12.3214
300779.SZ,20230802,20230630,185.5154,6467.6447,15.5761,10.0233
301421.SZ,20230802,20230630,,,16.3868,8.4947
603063.SH,20230803,20230630,45.3645,170.7269,12.3849,4.8364
603125.SH,20230803,20230630,14.9722,43.0611,27.2005,7.4732
603601.SH,20230803,20230630,5.266,-5.2724,11.6431,3.2096
688521.SH,20230803,20230630,-1.1656,713.0158,6.2121,0.0706
688670.SH,20230803,20230630,432.7412,91.3442,258.6305,2.0472
688391.SH,20230803,20230630,1.7513,-7.6024,-14.0634,3.1256
688519.SH,20230803,20230630,-16.1425,-329.5964,8.8728,-2.0183
603209.SH,20230803,20230630,42.1367,11.2252,58.4143,6.4334
301399.SZ,20230803,20230630,8.4697,39.1438,42.1931,4.1472
002083.SZ,20230803,20230630,-1.475,-17.8438,14.8351,3.2545
600519.SH,20230803,20230630,21.7175,21.0105,81.5776,18.0449
688061.SH,20230803,20230630,-33.6041,-113.3657,-20.3615,-1.2039
