ts_code,ann_date,end_date,q_sales_yoy,q_netprofit_yoy,q_ocf_to_sales,roe_dt
002926.SZ,20200421,20200331,-12.2647,-20.7164,-10.1394,1.7728
000001.SZ,20200421,20200331,16.7816,14.7999,47.4318,2.5569
600928.SH,20200422,20200331,3.5514,10.1008,79.3724,3.2538
603099.SH,20200423,20200331,-71.8717,-17.2748,-188.8322,-2.8524
000709.SZ,20200423,20200331,-19.612,-37.9428,21.5038,0.4003
600523.SH,20200423,20200331,-18.7218,-86.5612,-17.1978,-0.0989
600889.SH,20200423,20200331,-70.4896,-2939.4185,18.7697,-2.9977
603232.SH,20200423,20200331,-14.2218,-1373.0575,-126.9288,-4.5729
688118.SH,20200423,20200331,6.1408,-36.3678,-394.7079,-2.7076
000798.SZ,20200423,20200331,-38.7653,44.1549,-34.8588,-1.5883
601128.SH,20200423,20200331,10.4073,14.0535,-108.2934,2.9726
603323.SH,20200424,20200331,6.0433,10.9587,583.1072,2.094
601628.SH,20200424,20200331,8.1819,-34.3551,37.0987,4.1885
000686.SZ,20200425,20200331,-20.6403,-41.2231,41.0246,2.1364
601318.SH,20200424,20200331,-13.219,-42.7401,39.0652,3.8379
600000.SH,20200425,20200331,10.6621,5.4803,166.6751,3.0631
601108.SH,20200425,20200331,-25.4533,-50.4729,206.8985,0.9185
601066.SH,20200425,20200331,40.9972,31.1096,-407.1085,3.3911
000832.SZ,20200425,20200331,,81.7877,,
002948.SZ,20200425,20200331,37.5956,9.4057,-253.1675,1.795
002807.SZ,20200425,20200331,-3.3502,8.3616,-103.436,1.777
300421.SZ,20200425,20200331,-14.4612,-61.3295,0.9718,0.4414
601901.SH,20200425,20200331,4.9183,-35.5321,451.5552,0.9699
603829.SH,20200425,20200331,-7.9624,-75.9288,-69.6732,0.2672
601077.SH,20200425,20200331,4.547,-6.8965,593.0913,3.469
601601.SH,20200425,20200331,3.7986,53.0936,31.5612,4.6076
600709.SH,20200425,20200331,-97.9583,4.9299,-5867.9761,-1.8142
002609.SZ,20200425,20200331,21.7444,-13.3749,-178.0303,-1.0901
601377.SH,20200425,20200331,-5.8642,-72.8319,314.2525,0.5713
