ts_code,ann_date,end_date,q_sales_yoy,q_netprofit_yoy,q_ocf_to_sales,roe_dt
000509.SZ,20220118,20211231,1555.6773,-130.0283,-29.2626,-18.7276
000509.SZ,20220118,20211231,1555.6773,-130.0283,-29.2626,-18.7276
002107.SZ,20220121,20211231,-9.3794,-30.4333,23.4157,19.3264
002107.SZ,20220121,20211231,-9.3794,-30.4333,23.4157,19.3264
300803.SZ,20220125,20211231,45.0967,99.7021,21.7258,13.3406
300803.SZ,20220125,20211231,45.0967,99.7021,21.7258,13.3406
600272.SH,20220128,20211231,4.9828,77.926,25.9476,0.8185
603132.SH,20220127,20211231,,,56.6658,22.8897
600272.SH,20220128,20211231,4.9828,77.926,25.9476,0.8185
300708.SZ,20220129,20211231,32.1559,791.7197,9.3367,3.4213
002188.SZ,20220129,20211231,102.4586,233.5903,59.1116,
300708.SZ,20220129,20211231,32.1559,791.7197,9.3367,3.4213
002188.SZ,20220129,20211231,102.4586,233.5903,59.1116,
300390.SZ,20220208,20211231,331.4649,540.949,37.5327,38.5981
001266.SZ,20220209,20211231,,,73.4694,37.0004
301229.SZ,20220408,20211231,-4.3244,-33.8807,-10.3666,12.6698
000798.SZ,20220210,20211231,-29.5477,40.9509,20.3339,-14.5492
001266.SZ,20220209,20211231,,,73.4694,37.0004
000798.SZ,20220210,20211231,-29.5477,40.9509,20.3339,-14.5492
300390.SZ,20220208,20211231,331.4649,540.949,37.5327,38.5981
603209.SH,20220214,20211231,,,76.2521,24.2849
000670.SZ,20220215,20211231,14.5711,-97.2927,-0.7544,11.1862
002984.SZ,20220215,20211231,12.8554,-31.7593,33.8178,11.2106
000670.SZ,20220215,20211231,14.5711,-97.2927,-0.7544,11.1862
603209.SH,20220214,20211231,,,76.2521,24.2849
301215.SZ,20220415,20211231,17.1416,16.7308,90.279,6.8207
688281.SH,20220216,20211231,-11.9163,-3.6115,16.2681,47.3557
002984.SZ,20220215,20211231,12.8554,-31.7593,33.8178,11.2106
688020.SH,20220217,20211231,36.9939,-153.2943,-22.9459,1.0415
002092.SZ,20220217,20211231,5.1292,-60.0599,14.8257,12.0159
688281.SH,20220216,20211231,-11.9163,-3.6115,16.2681,47.3557
688020.SH,20220217,20211231,36.9939,-153.2943,-22.9459,1.0415
301222.SZ,20220427,20211231,18.5106,-17.6272,34.1946,21.5557
688163.SH,20220430,20211231,54.269,270.6536,45.9149,20.9305
002092.SZ,20220217,20211231,5.1292,-60.0599,14.8257,12.0159
603169.SH,20220219,20211231,23.6977,111.5448,15.2243,3.5765
300083.SZ,20220219,20211231,20.5693,110.6734,5.4056,14.6371
603169.SH,20220219,20211231,23.6977,111.5448,15.2243,3.5765
300083.SZ,20220219,20211231,20.5693,110.6734,5.4056,14.6371
603070.SH,20220427,20211231,,,26.8451,14.6603
301218.SZ,20220428,20211231,-2.8368,6.7692,32.9446,15.6481
002402.SZ,20220222,20211231,9.0787,-3.328,8.4242,14.3625
002947.SZ,20220222,20211231,85.7314,115.8919,-17.5324,5.2702
002759.SZ,20220222,20211231,176.6272,805.4337,20.6127,24.3561
002947.SZ,20220222,20211231,85.7314,115.8919,-17.5324,5.2702
301110.SZ,20220425,20211231,-9.289,-11.3985,22.4841,41.0705
688115.SH,20220223,20211231,83.7182,49.0149,36.5488,24.533
688368.SH,20220224,20211231,20.5854,166.7461,-0.8373,36.5463
002014.SZ,20220225,20211231,11.9421,17.8707,17.9244,13.575
688175.SH,20220430,20211231,,,40.505,15.9047
688368.SH,20220224,20211231,20.5854,166.7461,-0.8373,36.5463
003038.SZ,20220225,20211231,100.4198,35.5082,1.224,15.8768
688207.SH,20220225,20211231,,,-3.4573,-11.2308
301046.SZ,20220225,20211231,-7.6885,-46.277,28.3743,16.2955
002014.SZ,20220225,20211231,11.9421,17.8707,17.9244,13.575
688192.SH,20220226,20211231,-22.0246,-60.2943,-4195.8204,-38.4956
603897.SH,20220226,20211231,27.3036,-4.8768,3.4659,11.6748
002546.SZ,20220226,20211231,19.9801,75.6913,22.6538,1.5744
300753.SZ,20220226,20211231,-30.9853,-85.4792,26.6836,6.4559
002458.SZ,20220226,20211231,34.4553,-278.3219,-3.3219,0.6864
003038.SZ,20220225,20211231,100.4198,35.5082,1.224,15.8768
688207.SH,20220225,20211231,,,-3.4573,-11.2308
301046.SZ,20220225,20211231,-7.6885,-46.277,28.3743,16.2955
688021.SH,20220226,20211231,32.6472,-69.3728,46.6163,6.2008
688200.SH,20220226,20211231,129.9046,104.3096,39.7811,18.2752
688598.SH,20220226,20211231,225.7421,206.9417,29.4562,28.8866
002138.SZ,20220226,20211231,7.7279,0.1393,27.2276,13.3539
600423.SH,20220226,20211231,-6.9275,-75.4693,-1.4628,6.7912
300443.SZ,20220226,20211231,-8.1163,-52.4739,0.6159,14.3528
688192.SH,20220226,20211231,-22.0246,-60.2943,-4195.8204,-38.4956
603897.SH,20220226,20211231,27.3036,-4.8768,3.4659,11.6748
002546.SZ,20220226,20211231,19.9801,75.6913,22.6538,1.5744
300753.SZ,20220226,20211231,-30.9853,-85.4792,26.6836,6.4559
002458.SZ,20220226,20211231,34.4553,-278.3219,-3.3219,0.6864
688021.SH,20220226,20211231,32.6472,-69.3728,46.6163,6.2008
688200.SH,20220226,20211231,129.9046,104.3096,39.7811,18.2752
688598.SH,20220226,20211231,225.7421,206.9417,29.4562,28.8866
002138.SZ,20220226,20211231,7.7279,0.1393,27.2276,13.3539
600423.SH,20220226,20211231,-45.9476,-75.4693,-2.5188,6.7912
300443.SZ,20220226,20211231,-8.1163,-52.4739,0.6159,14.3528
301047.SZ,20220228,20211231,-71.1375,-56.5928,122.6107,14.8202
688100.SH,20220228,20211231,30.1144,40.2674,31.5344,12.6197
688621.SH,20220228,20211231,35.2072,-4.4653,27.9694,21.4745
688157.SH,20220228,20211231,19.6046,14.4348,9.0328,7.0232
605499.SH,20220228,20211231,54.946,82.3042,46.7063,35.2535
300596.SZ,20220228,20211231,23.4413,47.9277,17.8296,16.9658
301071.SZ,20220228,20211231,96.3279,165.0988,103.7358,32.6537
002455.SZ,20220228,20211231,52.0002,211.6501,27.1597,13.1371
600821.SH,20220228,20211231,61.276,159.5543,101.2576,9.0458
688282.SH,20220228,20211231,,,18.7887,32.3168
001308.SZ,20220228,20211231,,,2.8109,36.4303
002379.SZ,20220228,20211231,36.4867,36.399,5.15,-6.6289
605189.SH,20220301,20211231,28.3016,20.0915,4.8754,19.8339
301047.SZ,20220228,20211231,-71.1375,-56.5928,122.6107,14.8202
688100.SH,20220228,20211231,30.1144,40.2674,31.5344,12.6197
688621.SH,20220228,20211231,35.2072,-4.4653,27.9694,21.4745
688157.SH,20220228,20211231,19.6046,14.4348,9.0328,7.0232
605499.SH,20220228,20211231,54.946,82.3042,46.7063,35.2535
300596.SZ,20220228,20211231,23.4413,47.9277,17.8296,16.9658
301071.SZ,20220228,20211231,96.3279,165.0988,103.7358,32.6537
605189.SH,20220301,20211231,28.3016,20.0915,4.8754,19.8339
300033.SZ,20220301,20211231,12.3322,-3.2906,67.1948,32.2385
600255.SH,20220302,20211231,17.5321,60.3491,-5.2588,4.6908
300568.SZ,20220301,20211231,53.4694,279.9404,22.1592,8.2115
301003.SZ,20220301,20211231,30.4155,3.9577,21.829,17.9779
002843.SZ,20220301,20211231,24.1538,276.6053,64.4415,7.993
300653.SZ,20220301,20211231,28.5665,83.0493,30.4301,22.4692
300631.SZ,20220301,20211231,-10.4411,-0.1624,9.324,2.7597
600231.SH,20220302,20211231,7.6115,-227.9669,-7.3414,11.1454
603179.SH,20220302,20211231,20.6277,-28.6042,9.1498,7.1827
603826.SH,20220303,20211231,3.5746,-62.2721,21.5362,8.2626
600255.SH,20220302,20211231,17.5321,60.3491,-5.2588,4.6908
600231.SH,20220302,20211231,7.6115,-227.9669,-7.3414,11.1454
603179.SH,20220302,20211231,20.6277,-28.6042,9.1498,7.1827
300692.SZ,20220302,20211231,28.3823,4.4411,4.2155,10.263
688082.SH,20220302,20211231,33.4747,58.1979,-43.7781,6.6421
000552.SZ,20220302,20211231,44.5857,358.4171,63.1883,8.3539
600955.SH,20220302,20211231,50.3532,-7.7365,11.6992,40.7332
831689.BJ,20220407,20211231,30.5539,2.4659,1.7835,15.2845
603826.SH,20220303,20211231,3.5746,-62.2721,21.5362,8.2626
300873.SZ,20220303,20211231,34.7568,25.0026,35.711,11.1383
605136.SH,20220303,20211231,-22.5554,0.9563,16.8029,14.415
688306.SH,20220303,20211231,-30.5795,0.4114,12.1981,2.0573
688238.SH,20220303,20211231,35.1681,8.1305,92.7506,4.6388
300890.SZ,20220303,20211231,405.9217,652.1326,1.4617,9.4592
002793.SZ,20220305,20211231,-20.2557,-35.08,30.8586,8.3385
002258.SZ,20220305,20211231,37.6564,135.7095,36.4953,23.7653
001203.SZ,20220304,20211231,16.7732,-24.3406,15.4936,44.7157
301237.SZ,20220419,20211231,10.1962,-31.2197,23.9915,29.6161
300496.SZ,20220304,20211231,73.0292,29.9951,22.3815,12.0972
688197.SH,20220427,20211231,,-34.8174,-893.7795,-219.8953
600557.SH,20220304,20211231,39.9871,51.1474,21.1214,7.1254
002793.SZ,20220305,20211231,-20.2557,-35.08,30.8586,8.3385
300834.SZ,20220305,20211231,37.3052,-36.4115,-1.8662,45.8802
600300.SH,20220305,20211231,43.1058,-60.2558,35.1183,7.3209
000803.SZ,20220305,20211231,98.9658,74.3198,5.0004,8.3319
300281.SZ,20220305,20211231,30.7,23.358,3.35,2.1314
300146.SZ,20220305,20211231,32.0645,58.6395,61.2154,17.6762
600319.SH,20220305,20211231,1377.0144,4098.7492,-24.2709,-53.4551
002323.SZ,20220305,20211231,-22.0852,-1944.8866,-259.9408,-39.6377
000068.SZ,20220305,20211231,289.0487,40.3974,-22.7381,-32.9709
002258.SZ,20220305,20211231,37.6564,135.7095,36.4953,23.7653
002033.SZ,20220308,20211231,-56.6872,-321.6908,-41.2151,-1.3205
300801.SZ,20220308,20211231,109.7748,669.5654,20.9411,13.3386
300896.SZ,20220308,20211231,73.4821,66.6852,63.7719,19.1236
000803.SZ,20220305,20211231,98.9658,74.3198,5.0004,8.3319
300001.SZ,20220308,20211231,33.9839,62.5645,31.0376,2.0039
300437.SZ,20220308,20211231,62.0157,115.7047,31.5795,5.8388
300772.SZ,20220308,20211231,60.535,118.063,24.9882,21.3119
000589.SZ,20220308,20211231,3.3301,-83.2263,-6.5434,4.8825
000688.SZ,20220308,20211231,197.2571,-11.3457,13.1116,8.5253
300896.SZ,20220308,20211231,73.4821,66.6852,63.7719,19.1236
300001.SZ,20220308,20211231,33.9839,62.5645,31.0376,2.0039
300437.SZ,20220308,20211231,59.8353,114.9114,31.5795,5.9104
300772.SZ,20220308,20211231,60.535,118.063,24.9882,21.3119
000589.SZ,20220308,20211231,3.3301,-83.2263,-6.5434,4.8825
000688.SZ,20220308,20211231,197.2571,-11.3457,13.1116,8.5253
000712.SZ,20220309,20211231,-175.9439,-21.8543,,-3.3895
000586.SZ,20220309,20211231,-33.8458,-77.8551,15.8658,8.074
603901.SH,20220309,20211231,10.9879,24.9757,32.5875,12.0056
300801.SZ,20220308,20211231,109.7748,669.5654,20.9411,13.3386
603051.SH,20220428,20211231,,,21.4419,14.6928
600681.SH,20220308,20211231,2.3925,3.4881,53.835,12.1525
600481.SH,20220308,20211231,84.2799,61.7833,6.2042,10.3478
000063.SZ,20220309,20211231,12.3539,-37.9704,14.8302,6.976
300842.SZ,20220309,20211231,3.7156,-32.8459,23.9944,11.9284
301258.SZ,20220427,20211231,,,30.3602,16.9047
301226.SZ,20220428,20211231,,,8.6536,13.7764
000586.SZ,20220309,20211231,-33.8458,-77.8551,15.8658,8.074
603901.SH,20220309,20211231,10.9879,24.9757,32.5875,12.0056
300842.SZ,20220309,20211231,3.7156,-32.8459,23.9944,11.9284
300285.SZ,20220310,20211231,24.356,22.4806,35.9405,13.0207
002552.SZ,20220310,20211231,-2.6307,-1159.6185,-12.3102,-0.3614
603025.SH,20220310,20211231,15.1439,-35.725,13.0094,17.9787
001205.SZ,20220310,20211231,37.5235,-6.3349,5.2418,11.8088
600552.SH,20220310,20211231,2.7846,-68.1326,20.6639,2.3717
002273.SZ,20220310,20211231,-0.9844,-32.3455,29.7346,5.3853
000707.SZ,20220310,20211231,113.4956,273.9212,20.2006,281.9128
688600.SH,20220310,20211231,12.7421,-26.5409,8.3406,1.6745
603535.SH,20220310,20211231,4.061,-24.0779,-3.1318,8.6275
600989.SH,20220310,20211231,53.4773,19.1143,27.3463,25.925
603601.SH,20220310,20211231,-18.056,47.9957,16.6498,11.8619
000001.SZ,20220310,20211231,14.103,10.2757,-158.6164,9.5395
000739.SZ,20220310,20211231,22.9274,3.6466,-1.9348,17.6301
688357.SH,20220310,20211231,105.3303,122.6363,18.8384,22.3546
605358.SH,20220310,20211231,67.8553,992.824,22.9242,12.4283
300929.SZ,20220310,20211231,0.0367,2.2169,48.7116,9.8948
002346.SZ,20220310,20211231,62.648,-19.0483,-6.5204,4.3204
000026.SZ,20220310,20211231,-10.7829,-42.9445,15.4485,12.7097
300304.SZ,20220310,20211231,23.0877,-56.9364,4.6401,5.6161
600603.SH,20220310,20211231,-61.4373,-66.543,35.0108,8.4147
301122.SZ,20220311,20211231,57.3954,112.5813,50.2581,28.1859
000915.SZ,20220311,20211231,0.1063,-2.7027,32.4165,16.9759
600212.SH,20220311,20211231,0.7958,-268.281,26.8584,-0.7439
688018.SH,20220311,20211231,46.7979,116.3663,-3.0842,9.9707
000408.SZ,20220311,20211231,112.5197,227.6835,66.1787,15.6345
605299.SH,20220311,20211231,-8.2784,-39.5806,42.4771,7.9532
603303.SH,20220311,20211231,24.2819,-17.969,-8.2144,7.8244
000707.SZ,20220310,20211231,113.4956,273.9212,20.2006,281.9128
688600.SH,20220310,20211231,12.7421,-26.5409,8.3406,1.6745
603535.SH,20220310,20211231,4.061,-24.0779,-3.1318,8.6275
600989.SH,20220310,20211231,53.4773,19.1143,27.3463,25.925
603601.SH,20220310,20211231,-18.056,47.9957,16.6498,11.8619
000739.SZ,20220310,20211231,22.9274,3.6466,-1.9348,17.6301
688357.SH,20220310,20211231,105.3303,122.6363,18.8384,22.3546
605358.SH,20220310,20211231,67.8553,992.824,22.9242,12.4283
300929.SZ,20220310,20211231,0.0367,2.2169,48.7116,9.8948
002346.SZ,20220310,20211231,62.648,-19.0483,-6.5204,4.3204
000026.SZ,20220310,20211231,-10.7829,-42.9445,15.4485,12.7097
300304.SZ,20220310,20211231,23.0877,-56.9364,4.6401,5.6161
603938.SH,20220310,20211231,75.7658,192.6176,33.7856,23.8606
603860.SH,20220310,20211231,25.6231,7.5177,56.1952,5.0149
688037.SH,20220310,20211231,140.6396,485.7192,-4.5623,7.5289
600063.SH,20220310,20211231,-20.1262,5.6363,3.1571,16.4639
300285.SZ,20220310,20211231,24.356,22.4806,35.9405,13.0207
002552.SZ,20220310,20211231,-2.6307,-1159.6185,-12.3102,-0.3614
603025.SH,20220310,20211231,15.1439,-35.725,13.0094,17.9787
001205.SZ,20220310,20211231,37.5235,-6.3349,5.2418,11.8088
600552.SH,20220310,20211231,2.7846,-68.1326,20.6639,2.3717
002273.SZ,20220310,20211231,-0.9844,-32.3455,29.7346,5.3853
600603.SH,20220310,20211231,-61.4373,-66.543,35.0108,8.4147
688617.SH,20220311,20211231,49.9789,17.0697,38.6679,14.9732
300871.SZ,20220311,20211231,-10.9487,-75.3127,14.4333,7.6867
600992.SH,20220311,20211231,23.9707,2.6183,-2.2276,1.4842
002320.SZ,20220311,20211231,18.6549,-158.5634,34.2458,6.0338
300751.SZ,20220311,20211231,35.6933,55.5441,27.0664,15.6711
000062.SZ,20220311,20211231,32.1105,7.0896,0.0311,14.8281
601016.SH,20220311,20211231,44.219,-68.0876,79.9516,7.3788
600433.SH,20220311,20211231,4.0305,-141.5728,15.9692,0.0176
002056.SZ,20220311,20211231,38.0955,-33.5598,5.5351,14.183
002419.SZ,20220311,20211231,4.1458,-119.4215,27.5794,-1.636
605208.SH,20220311,20211231,25.7049,45.1012,-0.1628,8.7504
000708.SZ,20220311,20211231,12.7341,12.2578,37.5792,25.5777
688690.SH,20220311,20211231,112.7275,119.4936,58.1199,21.8283
600830.SH,20220311,20211231,913.6541,22.0269,1008.4733,0.1957
688363.SH,20220311,20211231,86.7748,9.0069,36.3217,12.3771
688193.SH,20220311,20211231,,,46.7782,22.8213
000915.SZ,20220311,20211231,0.1063,-2.7027,32.4165,16.9759
600212.SH,20220311,20211231,0.7958,-268.281,26.8584,-0.7439
688018.SH,20220311,20211231,46.7979,116.3663,-3.0842,9.9707
000408.SZ,20220311,20211231,112.5197,227.6835,66.1787,15.6345
605299.SH,20220311,20211231,-8.2784,-39.5806,42.4771,7.9532
603303.SH,20220311,20211231,24.2819,-17.969,-8.2144,7.8244
688617.SH,20220311,20211231,49.9789,17.0697,38.6679,14.9732
300871.SZ,20220311,20211231,-10.9487,-75.3127,14.4333,7.6867
