ts_code,ann_date,end_date,q_sales_yoy,q_netprofit_yoy,q_ocf_to_sales,roe_dt
874289.BJ,20250726,20250630,1.6656,21.7968,45.2484,7.778
600328.SH,20250715,20250630,-12.3432,-90.5694,21.2274,0.3352
874500.BJ,20250715,20250630,,,,6.8285
874500.BJ,20260314,20250630,-0.0068,-27.9279,32.8522,6.8285
430372.BJ,20250716,20250630,,,,38.4428
605228.SH,20250719,20250630,29.5535,192.3359,15.6031,3.9811
000673.SZ,20250719,20250630,,,,
300708.SZ,20250722,20250630,17.6257,-14.5444,25.6069,4.1578
603838.SH,20250722,20250630,75.2336,-155.3861,-19.404,-2.213
603162.SH,20250722,20250630,11.853,-87.3764,20.3536,2.0717
002107.SZ,20250722,20250630,15.3945,1442.6019,13.0708,5.9379
300125.SZ,20250722,20250630,796.8255,37.6905,-38.4813,
002997.SZ,20250722,20250630,48.7415,50.776,37.1835,9.6363
300604.SZ,20250722,20250630,39.5231,49.9114,-14.9061,10.094
002536.SZ,20250723,20250630,-6.6143,35.4792,16.3856,6.4862
833179.BJ,20250723,20250630,,,,12.8716
833394.BJ,20250724,20250630,28.375,35.7787,13.1239,8.3347
000159.SZ,20250725,20250630,-50.4597,25.0046,8.0155,1.3209
603929.SH,20250725,20250630,-51.6427,-34.5032,-3.8074,8.7992
688636.SH,20250725,20250630,93.7676,133.8179,-16.844,3.197
600257.SH,20250725,20250630,-4.9603,114.7784,15.4414,-0.5703
874450.BJ,20250725,20250630,2.9984,39.2495,10.8441,9.5917
000159.SZ,20250725,20250630,-50.4597,25.0046,8.0155,1.3209
603929.SH,20250725,20250630,-51.6427,-34.5032,-3.8074,8.7992
603588.SH,20250725,20250630,-23.267,25.3037,2.48,4.9138
601168.SH,20250726,20250630,7.6716,20.1325,15.8837,10.8854
603727.SH,20250726,20250630,-11.3139,-97.3021,35.8791,0.0235
839493.BJ,20250726,20250630,85.734,-14.2226,16.2883,1.1769
605499.SH,20250726,20250630,34.1015,30.7515,18.8326,27.6491
002560.SZ,20250726,20250630,35.8909,106.3744,-8.9013,2.3496
002052.SZ,20250728,20250630,541.146,342.308,50.9343,110.5062
300685.SZ,20250729,20250630,-0.799,23.7368,21.913,9.9115
600416.SH,20250729,20250630,13.9329,27.8562,14.0998,1.3864
300503.SZ,20250729,20250630,16.5414,18.4787,-1.6791,3.6033
603259.SH,20250729,20250630,20.3662,112.7828,38.0051,9.4178
300284.SZ,20250729,20250630,-17.3641,-49.9838,-22.0507,0.7974
002199.SZ,20250729,20250630,16.4695,-6.814,3.0717,-16.6182
300779.SZ,20250729,20250630,-5.9125,-7.4345,-26.8191,0.0571
002825.SZ,20250729,20250630,-11.3478,11.4702,6.7016,4.7684
002311.SZ,20250729,20250630,14.0018,7.2636,15.9567,10.9887
605507.SH,20250730,20250630,2.0966,16.8681,28.6559,5.4151
600663.SH,20250730,20250630,23.3658,-30.0977,151.9322,3.3433
600885.SH,20250730,20250630,15.5063,13.2475,30.6472,9.5279
002549.SZ,20250730,20250630,7.1309,22.6164,14.342,2.4605
002262.SZ,20250730,20250630,6.6438,9.9415,11.7094,9.3433
603285.SH,20250730,20250630,-21.9424,-36.6625,37.3549,4.0452
301235.SZ,20250730,20250630,66.4467,123.6305,-18.8579,1.1053
000675.SZ,20250730,20250630,,,,
600711.SH,20250730,20250630,49.22,-8.1505,15.8368,
300489.SZ,20250730,20250630,62.3666,135.0465,1.3032,1.843
688313.SH,20250730,20250630,121.5536,3414.0597,12.1347,
688100.SH,20250730,20250630,4.8977,3.1818,12.114,8.9415
600011.SH,20250730,20250630,-3.2594,50.0919,25.828,6.3017
600078.SH,20250730,20250630,-6.0614,684.4986,15.5492,-1.9966
002296.SZ,20250730,20250630,50.444,23.6584,25.3345,5.7732
002533.SZ,20250730,20250630,18.4452,12.7763,-4.375,6.7389
300416.SZ,20250730,20250630,18.3943,26.1436,35.405,4.3422
000675.SZ,20250730,20250630,,,,
600711.SH,20250730,20250630,49.22,-8.1505,15.8368,7.3191
688313.SH,20250730,20250630,121.5536,3414.0597,12.1347,16.5095
873976.BJ,20250731,20250630,,,,5.9708
873715.BJ,20250807,20250630,3.2411,57.9981,10.4023,6.6944
002688.SZ,20250731,20250630,40.0545,89.2041,9.9985,5.6131
002787.SZ,20250731,20250630,-7.78,15.3642,18.3936,2.4851
688668.SH,20250731,20250630,57.185,101.1597,2.3514,5.8533
000921.SZ,20250731,20250630,-2.5977,-8.2544,21.455,
600178.SH,20250731,20250630,57.3751,-73.5007,-15.2965,-2.3978
600530.SH,20250731,20250630,-8.4065,39.2949,22.5415,-0.6605
600897.SH,20250731,20250630,7.3111,-1.7248,46.5712,4.8292
002136.SZ,20250731,20250630,-21.4015,-159.9385,-10.0984,-2.4226
300854.SZ,20250731,20250630,-26.8448,-123.9964,-7.2397,0.2912
605128.SH,20250731,20250630,15.4395,51.2161,13.2076,4.1497
002693.SZ,20250731,20250630,-8.9862,-2.7132,6.8423,-5.4703
300508.SZ,20250731,20250630,10.2519,-37.1458,29.2683,3.7136
002873.SZ,20250731,20250630,-37.5382,-89.3101,31.0055,0.3007
603309.SH,20250731,20250630,8.1576,11.3898,4.7509,
002138.SZ,20250731,20250630,23.1166,27.7424,26.5464,7.4172
300750.SZ,20250731,20250630,8.2597,33.7312,27.4138,10.0387
300590.SZ,20250731,20250630,-23.4208,-66.4335,16.8436,1.3702
603101.SH,20250731,20250630,1.3226,195.4482,16.2486,4.5284
001339.SZ,20250731,20250630,12.3131,36.6957,4.8372,4.0791
000921.SZ,20250731,20250630,-2.5977,-8.2544,21.455,11.5521
600897.SH,20250731,20250630,7.3111,-1.7248,46.5712,4.8292
603309.SH,20250731,20250630,8.1576,11.3898,4.7509,6.2764
