ts_code,ann_date,end_date,q_sales_yoy,q_netprofit_yoy,q_ocf_to_sales,roe_dt
000818.SZ,20240403,20240331,97.7005,304.9244,-6.8163,1.2866
600873.SH,20240409,20240331,-6.6692,-6.13,-0.4687,4.3868
603058.SH,20240409,20240331,29.0399,31.0197,-9.9357,3.8057
688687.SH,20240410,20240331,10.34,4.7512,-10.063,1.1492
300076.SZ,20240410,20240331,-32.499,97.4386,-176.5125,-0.2766
002644.SZ,20240410,20240331,-13.8539,-23.1145,-5.8595,0.8218
002697.SZ,20240412,20240331,4.5488,15.9524,1.4174,3.6124
002536.SZ,20240412,20240331,31.1531,75.4676,16.285,3.3358
002383.SZ,20240412,20240331,-31.9839,-87.231,3.1202,-1.984
300916.SZ,20240412,20240331,132.8998,2123.293,10.0087,2.8936
603102.SH,20240412,20240331,-18.678,-22.1797,14.192,2.2676
600674.SH,20240412,20240331,2.9178,12.0556,68.7407,3.2559
833394.BJ,20240412,20240331,4.8222,21.0496,26.4959,2.6044
603713.SH,20240412,20240331,23.2585,40.6194,-4.1972,3.4343
600096.SH,20240413,20240331,-12.7683,-7.185,17.9751,7.3622
300809.SZ,20240413,20240331,21.2879,81.1386,9.3686,1.215
300254.SZ,20240413,20240331,3.4437,947.749,18.7266,2.6136
002490.SZ,20240413,20240331,-52.5511,349.0465,-1.3762,-12.6894
002469.SZ,20240413,20240331,-13.2832,26.8314,13.8638,2.0419
600557.SH,20240413,20240331,0.4825,4.671,14.6332,2.655
688475.SH,20240413,20240331,14.6142,37.383,-12.4149,2.2821
600318.SH,20240413,20240331,5.5868,28.8912,27.9704,1.2467
601208.SH,20240413,20240331,7.26,-28.2252,-20.9274,0.8123
002521.SZ,20240413,20240331,8.2665,2893.3701,9.9943,1.2689
688313.SH,20240413,20240331,32.8498,364.4105,3.0469,-0.0715
603659.SH,20240413,20240331,-17.9701,-36.6374,-44.8364,2.3254
301200.SZ,20240413,20240331,149.0816,21.4866,-5.2242,1.2064
600509.SH,20240413,20240331,4.2628,15.2825,-2.2024,1.9613
600333.SH,20240413,20240331,14.9784,72.3873,-0.6743,-0.9455
688315.SH,20240413,20240331,6.3247,21.3955,-23.1559,0.8705
300996.SZ,20240413,20240331,43.0951,117.5369,-164.7765,0.0229
300670.SZ,20240415,20240331,118.681,129.1239,-32.6933,-2.8474
001207.SZ,20240415,20240331,12.3335,214.5501,5.4848,3.1063
002420.SZ,20240415,20240331,12.3731,401.1962,-7.4053,8.0783
600189.SH,20240415,20240331,5.9697,73.0637,14.0769,-2.2268
300657.SZ,20240416,20240331,161.0758,137.7242,-9.2675,1.2035
002788.SZ,20240416,20240331,6.0762,4.9019,-2.0666,2.776
301498.SZ,20240416,20240331,21.3299,74.4908,5.6097,3.6937
601101.SH,20240416,20240331,7.5841,5.1211,54.1612,3.9305
688670.SH,20240416,20240331,-95.2757,-159.1269,-903.77,-1.7954
300401.SZ,20240416,20240331,4.1476,76.4056,33.6304,2.0693
688253.SH,20240416,20240331,109.3599,171.4421,44.0335,7.1583
300990.SZ,20240416,20240331,0.5658,-81.8805,-32.1891,0.211
000721.SZ,20240416,20240331,3.4651,3.8264,13.2587,-7.42
000488.SZ,20240416,20240331,9.8419,121.1308,6.9966,-1.3573
300750.SZ,20240416,20240331,-10.4086,7.001,35.5492,4.5617
838262.BJ,20240416,20240331,24.5391,14.1715,-10.7513,1.6842
603877.SH,20240416,20240331,-12.9214,-26.9199,0.4524,2.3506
300758.SZ,20240416,20240331,22.3723,245.862,4.1814,1.3057
002138.SZ,20240416,20240331,22.8577,111.2639,18.9344,2.6677
600746.SH,20240416,20240331,13.2991,123.3028,-1.4497,0.4451
000683.SZ,20240416,20240331,31.0275,-12.7023,12.7172,4.1095
688589.SH,20240416,20240331,17.0876,9.503,3.1714,2.0829
605507.SH,20240416,20240331,-5.0675,2.1075,-5.9098,2.5665
001368.SZ,20240416,20240331,14.4295,1.9365,-1.9689,1.973
002236.SZ,20240416,20240331,2.7476,13.2607,-21.1403,1.4312
300354.SZ,20240416,20240331,45.1615,165.6956,-37.3289,4.0251
603129.SH,20240416,20240331,6.3111,31.965,3.3339,5.2631
688090.SH,20240416,20240331,-34.954,-89.7546,-39.7842,-0.1285
301234.SZ,20240416,20240331,-23.276,-23.7743,36.4779,1.0957
300174.SZ,20240416,20240331,2.1465,71.2536,-19.3479,1.492
002722.SZ,20240416,20240331,3.6393,88.7049,1.3257,1.3408
300768.SZ,20240416,20240331,10.1616,12.3726,11.5234,1.0192
002726.SZ,20240416,20240331,-27.4287,-292.5847,-5.6238,-2.0981
002916.SZ,20240416,20240331,42.2412,83.8842,14.2094,2.5089
300046.SZ,20240417,20240331,0.3165,-260.7613,14.761,1.2903
688636.SH,20240417,20240331,-28.3813,-751.1105,-49.1745,-1.1576
000990.SZ,20240417,20240331,-19.1416,370.3617,22.4531,0.8137
688777.SH,20240417,20240331,20.25,57.3924,-38.9204,1.1988
600415.SH,20240417,20240331,26.4235,-41.6588,6.7187,3.8231
873703.BJ,20240417,20240331,69.452,65.8122,15.4277,3.8859
002988.SZ,20240417,20240331,7.8537,177.5975,-4.6489,2.2721
300783.SZ,20240417,20240331,91.8264,60.7994,7.995,9.8564
688668.SH,20240417,20240331,19.7327,-45.1117,-1.7015,0.9074
301208.SZ,20240417,20240331,-16.8448,-27.277,-110.6074,1.2917
300453.SZ,20240417,20240331,21.3396,19.723,10.6941,3.7373
000848.SZ,20240417,20240331,7.5298,3.0444,4.9805,7.6652
601028.SH,20240417,20240331,-17.7011,-26.2166,-43.1522,3.3843
300856.SZ,20240417,20240331,21.1043,37.164,22.6495,7.4357
600096.SH,20240413,20240331,-12.7683,-7.185,17.9751,7.3622
603239.SH,20240418,20240331,20.4436,71.0335,-12.3036,4.6239
002195.SZ,20240418,20240331,21.7981,-29.0508,-3.3245,0.7846
301219.SZ,20240418,20240331,38.1192,1705.741,-1.5698,1.6409
688670.SH,20240416,20240331,-95.2757,-159.1269,-903.77,-1.7954
002242.SZ,20240418,20240331,9.15,7.0628,15.17,3.5454
300349.SZ,20240418,20240331,12.484,22.0338,-46.8176,1.9636
002145.SZ,20240418,20240331,16.9948,25.9914,-10.7114,0.8242
002383.SZ,20240412,20240331,-31.9839,-87.231,3.1202,-1.984
600961.SH,20240418,20240331,-1.6445,13.3662,11.5691,3.5844
002265.SZ,20240418,20240331,3.2767,-79.3918,-56.7736,0.369
688093.SH,20240418,20240331,63.3227,37.3214,53.4831,1.8314
301363.SZ,20240418,20240331,-23.3406,-46.4551,26.6104,1.7381
000802.SZ,20240418,20240331,-93.8357,-16.5025,2172.3289,-1.107
688486.SH,20240418,20240331,101.9488,324.8481,-34.0597,1.6211
603115.SH,20240418,20240331,-7.2338,20.1751,-0.8562,0.4626
603659.SH,20240413,20240331,-17.9701,-36.6374,-44.8364,2.3254
301429.SZ,20240418,20240331,7.4193,31.2535,-20.7369,1.2955
002138.SZ,20240416,20240331,22.8577,111.2639,18.9344,2.6677
600328.SH,20240418,20240331,-43.8245,-88.9009,0.7175,0.1882
002334.SZ,20240418,20240331,-6.3079,-50.4716,13.9789,1.5474
000739.SZ,20240418,20240331,3.6463,1.8413,8.7593,3.7711
000915.SZ,20240418,20240331,1.8455,2.9987,40.1746,5.2771
603130.SH,20240418,20240331,20.4626,25.6874,-9.9398,1.5021
688778.SH,20240418,20240331,-8.0157,-3.7071,15.2838,1.1904
300783.SZ,20240417,20240331,91.8264,60.7994,7.995,9.8564
603725.SH,20240418,20240331,-1.9858,50.9834,2.1388,1.3849
000620.SZ,20240418,20240331,64.096,102.1363,-31.3527,0.2803
002458.SZ,20240418,20240331,-24.75,-65.1599,23.5081,2.5019
000633.SZ,20240418,20240331,-4.0824,11.1295,20.7855,0.6829
688626.SH,20240418,20240331,18.1232,3.3355,10.2282,1.7502
603711.SH,20240418,20240331,6.7598,331.2562,-21.7315,0.5875
000695.SZ,20240418,20240331,17.4911,97.4645,89.4459,-0.4883
600276.SH,20240418,20240331,9.1985,10.477,20.9186,3.4989
002627.SZ,20240418,20240331,-72.0426,-53.1967,-31.1998,0.2274
301042.SZ,20240418,20240331,12.6938,418.4367,-17.6225,0.8144
001217.SZ,20240418,20240331,-12.7184,1.1919,-9.2933,1.3928
688510.SH,20240418,20240331,41.7642,153.2678,13.983,2.9327
000929.SZ,20240418,20240331,-26.863,70.9182,-1.484,-1.4008
002978.SZ,20240418,20240331,0.0257,-0.5732,18.6216,3.7608
688050.SH,20240418,20240331,63.551,31.2574,17.3821,4.5537
300610.SZ,20240418,20240331,-4.1193,46.1311,-0.5221,1.3996
300568.SZ,20240418,20240331,7.5122,-41.4461,18.2838,0.9829
002391.SZ,20240418,20240331,-15.8397,-91.2582,-15.7426,0.2247
300890.SZ,20240418,20240331,-40.3546,-76.6207,-35.3434,0.6078
002762.SZ,20240418,20240331,-14.8609,-91.0109,20.4237,0.0596
300600.SZ,20240418,20240331,19.64,101.2115,-9.2571,-0.0046
301172.SZ,20240419,20240331,223.2715,312.8479,-38.2854,0.6263
688080.SH,20240419,20240331,12.5797,74.6498,18.9896,1.5978
001288.SZ,20240419,20240331,33.5536,11.855,-117.0176,1.4293
001306.SZ,20240419,20240331,4.1805,5.3714,17.3174,1.2763
002056.SZ,20240419,20240331,-8.5958,-39.3973,11.2797,3.754
000958.SZ,20240419,20240331,-6.9837,10.197,19.3131,1.6932
836208.BJ,20240419,20240331,11.2804,23.7212,-49.9853,1.4879
603938.SH,20240419,20240331,-20.3978,-89.6525,-4.5667,0.2167
600865.SH,20240419,20240331,4.2919,940.8436,15.441,0.945
688628.SH,20240419,20240331,19.3956,33.6098,29.1923,4.4606
601568.SH,20240419,20240331,-14.0365,-88.2259,4.9047,0.096
688292.SH,20240419,20240331,14.1358,262.2919,0.8257,0.0127
603071.SH,20240419,20240331,-12.2761,-22.3052,-9.5193,4.4401
834261.BJ,20240419,20240331,14.6292,2.4114,-5.3744,2.572
300012.SZ,20240419,20240331,6.6973,-8.1235,-14.2645,1.7988
300306.SZ,20240419,20240331,2.1142,-16.1503,-16.8043,0.4236
835892.BJ,20240419,20240331,-9.5332,-13.3733,5.7514,0.334
300415.SZ,20240419,20240331,11.7193,28.8318,-11.8596,4.2393
870299.BJ,20240419,20240331,28.0922,38.2974,9.5329,1.1352
603309.SH,20240419,20240331,-14.49,-3.5357,12.4222,2.5519
002011.SZ,20240419,20240331,7.3059,28.8798,2.5637,4.4262
002984.SZ,20240419,20240331,27.5921,101.3371,18.8619,4.1326
002677.SZ,20240419,20240331,-19.3917,-23.3392,5.5779,3.7229
605255.SH,20240419,20240331,6.5795,10.437,17.8179,1.0778
002186.SZ,20240419,20240331,11.9864,66.8528,6.5918,1.5563
001360.SZ,20240419,20240331,24.0297,-5.7546,-16.6217,0.9332
300927.SZ,20240419,20240331,-10.5465,-45.4643,-16.0354,1.789
688610.SH,20240419,20240331,9.6422,213.9534,-31.0724,0.3556
300278.SZ,20240419,20240331,23.5764,36.0552,-14.9264,1.731
301129.SZ,20240419,20240331,-13.6824,-233.3348,0.3094,-0.8826
301256.SZ,20240419,20240331,-9.6596,-42.0046,-17.9325,0.8471
300908.SZ,20240419,20240331,22.776,30.1225,22.2914,2.9245
300387.SZ,20240419,20240331,27.8402,37.7426,-0.6276,1.8739
300357.SZ,20240419,20240331,18.079,9.548,20.2411,3.2584
300396.SZ,20240419,20240331,99.5996,56.7338,-27.7796,5.8496
603658.SH,20240419,20240331,5.0873,33.9332,30.1509,3.6269
600963.SH,20240419,20240331,-22.3084,-7.5987,0.5444,-0.4729
600309.SH,20240419,20240331,10.0662,2.5713,6.6802,4.5588
603605.SH,20240419,20240331,34.5606,45.5757,19.7469,6.6031
603138.SH,20240419,20240331,15.9165,77.7963,11.2037,-1.206
300703.SZ,20240419,20240331,29.6065,166.7054,-10.8083,0.6776
002270.SZ,20240419,20240331,9.4007,7.5865,34.0016,3.7016
603199.SH,20240419,20240331,-6.1269,-15.7998,-9.4605,3.3947
603866.SH,20240419,20240331,-5.1511,-16.9468,13.7568,2.1178
688018.SH,20240419,20240331,21.7134,73.4318,-3.1015,2.5245
600594.SH,20240419,20240331,-16.2551,-255.5793,16.7214,-2.4838
300181.SZ,20240419,20240331,35.7478,46.1351,2.5364,5.1373
688362.SH,20240419,20240331,71.1094,28.9144,27.6371,-1.9076
301391.SZ,20240419,20240331,7.5531,-35.3943,-53.6881,0.246
601068.SH,20240419,20240331,15.7727,3343.5575,-17.0831,1.0361
300370.SZ,20240419,20240331,-21.3569,73.3801,-35.5191,-3.0024
300065.SZ,20240419,20240331,-69.1824,-48.0158,-73.2931,-0.1434
600549.SH,20240419,20240331,-3.4099,-2.9461,6.8862,2.6348
300967.SZ,20240419,20240331,-17.2373,10.9838,7.3129,-2.1172
688088.SH,20240419,20240331,13.935,21.2131,-9.0003,1.1274
605300.SH,20240419,20240331,-15.6124,-27.7135,26.5019,1.792
002664.SZ,20240419,20240331,31.0982,18.5604,7.7915,1.3522
601699.SH,20240419,20240331,-27.1889,-61.9026,-18.0723,2.6242
002588.SZ,20240419,20240331,-13.8577,11.2669,-0.403,3.3381
300476.SZ,20240419,20240331,36.0569,67.7172,7.5546,2.6828
603082.SH,20240419,20240331,0.8991,29.8145,-0.812,3.7039
300050.SZ,20240419,20240331,2.9205,84.2503,-84.5795,-0.5544
688352.SH,20240419,20240331,43.7411,150.5078,31.4218,1.246
688358.SH,20240419,20240331,-14.8696,-13.2811,18.7354,3.2238
301266.SZ,20240419,20240331,26.1918,-4.1766,-22.7596,1.7545
688357.SH,20240419,20240331,-41.1839,-47.7442,-15.4353,1.5469
300855.SZ,20240419,20240331,5.6958,8.7493,19.7508,4.806
300100.SZ,20240419,20240331,19.6427,83.6806,0.9559,3.278
000595.SZ,20240419,20240331,10.1592,5.1609,-35.5894,-3.5341
002857.SZ,20240419,20240331,69.4922,-12.4156,-54.2333,-0.8771
300971.SZ,20240419,20240331,-9.3684,-12.481,-2.6275,1.1105
300221.SZ,20240419,20240331,4.7421,29.2765,1.0032,0.1438
002920.SZ,20240419,20240331,41.7807,16.412,3.5141,4.544
002869.SZ,20240419,20240331,-15.3472,93.9617,-76.0226,-0.4979
002296.SZ,20240419,20240331,58.288,239.4034,2.7103,3.8643
301095.SZ,20240419,20240331,100.6463,-667.9239,-191.6123,-0.7823
603093.SH,20240420,20240331,-28.302,37.3771,-260.963,2.2649
300558.SZ,20240420,20240331,38.4029,90.9471,33.602,1.6627
002443.SZ,20240420,20240331,-16.6026,-21.8616,-8.9551,1.3502
300162.SZ,20240420,20240331,13.1333,211.9143,2.1074,-0.2293
603998.SH,20240420,20240331,0.3653,10.043,10.6987,3.6054
301149.SZ,20240420,20240331,63.3174,16.8785,3.7004,2.3743
603919.SH,20240420,20240331,20.4082,21.5802,31.8987,6.4584
000521.SZ,20240420,20240331,18.2046,26.9265,-1.9206,3.1502
002653.SZ,20240420,20240331,20.6031,219.8551,7.8444,0.7018
688489.SH,20240420,20240331,36.3545,-163.4157,-155.2713,-0.6943
600076.SH,20240420,20240331,108.3497,1.212,6.2357,-0.7951
002643.SZ,20240420,20240331,-9.1879,-44.316,28.4937,1.2556
002165.SZ,20240420,20240331,6.2954,243.3215,3.7801,1.385
600432.SH,20240420,20240331,,,,-1.3059
000823.SZ,20240420,20240331,-0.3272,17.1734,7.9271,0.3088
603303.SH,20240420,20240331,-1.8313,13.1103,23.704,1.9901
688276.SH,20240420,20240331,50.636,229.4975,-2.9352,1.4767
600993.SH,20240420,20240331,14.6959,5.3624,6.2266,5.0477
603786.SH,20240420,20240331,55.2212,66.2378,10.8514,4.1874
301058.SZ,20240420,20240331,-16.1238,1.8382,-67.342,1.5375
600566.SH,20240420,20240331,0.5966,24.8996,55.7243,5.2734
600237.SH,20240420,20240331,19.6601,8.4591,-6.8357,1.3711
300193.SZ,20240420,20240331,14.3526,84.3665,-12.8055,2.034
603773.SH,20240420,20240331,52.0247,-609.6794,24.3049,-0.6981
600829.SH,20240420,20240331,-2.0865,9.1208,-12.9443,2.7641
603077.SH,20240420,20240331,-16.505,-92.4873,-21.6767,0.1455
688548.SH,20240420,20240331,11.3275,-10.1772,18.9881,1.1325
003006.SZ,20240420,20240331,46.3968,28.0679,12.7523,6.7798
600298.SH,20240420,20240331,2.5233,-9.4533,-18.9317,2.9113
600422.SH,20240420,20240331,-3.0058,-9.4132,-5.505,2.1073
002519.SZ,20240420,20240331,-9.9676,49.699,-30.5748,0.8667
000001.SZ,20240420,20240331,-14.0317,2.26,-55.1509,3.1122
603799.SH,20240420,20240331,-21.7036,-48.9879,6.2091,1.6414
300022.SZ,20240420,20240331,30.9053,92.6779,1.2804,0.4141
300259.SZ,20240420,20240331,-9.9462,-68.2785,20.7146,0.6626
300236.SZ,20240420,20240331,14.0127,-66.5196,-5.3199,0.78
002817.SZ,20240420,20240331,-17.3263,-23.7454,-15.6139,1.5697
830879.BJ,20240420,20240331,14.5289,4.3353,-34.1411,1.8331
600050.SH,20240420,20240331,2.3395,7.9758,10.9188,1.3937
300690.SZ,20240420,20240331,7.6853,-56.1681,32.4596,0.5307
301468.SZ,20240420,20240331,-2.3076,-6.5937,68.1542,0.9124
002262.SZ,20240420,20240331,15.1644,16.6438,17.206,4.0703
000404.SZ,20240420,20240331,-21.1624,26.9633,-13.2254,1.9853
000655.SZ,20240420,20240331,6.6389,34.2869,-27.4883,0.6645
601360.SH,20240420,20240331,-12.5305,41.1488,-11.1306,-1.0426
002245.SZ,20240420,20240331,46.7711,663.0875,31.4827,0.7473
603162.SH,20240420,20240331,138.7783,17.1747,5.2325,2.3744
603186.SH,20240420,20240331,12.7861,87.2684,-7.8637,0.0409
603663.SH,20240420,20240331,-14.1788,-46.4912,5.8287,1.1097
002767.SZ,20240420,20240331,22.5861,89.6871,-29.7086,0.0639
000498.SZ,20240420,20240331,-14.932,-2.8152,-28.8626,1.0313
603986.SH,20240420,20240331,21.3193,36.4511,38.5606,1.2034
300822.SZ,20240420,20240331,-13.9219,40.9357,-7.6422,1.2284
688522.SH,20240420,20240331,-10.3436,-50.1088,-169.1738,0.1527
600075.SH,20240420,20240331,-21.286,-44.9027,12.3518,-1.941
603057.SH,20240420,20240331,-8.0043,20.8683,-11.7885,1.8385
001318.SZ,20240420,20240331,-6.3619,-1.9622,-5.3814,1.6561
839946.BJ,20240420,20240331,120.8909,-152.3996,3.1896,-3.9098
000661.SZ,20240420,20240331,14.3891,0.2024,35.7457,3.7705
002532.SZ,20240420,20240331,-1.7086,43.5482,15.4333,2.8855
300876.SZ,20240420,20240331,20.903,-207.2115,-15.923,-1.1953
688266.SH,20240420,20240331,0.1239,30.9785,82.2434,-2.6346
603737.SH,20240420,20240331,0.6179,78.2022,-12.7745,-3.128
688196.SH,20240420,20240331,-3.092,-59.2309,-1.5056,0.8947
301520.SZ,20240420,20240331,25.1378,18.8093,0.6279,1.538
000795.SZ,20240420,20240331,1.6698,74.8438,2.6938,
002402.SZ,20240420,20240331,20.5096,18.0571,-7.5012,
