ts_code,ann_date,end_date,q_sales_yoy,q_netprofit_yoy,q_ocf_to_sales,roe_dt
600669.SH,20180426,20180331,,-74.4902,,
000563.SZ,20180428,20180331,11.852,3.5198,141.3872,1.4969
000022.SZ,20180427,20180331,4.2839,6.1281,17.1276,3.1917
000047.SZ,20180719,20180331,,60.6622,,
000699.SZ,20180901,20180331,,-100.0,,
600087.SH,20180424,20180331,-12.4245,-28.0396,23.6232,1.9715
000043.SZ,20180428,20180331,51.8616,188.3061,-9.8492,1.4824
300571.SZ,20180426,20180331,12.3746,118.1248,19.4046,13.1152
300403.SZ,20180427,20180331,2.2477,-42.5711,5.6435,1.2743
000751.SZ,20180421,20180331,14.751,-11.0555,-20.2582,1.2826
601268.SH,20180428,20180331,39.2634,-512.7867,-38.4488,-5.024
002945.SZ,20190423,20180331,-12.0633,-13.4584,-54.447,
600928.SH,20190424,20180331,,,-1349.8154,
002939.SZ,20190425,20180331,,,278.3484,
002948.SZ,20190427,20180331,,,-1044.1432,
603983.SH,20190724,20180331,,,24.787,9.9911
300100.SZ,20180427,20180331,15.6729,-48.8205,9.479,1.6418
600286.SH,20180421,20180331,47.9063,282.4758,29.3205,1.6892
600787.SH,20180428,20180331,1.2299,-40.3183,-20.4176,0.1386
600625.SH,20180427,20180331,-3.7861,23.782,-493.129,
001965.SZ,20180426,20180331,19.4536,3.8676,5.4926,2.0034
603933.SH,20180419,20180331,2.3217,-4.657,-13.8639,3.7263
002869.SZ,20180425,20180331,-18.3286,-83.7675,-76.8136,0.41
002029.SZ,20180424,20180331,13.8987,18.445,2.5458,1.2188
002452.SZ,20180424,20180331,-13.1602,-182.2768,-27.3636,-1.1845
688199.SH,20180426,20180331,44.1681,199.7587,15.3478,4.0917
000979.SZ,20180428,20180331,19.3641,-3621.7138,32.4304,-4.3729
600918.SH,20180607,20180331,-9.1279,-9.5983,188.7167,
002926.SZ,20180424,20180331,-2.7646,-17.7183,-274.1539,1.8442
688300.SH,20180427,20180331,41.8323,62.2797,30.113,5.8936
688086.SH,20180428,20180331,72.5954,606.4739,-139.3561,2.1702
603196.SH,20180425,20180331,16.3412,30.1166,17.1599,1.5285
603612.SH,20180425,20180331,47.4289,-12.6038,5.156,3.8371
603536.SH,20180424,20180331,16.1549,-71.1454,22.0517,0.2657
002880.SZ,20180421,20180331,-11.7469,-28.656,-35.7087,1.9307
600000.SH,20180428,20180331,-7.7215,-1.0856,-122.9529,3.3425
002415.SZ,20180421,20180331,32.9528,22.6356,-41.176,5.7785
300324.SZ,20180427,20180331,29.7406,48.272,-38.9526,2.602
603195.SH,20180928,20180331,,,11.5931,17.3133
000033.SZ,20200321,20180331,-6.5679,-24.9788,-12.3576,33.6124
603680.SH,20180427,20180331,21.0058,-14.7204,-9.2564,3.0667
000670.SZ,20180428,20180331,-60.5748,-442.5628,-48.7726,-4.8855
002909.SZ,20180426,20180331,56.1036,-185.6555,-23.5056,-0.4451
603937.SH,20180426,20180331,17.4519,15.404,8.9554,1.6788
002864.SZ,20180427,20180331,41.5709,39.5197,3.9232,1.4661
002267.SZ,20180417,20180331,8.8376,42.6038,13.8247,5.441
600594.SH,20180428,20180331,3.5339,0.5158,-15.9994,2.2631
600585.SH,20180425,20180331,37.5948,121.9037,16.2738,5.0936
002929.SZ,20180421,20180331,40.1671,23.1464,-60.3025,2.1164
002137.SZ,20180424,20180331,39.7612,97.0888,-4.6122,0.0215
600291.SH,20180428,20180331,-30.7823,-89.9186,-1127.9011,1.6846
601992.SH,20180426,20180331,-12.3416,-148.2552,-37.9089,-0.4534
600827.SH,20180428,20180331,1.3952,-14.3219,6.928,1.7998
600400.SH,20180412,20180331,20.8808,51.3034,-12.2678,1.0159
300101.SZ,20180420,20180331,-0.0378,106.8735,79.0531,2.7316
600871.SH,20180426,20180331,16.4758,102.2395,-18.1624,-18.8137
300570.SZ,20180426,20180331,25.4325,1.2039,14.235,1.5437
600837.SH,20180427,20180331,-11.4502,-22.6796,-84.8841,1.2408
000977.SZ,20180428,20180331,96.5044,-22.6475,-71.4905,0.651
000610.SZ,20180428,20180331,-8.9406,-10.0466,-53.8418,-0.9239
600018.SH,20180428,20180331,8.1484,44.6222,0.6863,2.1996
600064.SH,20180428,20180331,18.5973,80.6631,-18.8616,1.802
300009.SZ,20180426,20180331,40.4887,26.1888,14.0565,3.3845
002807.SZ,20180427,20180331,12.9526,4.7415,39.7508,1.933
002439.SZ,20180428,20180331,2.0411,343.2914,-45.3206,-1.8738
002695.SZ,20180428,20180331,23.3888,42.9148,69.2394,2.8076
300647.SZ,20180419,20180331,66.7776,-31.6275,-33.913,0.9261
002493.SZ,20180426,20180331,13.3534,2.4497,0.8048,5.0177
600528.SH,20180426,20180331,16.3317,17.9149,-18.0492,2.1513
000039.SZ,20180428,20180331,31.1914,-12.438,-5.5829,0.5227
300429.SZ,20180426,20180331,24.453,23.8942,16.1682,3.2979
603866.SH,20180426,20180331,20.5732,51.6049,17.6481,3.2597
600260.SH,20180428,20180331,12.2199,292.6123,2.9333,5.909
000727.SZ,20180428,20180331,-16.527,3.9739,9.7265,-2.3319
002339.SZ,20180428,20180331,86.0864,-2.3662,-31.5343,-3.193
601939.SH,20180427,20180331,7.2735,5.4319,190.1381,4.057
600657.SH,20180426,20180331,-27.9472,24.0572,-281.9615,-1.6246
600986.SH,20180420,20180331,85.2723,-9.7905,-9.8997,1.3706
603299.SH,20180426,20180331,9.8034,8.0824,11.0628,1.4399
600540.SH,20180427,20180331,72.0955,-26.8111,22.9551,0.1774
603025.SH,20180413,20180331,50.0791,72.8435,11.9962,4.438
300047.SZ,20180426,20180331,20.3871,304.7772,1.4369,0.0536
600965.SH,20180413,20180331,17.6529,46.4638,13.9518,1.9145
002596.SZ,20180425,20180331,39.6945,273.7148,-9.1878,1.1458
300507.SZ,20180427,20180331,6.7095,4.9948,-6.266,3.128
002090.SZ,20180426,20180331,-29.4016,-37.8576,-41.6447,1.7053
300421.SZ,20180427,20180331,7.2539,2.1785,8.8525,1.4438
600386.SH,20180427,20180331,17.1494,-19.4361,-8.3023,0.6856
603658.SH,20180425,20180331,71.8699,42.4288,27.3182,5.2864
002660.SZ,20180426,20180331,-17.2534,-374.0081,15.3004,-1.1329
002414.SZ,20180427,20180331,34.4316,32.7167,-63.0112,-0.0468
300144.SZ,20180426,20180331,6.0044,31.4814,65.7325,3.9324
603818.SH,20180426,20180331,15.0219,12.4649,-13.4683,1.5614
000429.SZ,20180427,20180331,4.8221,19.1404,44.8126,3.7097
600999.SH,20180427,20180331,-7.1672,-20.5682,587.2668,1.3648
601111.SH,20180427,20180331,9.1055,79.2282,22.899,2.9824
300339.SZ,20180426,20180331,65.8809,21.9942,-69.733,1.0369
601886.SH,20180427,20180331,13.7345,19.709,-26.567,1.3403
000517.SZ,20180427,20180331,-96.7564,-111.764,553.5106,-0.9962
002465.SZ,20180417,20180331,2.4488,44.6656,-24.2653,-0.0343
601002.SH,20180427,20180331,36.9384,-6.1369,-6.1573,0.7614
600183.SH,20180426,20180331,18.8653,-12.1871,1.4627,4.0723
000728.SZ,20180427,20180331,-20.4316,-31.2086,57.9134,0.6508
603733.SH,20180427,20180331,31.4155,23.2666,-12.086,3.9537
002060.SZ,20180425,20180331,21.8584,10.9757,-6.6557,0.7628
600620.SH,20180427,20180331,-1.445,24.4681,-21.9864,-0.2143
600976.SH,20180428,20180331,-14.9614,63.3966,-5.4113,2.2377
601168.SH,20180420,20180331,5.6529,744.8787,-7.5088,2.9647
600874.SH,20180425,20180331,0.9978,-8.1938,-15.7585,2.0538
601872.SH,20180426,20180331,-20.9995,-84.3923,30.725,0.3215
600676.SH,20180427,20180331,12.5167,-2.1163,9.5708,0.9016
600170.SH,20180428,20180331,16.4396,5.721,-44.3748,1.9173
601398.SH,20180428,20180331,4.0485,3.9796,31.5216,3.6192
601500.SH,20180420,20180331,8.2836,10.5195,-13.8592,1.0774
300127.SZ,20180426,20180331,19.7969,19.2027,16.2541,2.8882
000759.SZ,20180428,20180331,1.2132,-83.1203,13.6725,0.5912
002383.SZ,20180418,20180331,214.2159,962.1445,-45.3128,1.3098
002749.SZ,20180428,20180331,19.725,25.9166,7.0519,5.6267
603067.SH,20180426,20180331,35.2631,32.2297,-14.9862,3.9993
600858.SH,20180427,20180331,3.0739,75.0531,8.6565,1.8624
600600.SH,20180427,20180331,3.008,15.1639,32.0189,3.2393
000600.SZ,20180418,20180331,39.4685,-11.1371,16.6052,1.8368
002225.SZ,20180418,20180331,54.6228,58.61,6.1841,2.3996
600742.SH,20180425,20180331,-0.1887,-23.4684,8.3503,2.3579
300092.SZ,20180426,20180331,36.6648,106.5625,-17.4503,0.4068
603367.SH,20180427,20180331,73.2612,134.009,8.7453,2.9848
000488.SZ,20180427,20180331,15.4207,11.3851,17.505,2.5941
300717.SZ,20180426,20180331,21.2068,23.5185,-17.5423,1.8281
000615.SZ,20180427,20180331,-26.2357,-106.6291,-43.6844,-2.5267
300373.SZ,20180425,20180331,31.0517,16.7004,10.6073,2.3357
300596.SZ,20180417,20180331,13.6,16.4129,-12.6727,3.7437
002658.SZ,20180425,20180331,17.6216,-46.8238,-15.4097,0.311
600373.SH,20180424,20180331,-2.4041,-4.7537,-12.3303,3.5514
603258.SH,20180428,20180331,-15.8319,-60.0902,-50.4574,1.4175
603322.SH,20180428,20180331,32.2778,12.2287,-67.8343,-1.6775
002424.SZ,20180424,20180331,11.6716,7.8292,-54.9408,4.2591
600756.SH,20180428,20180331,-28.9107,-10.3864,-42.476,0.844
601808.SH,20180428,20180331,12.0785,-16.855,-24.7362,-2.6466
