ts_code,ann_date,end_date,q_sales_yoy,q_netprofit_yoy,q_ocf_to_sales,roe_dt
600799.SH,20190820,20190630,,,,
600852.SH,20190831,20190630,,,,
000043.SZ,20190810,20190630,6.0013,-48.9189,9.1701,1.6422
300330.SZ,20190828,20190630,80.9656,111.7838,9.6084,0.186
600806.SH,20190831,20190630,-21.7812,86.9911,23.8972,
002825.SZ,20190730,20190630,11.9955,-18.2614,2.2297,3.829
600625.SH,20190829,20190630,43.2553,2776.1095,51.9713,
000627.SZ,20190831,20190630,140.0563,-17.8555,59.5131,3.3927
601318.SH,20190816,20190630,15.9566,61.0194,8.3446,14.7983
601628.SH,20190823,20190630,1.9166,298.1067,26.5677,9.46
601319.SH,20190824,20190630,6.1837,113.1946,18.1278,7.5184
601601.SH,20190826,20190630,8.6934,137.7082,21.1973,7.2701
601336.SH,20190829,20190630,8.4164,125.0157,19.0548,12.2298
601375.SH,20190828,20190630,51.6511,31.8578,29.2819,2.3517
600680.SH,20190831,20190630,-23.7022,-10.301,116.957,-55.2279
600678.SH,20190831,20190630,-32.5554,1.1874,25.5827,17.0346
300039.SZ,20190822,20190630,0.5289,-2.6181,17.1817,5.8219
600148.SH,20190823,20190630,11.3041,71.9187,-1.6003,4.1967
600225.SH,20190816,20190630,-61.3754,-548.8831,143.6917,-30.0554
600847.SH,20190816,20190630,-19.4395,-3434.6443,1.4748,-1.121
603988.SH,20190817,20190630,-15.9584,-16.2724,-11.3035,5.0189
002068.SZ,20190820,20190630,-20.8746,-124.5805,8.3522,-3.7204
600698.SH,20190726,20190630,-18.3929,172.8455,14.099,0.3879
600700.SH,20190822,20190630,-8.4542,1.791,-17.0888,
002380.SZ,20190727,20190630,12.6119,17.166,21.5926,2.7689
300450.SZ,20190813,20190630,29.8348,29.2997,23.6636,10.919
600747.SH,20190821,20190630,-89.1769,286.7358,2.6485,-4.6044
002936.SZ,20190821,20190630,30.6775,17.4017,-302.7243,6.5859
600520.SH,20190813,20190630,-16.4173,-16.2455,12.1747,-7.8884
600666.SH,20190816,20190630,-14.8754,196.8348,7.3323,-4.1748
000713.SZ,20190810,20190630,76.911,28.0072,-19.2268,1.378
600844.SH,20190815,20190630,2.8605,-1.3756,4.0456,-5.4085
600692.SH,20190829,20190630,26.4954,-46.4556,-31.4111,1.5427
603895.SH,20190828,20190630,7.4794,-67.4184,-17.6745,2.5999
600990.SH,20190824,20190630,-20.6665,-53.2371,-9.2389,-2.436
600634.SH,20190827,20190630,36.2405,6.8259,9.8684,
002585.SZ,20190828,20190630,12.8642,-60.4716,27.2837,1.0108
000535.SZ,20190829,20190630,-98.3086,-254.397,25.557,-7.782
000018.SZ,20190828,20190630,-84.3484,-1628.0429,-430.431,
600215.SH,20190827,20190630,-43.7559,-85.984,25.7361,2.4115
000511.SZ,20190824,20190630,-36.9844,56.7883,67.25,-6.1072
002265.SZ,20190824,20190630,-13.3585,-134.4212,11.0009,-1.1543
600856.SH,20190828,20190630,-79.9864,-518.4285,36.2211,-5.2136
300412.SZ,20190824,20190630,0.8214,7.7496,-19.1432,1.8736
002903.SZ,20190827,20190630,-72.8796,-100.4851,214.8007,-2.6162
002638.SZ,20190829,20190630,-10.4235,-84.5417,-3.8283,0.0426
600709.SH,20190830,20190630,-7.4567,-45.9657,-79.6491,-4.4205
000595.SZ,20190830,20190630,-59.7126,-6870.026,-4.7727,-10.9081
600753.SH,20190823,20190630,-25.2092,1559.1502,-15.0898,2.4745
000832.SZ,20190824,20190630,,58.2733,,
601226.SH,20190828,20190630,13.1932,21.9871,-4.4948,0.4922
600878.SH,20190829,20190630,-5.2387,-29.9375,-21.4769,
002719.SZ,20190826,20190630,-3.6038,27.8104,21.8874,0.5953
000675.SZ,20190823,20190630,9.6703,-120.1047,-138.5116,
600333.SH,20190824,20190630,-0.2063,-1.4783,-6.4128,-3.3315
600736.SH,20190824,20190630,118.2713,-56.81,-1.1439,1.4499
600727.SH,20190828,20190630,74.0456,118.9057,9.7405,7.5528
000730.SZ,20190829,20190630,40.469,480.4605,-11.2865,4.9707
601169.SH,20190828,20190630,15.4872,7.6784,268.2948,6.6951
000888.SZ,20190823,20190630,5.0879,11.7723,44.8336,3.1356
000588.SZ,20190830,20190630,25.1414,-0.6491,-129.9033,1.8345
000961.SZ,20190827,20190630,274.1768,51.5907,-15.3553,6.743
600560.SH,20190829,20190630,31.7174,165.7094,0.2356,1.752
000660.SZ,20190829,20190630,35.2723,-10.9549,-0.1818,4.3305
600000.SH,20190824,20190630,11.5585,9.6957,-371.6742,6.6442
300250.SZ,20190824,20190630,44.5952,-16.9127,21.0406,2.1702
002806.SZ,20190828,20190630,25.4735,-56.0015,7.1444,-0.1253
601777.SH,20190823,20190630,7.8027,-1450.795,-23.2914,-13.1907
603321.SH,20190823,20190630,-12.639,-30.5064,26.7063,1.0766
600065.SH,20190828,20190630,-65.7813,-160.117,13.422,
002620.SZ,20190829,20190630,-3.0427,-4.5405,-2.8863,3.9703
000405.SZ,20190828,20190630,41.3384,129.7146,-17.3879,-2.8777
600670.SH,20190827,20190630,10.612,3.5948,55.1241,4.1932
000699.SZ,20190827,20190630,,-99.725,,
300387.SZ,20190828,20190630,32.5258,8.6585,7.5811,4.1882
000765.SZ,20190829,20190630,52.7951,-18.0316,77.0281,2.0341
600178.SH,20190827,20190630,3.525,-103.1527,1.3198,-0.5455
601599.SH,20190827,20190630,-12.0787,36.0031,40.7559,2.6342
600966.SH,20190827,20190630,-29.2259,-95.5035,18.8562,2.4071
603083.SH,20190828,20190630,1.6986,-79.135,17.0805,0.0
600613.SH,20190831,20190630,-5.3136,17.6727,3.0004,2.1897
000611.SZ,20190831,20190630,56.4107,-6.9076,-64.0467,-7.3907
300736.SZ,20190830,20190630,-47.8422,-206.2612,9.0601,-4.8026
600275.SH,20190831,20190630,487.4569,-3263.5958,-11.6458,-9.6756
300076.SZ,20190830,20190630,-35.3124,2550.0692,-15.0314,-2.2506
600094.SH,20190830,20190630,-17.627,-48.8564,58.8716,2.2667
600240.SH,20190831,20190630,-97.5394,-422.7331,-24.2485,
600179.SH,20190831,20190630,-45.3742,-285.3462,-13.6641,-14.4536
002143.SZ,20190831,20190630,-76.2458,34.2068,-149.7306,-8.0889
600731.SH,20190830,20190630,52.5552,-180.7229,12.7946,1.9266
600401.SH,20190830,20190630,-42.4091,-181.5465,17.7671,
002599.SZ,20190830,20190630,0.5167,-11.1682,26.4431,2.4145
002346.SZ,20190830,20190630,-19.0174,-200.5813,252.1514,2.4172
300460.SZ,20190830,20190630,0.1121,131.7289,34.3376,-0.2171
002413.SZ,20190830,20190630,11.3257,33.6148,-19.5285,1.6634
000976.SZ,20190831,20190630,15.8154,1.8432,-41.6098,3.2665
