ts_code,ann_date,end_date,q_sales_yoy,q_netprofit_yoy,q_ocf_to_sales,roe_dt
002107.SZ,20210121,20201231,17.0674,-13.1607,27.2295,22.8454
600885.SH,20210203,20201231,23.1735,58.4728,3.1124,13.2757
000001.SZ,20210202,20201231,5.6514,42.7634,-126.7213,8.5185
688079.SH,20210428,20201231,,,38.6746,25.0834
600301.SH,20210204,20201231,13.4657,231.2793,103.7991,-2.8152
601218.SH,20210205,20201231,36.8533,109.5926,45.8,8.841
300950.SZ,20210419,20201231,,,13.2175,15.0778
300949.SZ,20210429,20201231,,,16.7076,25.2319
000798.SZ,20210206,20201231,35.5894,-1077.1578,-2.8317,-23.0559
300443.SZ,20210208,20201231,41.9339,184.9891,3.4648,18.8405
300951.SZ,20210409,20201231,,,-23.3941,48.9188
300314.SZ,20210209,20201231,19.3343,-55.6728,82.0305,13.8184
600701.SH,20210209,20201231,-118.4165,49.7097,,
300285.SZ,20210209,20201231,15.9632,11.4787,51.779,12.4751
002014.SZ,20210209,20201231,6.8507,2.9496,18.3989,14.3244
002988.SZ,20210209,20201231,35.669,7.2482,27.6722,4.5603
600891.SH,20210223,20201231,-82.7711,-18.7677,81.2031,
002402.SZ,20210225,20201231,48.3086,89.2453,16.919,14.3179
600212.SH,20210226,20201231,-10.2822,109.6393,37.9861,7.5096
002381.SZ,20210227,20201231,28.3976,36.1431,17.9425,15.9623
300862.SZ,20210301,20201231,-21.203,-21.4611,78.1215,8.4381
003040.SZ,20210429,20201231,-0.5944,-14.2202,105.527,9.0819
600255.SH,20210302,20201231,-119.5263,98.8802,,1.3218
600903.SH,20210302,20201231,18.5082,54.1077,3.7968,6.9936
605389.SH,20210430,20201231,,,37.014,36.9771
600067.SH,20210303,20201231,30.3689,-143.3877,4.8372,3.5444
002258.SZ,20210306,20201231,41.178,154.6627,30.4972,15.9223
688195.SH,20210308,20201231,,,4.9321,15.5892
605369.SH,20210308,20201231,55.6426,111.943,33.9885,26.6607
600202.SH,20210309,20201231,31.9294,83.0005,8.1835,3.9196
300125.SZ,20210309,20201231,434.8648,-624.8825,7.1031,-10.4178
688003.SH,20210310,20201231,116.064,32.2272,43.0984,5.2292
601016.SH,20210310,20201231,-5.0787,-48.5725,68.876,7.0397
300697.SZ,20210310,20201231,14.0764,102.7091,1.3435,12.4763
603008.SH,20210310,20201231,42.8005,43.3399,27.8554,11.2009
605006.SH,20210310,20201231,32.0195,86.0089,61.4491,10.2425
603536.SH,20210310,20201231,7.3077,-78.7121,14.49,3.4347
603976.SH,20210310,20201231,10.8769,-15.8781,43.8931,4.5407
000737.SZ,20210310,20201231,1.2625,84.0895,3.8434,-5.5946
300821.SZ,20210310,20201231,21.8686,78.5566,14.9917,8.1083
000739.SZ,20210312,20201231,15.2372,53.2283,2.928,16.9439
600460.SH,20210313,20201231,48.4603,164.8711,15.7876,-0.6888
002056.SZ,20210312,20201231,45.6925,83.7997,8.723,16.0828
603385.SH,20210312,20201231,11.4762,-24.4797,24.7425,7.1651
688571.SH,20210312,20201231,7.4839,66.8255,12.5404,8.8878
000045.SZ,20210312,20201231,22.8627,324.246,8.1416,0.6583
002262.SZ,20210312,20201231,3.6776,10.4083,67.4541,18.346
600211.SH,20210312,20201231,18.1032,27.8127,30.6939,14.575
002865.SZ,20210313,20201231,-8.1166,-85.8416,15.5237,-2.0644
002916.SZ,20210313,20201231,-8.6595,-9.1367,17.412,20.8022
600292.SH,20210313,20201231,8.92,-507.2163,20.6284,-0.3658
000795.SZ,20210313,20201231,16.891,-114.617,5.6396,2.9167
300363.SZ,20210313,20201231,24.2648,71.4007,28.1087,8.926
000050.SZ,20210313,20201231,-4.5272,219.2687,48.2431,2.9339
002715.SZ,20210313,20201231,11.7252,14685.5405,37.7099,0.1893
603303.SH,20210313,20201231,11.3388,-23.7606,11.3416,9.466
600973.SH,20210315,20201231,-1.8683,197.1253,6.9207,3.8944
603773.SH,20210315,20201231,37.3896,-130.4518,26.9004,0.3305
002013.SZ,20210315,20201231,4.045,17.613,52.6532,8.0067
002777.SZ,20210315,20201231,25.7841,26.868,32.4889,14.1511
000727.SZ,20210315,20201231,3.3708,147.5717,8.7352,-39.8648
600841.SH,20210316,20201231,48.2304,156.548,42.317,3.8958
000712.SZ,20210316,20201231,-79.5452,-152.1999,4134.0657,1.6218
603093.SH,20210316,20201231,10.1026,1830.9527,135.8249,3.3626
002727.SZ,20210316,20201231,21.2869,55.0742,10.5443,14.5297
603020.SH,20210316,20201231,17.2202,14.4407,13.2284,5.9561
600794.SH,20210316,20201231,288.4757,193.1443,1.2336,8.2006
300242.SZ,20210316,20201231,2.7243,-2471.1028,6.004,-45.3051
002882.SZ,20210317,20201231,-3.6182,-8.719,24.4828,10.0114
600416.SH,20210317,20201231,-7.4122,97.6691,-4.5844,-10.5275
600961.SH,20210317,20201231,-16.8397,-111.1705,0.1448,186.7584
002810.SZ,20210317,20201231,19.6174,54.1816,26.3801,22.6083
