model,threshold,signals,signal_rate,hit_rate,avg_future_mean_return
price_only,0.35,458,0.4589178356713427,0.2816593886462882,0.03852758837542271
price_only,0.45,193,0.1933867735470942,0.26424870466321243,0.015388821028549347
price_only,0.55,32,0.03206412825651302,0.15625,-0.03153724218034833
price_only,0.65,0,0.0,,
price_only_rolling756,0.35,186,0.18637274549098196,0.03225806451612903,-0.05020610041282676
price_only_rolling756,0.45,119,0.11923847695390781,0.0,-0.0458972792568097
price_only_rolling756,0.55,86,0.08617234468937876,0.0,-0.032230079717573905
price_only_rolling756,0.65,20,0.02004008016032064,0.0,0.08900689852343659
price_plus_market_regime,0.35,414,0.4148296593186373,0.25120772946859904,0.022257009859341956
price_plus_market_regime,0.45,229,0.22945891783567135,0.2794759825327511,0.01784103396739032
price_plus_market_regime,0.55,62,0.06212424849699399,0.2903225806451613,-0.02389887919977228
price_plus_market_regime,0.65,16,0.01603206412825651,0.5625,0.06582542768640955
price_plus_market_regime_rolling756,0.35,168,0.1683366733466934,0.02976190476190476,-0.04026199648368446
price_plus_market_regime_rolling756,0.45,118,0.11823647294589178,0.0,-0.04297850225453124
price_plus_market_regime_rolling756,0.55,95,0.09519038076152304,0.0,-0.041964090900125726
price_plus_market_regime_rolling756,0.65,40,0.04008016032064128,0.0,0.06954922070661582
price_regime_cross_breadth,0.35,442,0.44288577154308617,0.2737556561085973,0.03644182289296618
price_regime_cross_breadth,0.45,228,0.22845691382765532,0.2894736842105263,0.021412721081937508
price_regime_cross_breadth,0.55,60,0.06012024048096192,0.2833333333333333,0.010521204505963916
price_regime_cross_breadth,0.65,22,0.022044088176352707,0.4090909090909091,0.03737561269636381
price_regime_cross_breadth_rolling756,0.35,167,0.16733466933867736,0.03592814371257485,-0.02515292265138435
price_regime_cross_breadth_rolling756,0.45,107,0.10721442885771543,0.0,-0.04811462959209056
price_regime_cross_breadth_rolling756,0.55,84,0.0841683366733467,0.0,-0.030564111179619022
price_regime_cross_breadth_rolling756,0.65,39,0.03907815631262525,0.0,0.07167801940177615
