target,target_kind,horizon_start,horizon_end,target_return,train_start,test_start,available_label_start,available_label_end,all_labeled_samples,all_labeled_event_rate,walk_forward_test_samples,walk_forward_test_event_rate
mean close of trading days 91-120 vs same-day close >= 10%,relative,21,60,0.05,20180102,20220104,2018-01-02,2026-02-12,1971,0.35058346017250125,998,0.26452905811623245
