ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000338.SZ,20260907,27.54,1.8325,1.8613,0.98,21.7695,18.3204,2.476,1.0265,0.984,2.5769,2.6624,864022.0621,495639.2543,487974.7523,23795167.5324,13649904.945
000338.SZ,20260904,26.85,1.986,2.0172,0.86,21.2241,17.8614,2.414,1.0008,0.9593,2.6431,2.7309,864022.0621,495639.2543,487974.7523,23198992.311,13307913.8625
000338.SZ,20260903,26.18,1.5273,1.5513,0.62,20.6945,17.4157,2.3538,0.9758,0.9354,2.7108,2.8007,864022.0621,495639.2543,487974.7523,22620097.5308,12975835.565
000338.SZ,20260902,25.88,2.1271,2.1605,0.91,20.4573,17.2162,2.3268,0.9646,0.9247,2.7422,2.8332,864022.0621,495639.2543,487974.7523,22360890.9128,12827143.79
000338.SZ,20260901,27.35,1.737,1.7643,0.75,21.6193,18.194,2.459,1.0194,0.9772,2.5948,2.6809,864022.0621,495639.2543,487974.7523,23631003.341,13555733.4875
000338.SZ,20260831,27.17,1.9796,2.0107,0.83,21.477,18.0743,2.4428,1.0127,0.9708,2.612,2.6987,864022.0621,495639.2543,487974.7523,23475479.3702,13466518.4225
000338.SZ,20260828,27.64,4.1262,4.1911,2.34,21.8486,18.387,2.485,1.0302,0.9876,2.5676,2.6528,864022.0621,495639.2543,487974.7523,23881569.7384,13699468.87
000338.SZ,20260827,26.99,2.446,2.4844,1.64,21.3347,20.6273,2.4453,1.006,0.9843,2.6294,2.7167,864022.0621,495639.2543,487974.7523,23319955.3994,13377303.3575
000338.SZ,20260826,27.03,1.4064,1.4285,0.91,21.3664,20.6578,2.4489,1.0075,0.9858,2.6255,2.7127,864022.0621,495639.2543,487974.7523,23354516.2818,13397128.9275
000338.SZ,20260825,27.02,1.6575,1.6835,1.14,21.3585,20.6502,2.448,1.0071,0.9854,2.6265,2.7137,864022.0621,495639.2543,487974.7523,23345876.0612,13392172.535
000338.SZ,20260824,26.99,2.2426,2.2779,1.65,21.3347,20.6273,2.4453,1.006,0.9843,2.6294,2.7167,864022.0621,495639.2543,487974.7523,23319955.3994,13377303.3575
000338.SZ,20260821,29.16,1.0609,1.0776,0.73,23.0501,22.2857,2.6419,1.0869,1.0635,2.4337,2.5145,864022.0621,495639.2543,487974.7523,25194883.2696,14452840.53
