ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
300229.SZ,20260605,15.97,2.0345,2.653,,,,3.702,27.2844,30.8809,,,87362.0932,87303.0233,66947.7781,1395172.6284,1394229.2821
300229.SZ,20260604,15.96,2.6065,3.399,0.91,,,3.6997,27.2673,30.8615,,,87362.0932,87303.0233,66947.7781,1394299.0075,1393356.2519
300229.SZ,20260603,16.48,2.2714,2.962,0.79,,,3.8202,28.1557,31.867,,,87362.0932,87303.0233,66947.7781,1439727.2959,1438753.824
300229.SZ,20260602,16.91,2.4749,3.2274,0.85,,,3.9199,28.8903,32.6985,,,87362.0932,87303.0233,66947.7781,1477292.996,1476294.124
300229.SZ,20260601,17.37,3.7368,4.873,1.4,,,4.0265,29.6762,33.588,,,87362.0932,87303.0233,66947.7781,1517479.5589,1516453.5147
300229.SZ,20260529,16.57,2.6326,3.433,0.98,,,3.8411,28.3095,32.0411,,,87362.0932,87303.0233,66947.7781,1447589.8843,1446611.0961
300229.SZ,20260528,17.04,3.1397,4.0943,1.15,,,3.95,29.1125,32.9499,,,87362.0932,87303.0233,66947.7781,1488650.0681,1487643.517
300229.SZ,20260527,17.33,2.3369,3.0475,0.8,,,4.0173,29.6079,33.5107,,,87362.0932,87303.0233,66947.7781,1513985.0752,1512961.3938
300229.SZ,20260526,17.97,2.6571,3.4649,0.84,,,4.1656,30.7013,34.7482,,,87362.0932,87303.0233,66947.7781,1569896.8148,1568835.3287
300229.SZ,20260525,18.46,2.5811,3.3659,0.79,,,4.2792,31.5385,35.6957,,,87362.0932,87303.0233,66947.7781,1612704.2405,1611613.8101
300229.SZ,20260522,18.37,2.6879,3.5051,0.8,,,4.2583,31.3847,35.5217,,,87362.0932,87303.0233,66947.7781,1604841.6521,1603756.538
300229.SZ,20260521,18.25,3.4464,4.4943,1.03,,,4.2305,31.1797,35.2896,,,87362.0932,87303.0233,66947.7781,1594358.2009,1593280.1752
300229.SZ,20260520,18.93,3.3145,4.3222,1.04,,,4.3881,32.3415,36.6045,,,87362.0932,87303.0233,66947.7781,1653764.4243,1652646.2311
300229.SZ,20260519,19.58,3.8683,5.0445,1.3,,,4.5388,33.452,37.8614,,,87362.0932,87303.0233,66947.7781,1710549.7849,1709393.1962
300229.SZ,20260518,19.1,2.9298,3.8206,0.94,,,4.4276,32.6319,36.9333,,,87362.0932,87303.0233,66947.7781,1668615.9801,1667487.745
300229.SZ,20260515,18.69,3.3333,4.3468,0.98,,,4.3325,31.9314,36.1405,,,87362.0932,87303.0233,66947.7781,1632797.5219,1631693.5055
300229.SZ,20260514,18.57,3.2824,4.2805,0.91,,,4.3047,31.7264,35.9084,,,87362.0932,87303.0233,66947.7781,1622314.0707,1621217.1427
300229.SZ,20260513,19.35,2.5238,3.2912,0.65,,,4.4855,33.059,37.4167,,,87362.0932,87303.0233,66947.7781,1690456.5034,1689313.5009
300229.SZ,20260512,19.12,2.8597,3.7292,0.78,,,4.4322,32.6661,36.9719,,,87362.0932,87303.0233,66947.7781,1670363.222,1669233.8055
300229.SZ,20260511,19.65,3.5507,4.6302,1.04,,,4.555,33.5716,37.9968,,,87362.0932,87303.0233,66947.7781,1716665.1314,1715504.4078
300229.SZ,20260508,19.49,4.7084,6.14,1.58,,,4.518,33.2982,37.6874,,,87362.0932,87303.0233,66947.7781,1702687.1965,1701535.9241
300229.SZ,20260507,19.52,4.4006,5.7386,1.69,,,4.5249,33.3495,37.7454,,,87362.0932,87303.0233,66947.7781,1705308.0593,1704155.0148
300229.SZ,20260506,18.72,3.9869,5.1991,1.48,,,4.3395,31.9827,36.1985,,,87362.0932,87303.0233,66947.7781,1635418.3847,1634312.5962
300229.SZ,20260430,17.87,1.6387,2.1369,0.51,,,4.1424,30.5305,34.5548,,,87362.0932,87303.0233,66947.7781,1561160.6055,1560105.0264
300229.SZ,20260429,17.95,2.2597,2.9468,0.68,,,4.161,30.6672,34.7095,,,87362.0932,87303.0233,66947.7781,1568149.5729,1567089.2682
300229.SZ,20260428,17.53,2.6256,3.4239,0.8,,,4.0636,29.9496,33.8974,,,87362.0932,87303.0233,66947.7781,1531457.4938,1530421.9984
300229.SZ,20260427,18.19,2.4933,3.2514,0.74,,,4.2166,31.0772,35.1736,,,87362.0932,87303.0233,66947.7781,1589116.4753,1588041.9938
300229.SZ,20260424,18.34,4.4958,5.8628,1.58,,,4.2514,31.3335,35.4637,,,87362.0932,87303.0233,66947.7781,1602220.7893,1601137.4473
300229.SZ,20260423,18.17,4.2828,5.585,1.72,,,4.212,31.043,35.135,,,87362.0932,87303.0233,66947.7781,1587369.2334,1586295.9334
300229.SZ,20260422,18.96,2.823,3.6814,1.17,,,4.3062,32.3927,32.3927,,,87362.0932,87303.0233,66947.7781,1656385.2871,1655265.3218
300229.SZ,20260421,18.57,2.2226,2.8984,0.89,,,4.2176,31.7264,31.7264,,,87362.0932,87303.0233,66947.7781,1622314.0707,1621217.1427
300229.SZ,20260420,19.01,2.9541,3.8523,1.29,,,4.3175,32.4782,32.4782,,,87362.0932,87303.0233,66947.7781,1660753.3917,1659630.4729
300229.SZ,20260417,18.71,1.9124,2.4938,0.76,,,4.2494,31.9656,31.9656,,,87362.0932,87303.0233,66947.7781,1634544.7638,1633439.5659
300229.SZ,20260416,18.72,2.5215,3.2882,0.99,,,4.2516,31.9827,31.9827,,,87362.0932,87303.0233,66947.7781,1635418.3847,1634312.5962
300229.SZ,20260415,18.39,2.413,3.1467,0.83,,,4.1767,31.4189,31.4189,,,87362.0932,87303.0233,66947.7781,1606588.8939,1605502.5985
300229.SZ,20260414,18.71,2.705,3.5274,1.03,,,4.1226,21.0357,33.0291,,,87362.0932,87303.0233,66947.7781,1634544.7638,1633439.5659
