ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
688111.SH,20260605,234.25,1.4534,3.3606,,59.1052,29.9119,7.1743,18.3082,17.3936,,,46337.2121,46337.2121,20040.4528,10854491.9344,10854491.9344
688111.SH,20260604,237.66,2.1757,5.0306,0.83,59.9656,30.3473,7.2787,18.5748,17.6468,0.3777,0.3777,46337.2121,46337.2121,20040.4528,11012501.8277,11012501.8277
688111.SH,20260603,250.55,2.5493,5.8946,1.02,63.218,31.9932,7.6735,19.5822,18.6039,0.3583,0.3583,46337.2121,46337.2121,20040.4528,11609788.4917,11609788.4917
688111.SH,20260602,262.25,3.0145,6.9701,1.36,66.1701,33.4872,8.0318,20.4966,19.4727,0.3423,0.3423,46337.2121,46337.2121,20040.4528,12151933.8732,12151933.8732
688111.SH,20260601,256.1,3.7491,8.6687,2.08,64.6184,32.7019,7.8435,20.016,19.016,0.3505,0.3505,46337.2121,46337.2121,20040.4528,11866960.0188,11866960.0188
688111.SH,20260529,238.5,2.0875,4.8268,1.24,60.1776,30.4546,7.3044,18.6404,17.7092,0.3764,0.3764,46337.2121,46337.2121,20040.4528,11051425.0859,11051425.0859
688111.SH,20260528,236.38,1.7261,3.9911,0.98,59.6427,30.1838,7.2395,18.4747,17.5518,0.3798,0.3798,46337.2121,46337.2121,20040.4528,10953190.1962,10953190.1962
688111.SH,20260527,236.52,1.9714,4.5581,1.13,59.678,30.2017,7.2438,18.4857,17.5622,0.3796,0.3796,46337.2121,46337.2121,20040.4528,10959677.4059,10959677.4059
688111.SH,20260526,242.68,1.5613,3.6101,0.9,61.2323,30.9883,7.4325,18.9671,18.0196,0.3699,0.3699,46337.2121,46337.2121,20040.4528,11245114.6324,11245114.6324
688111.SH,20260525,245.34,1.6789,3.8819,0.99,61.9034,31.328,7.5139,19.175,18.2171,0.3659,0.3659,46337.2121,46337.2121,20040.4528,11368371.6166,11368371.6166
