ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
688385.SH,20260605,55.63,3.1146,4.9533,,197.2281,187.4412,7.2936,11.5069,11.1051,,,82371.925,53938.925,33916.0626,4582350.1878,3000622.3978
688385.SH,20260604,57.31,2.5257,4.0167,0.56,203.1843,193.1018,7.5139,11.8544,11.4404,0.139,0.139,82371.925,53938.925,33916.0626,4720735.0218,3091239.7918
688385.SH,20260603,57.74,3.7559,5.9732,0.78,204.7088,194.5507,7.5702,11.9434,11.5263,0.138,0.138,82371.925,53938.925,33916.0626,4756154.9495,3114433.5295
688385.SH,20260602,57.41,3.9933,6.3507,0.83,203.5389,193.4388,7.527,11.8751,11.4604,0.1388,0.1388,82371.925,53938.925,33916.0626,4728972.2143,3096633.6843
688385.SH,20260601,59.47,4.6914,7.4611,0.98,210.8423,200.3798,7.7971,12.3012,11.8716,0.134,0.134,82371.925,53938.925,33916.0626,4898658.3798,3207747.8698
688385.SH,20260529,60.41,5.9708,9.4957,1.36,214.1749,203.547,7.9203,12.4956,12.0593,0.1319,0.1319,82371.925,53938.925,33916.0626,4976087.9893,3258450.4593
688385.SH,20260528,67.84,4.0392,6.4238,0.85,240.5169,228.5819,8.8944,14.0325,13.5425,0.1174,0.1174,82371.925,53938.925,33916.0626,5588111.392,3659216.672
688385.SH,20260527,68.59,5.4663,8.6934,1.22,243.1759,231.1089,8.9928,14.1876,13.6922,0.1161,0.1161,82371.925,53938.925,33916.0626,5649890.3358,3699670.8658
688385.SH,20260526,67.85,3.8885,6.1842,0.88,240.5524,228.6156,8.8958,14.0346,13.5445,0.1174,0.1174,82371.925,53938.925,33916.0626,5588935.1113,3659756.0613
688385.SH,20260525,70.89,4.6784,7.4404,1.1,251.3302,238.8586,9.2943,14.6634,14.1513,0.1124,0.1124,82371.925,53938.925,33916.0626,5839345.7633,3823730.3933
688385.SH,20260522,67.42,3.8518,6.1257,0.87,239.0279,227.1667,8.8394,13.9456,13.4586,0.1182,0.1182,82371.925,53938.925,33916.0626,5553515.1835,3636562.3235
688385.SH,20260521,65.55,5.9068,9.394,1.45,232.398,220.8659,8.5942,13.5588,13.0853,0.1215,0.1215,82371.925,53938.925,33916.0626,5399479.6838,3535696.5338
688385.SH,20260520,71.91,4.1096,6.6984,1.0,254.9465,242.2954,9.4281,14.8744,14.3549,0.1108,0.1108,82371.925,53938.925,33092.6866,5923365.1268,3878748.0968
688385.SH,20260519,70.99,3.5282,5.7507,0.87,251.6848,239.1956,9.3074,14.6841,14.1713,0.1122,0.1122,82371.925,53938.925,33092.6866,5847582.9558,3829124.2858
688385.SH,20260518,70.77,3.8583,6.2888,0.91,250.9048,238.4543,9.2786,14.6386,14.1274,0.1126,0.1126,82371.925,53938.925,33092.6866,5829461.1323,3817257.7223
688385.SH,20260515,69.1,4.6723,7.6155,1.16,244.9841,232.8273,9.0596,14.2931,13.794,0.1153,0.1153,82371.925,53938.925,33092.6866,5691900.0175,3727179.7175
688385.SH,20260514,71.66,4.2,6.8457,1.11,254.0602,241.4531,9.3953,14.8227,14.305,0.1112,0.1112,82371.925,53938.925,33092.6866,5902772.1455,3865263.3655
688385.SH,20260513,74.31,4.301,7.0103,1.09,263.4554,250.3821,9.7427,15.3708,14.834,0.1072,0.1072,82371.925,53938.925,33092.6866,6121057.7468,4008201.5168
688385.SH,20260512,73.61,3.3305,5.4285,0.75,260.9736,248.0235,9.6509,15.226,14.6943,0.1082,0.1082,82371.925,53938.925,33092.6866,6063397.3993,3970444.2693
688385.SH,20260511,74.73,4.7969,7.8187,1.23,264.9444,251.7972,9.7978,15.4577,14.9179,0.1066,0.1066,82371.925,53938.925,33092.6866,6155653.9553,4030855.8653
688385.SH,20260508,71.68,3.4884,5.6859,0.95,254.1311,241.5205,9.3979,14.8268,14.309,0.1111,0.1111,82371.925,53938.925,33092.6866,5904419.584,3866342.144
688385.SH,20260507,73.34,3.0721,5.0074,0.89,260.0164,247.1137,9.6155,15.1702,14.6404,0.1086,0.1086,82371.925,53938.925,33092.6866,6041156.9795,3955880.7595
688385.SH,20260506,72.25,5.0067,8.1607,1.68,256.1519,243.441,9.4726,14.9447,14.4228,0.1103,0.1103,82371.925,53938.925,33092.6866,5951371.5813,3897087.3313
688385.SH,20260430,68.07,5.9733,9.7361,2.78,241.3323,229.3568,8.9246,14.0801,13.5884,0.117,0.117,82371.925,53938.925,33092.6866,5607056.9348,3671622.6248
688385.SH,20260429,69.71,1.9806,3.2282,0.91,247.1467,247.1467,9.2987,14.4193,14.4193,0.1143,0.1143,82371.925,53938.925,33092.6866,5742146.8918,3760082.4618
688385.SH,20260428,70.45,2.2833,3.7217,1.03,249.7703,249.7703,9.3974,14.5724,14.5724,0.1131,0.1131,82371.925,53938.925,33092.6866,5803102.1163,3799997.2663
688385.SH,20260427,72.18,2.0725,3.378,0.87,255.9038,255.9038,9.6282,14.9302,14.9302,0.1104,0.1104,82371.925,53938.925,33092.6866,5945605.5465,3893311.6065
688385.SH,20260424,73.06,2.5939,4.2278,1.09,259.0237,259.0237,9.7456,15.1123,15.1123,0.109,0.109,82371.925,53938.925,33092.6866,6018092.8405,3940777.8605
688385.SH,20260423,75.08,1.7967,2.9284,0.77,266.1853,266.1853,10.015,15.5301,15.5301,0.1061,0.1061,82371.925,53938.925,33092.6866,6184484.129,4049734.489
688385.SH,20260422,76.0,2.0871,3.4019,0.92,269.447,269.447,10.1378,15.7204,15.7204,0.1048,0.1048,82371.925,53938.925,33092.6866,6260266.3,4099358.3
688385.SH,20260421,76.52,2.5861,4.2152,1.18,271.2906,271.2906,10.2071,15.8279,15.8279,0.1041,0.1041,82371.925,53938.925,33092.6866,6303099.701,4127406.541
688385.SH,20260420,75.07,2.914,4.7497,1.48,266.1498,266.1498,10.0137,15.528,15.528,0.1061,0.1061,82371.925,53938.925,33092.6866,6183660.4098,4049195.0998
688385.SH,20260417,71.91,2.4688,4.024,1.37,254.9465,254.9465,9.5923,14.8744,14.8744,0.1108,0.1108,82371.925,53938.325,33092.0866,5923365.1268,3878704.9508
688385.SH,20260416,69.8,1.5694,2.558,0.82,247.4658,247.4658,9.3109,14.4379,14.4379,0.1141,0.1141,82371.925,53938.325,33092.0866,5749560.365,3764895.085
688385.SH,20260415,68.69,1.8285,2.9804,0.9,243.5287,243.5287,9.1628,14.2082,14.2082,0.116,0.116,82371.325,53938.325,33092.0866,5658086.3143,3705023.5443
688385.SH,20260414,70.2,2.183,3.5582,1.2,248.8821,248.8821,9.3642,14.5206,14.5206,0.1135,0.1135,82371.325,53938.325,33092.0866,5782467.015,3786470.415
688385.SH,20260413,67.18,1.7687,2.8829,0.91,238.1752,238.1752,8.9613,13.8959,13.8959,0.1186,0.1186,82371.325,53938.325,33092.0866,5533705.6135,3623576.6735
688385.SH,20260410,68.75,1.6453,2.6817,0.78,243.7414,243.7414,9.1708,14.2206,14.2206,0.1159,0.1159,82371.325,53938.325,33092.0866,5663028.5938,3708259.8438
688385.SH,20260409,69.25,2.1436,3.4939,1.08,245.5141,245.5141,9.2375,14.3241,14.3241,0.115,0.115,82371.325,53938.325,33092.0866,5704214.2563,3735229.0063
688385.SH,20260408,69.01,2.3818,3.8822,1.3,244.6632,244.6632,9.2054,14.2744,14.2744,0.1154,0.1154,82371.325,53938.325,33092.0866,5684445.1383,3722283.8083
688385.SH,20260407,64.23,1.1671,1.9023,0.57,227.7165,227.7165,8.5678,13.2857,13.2857,0.124,0.124,82371.325,53938.325,33092.0866,5290710.2048,3464458.6148
688385.SH,20260403,65.45,2.4251,3.9528,1.36,232.0418,232.0418,8.7306,13.538,13.538,0.1217,0.1217,82371.325,53938.325,33092.0866,5391203.2213,3530263.3713
688385.SH,20260402,62.59,2.4739,4.0324,1.59,221.9022,221.9022,8.3491,12.9465,12.9465,0.1273,0.1273,82371.325,53938.325,33092.0866,5155621.2318,3375999.7618
688385.SH,20260401,66.5,1.434,2.3373,0.91,235.7644,235.7644,8.8706,13.7552,13.7552,0.1198,0.1198,82371.325,53938.325,33092.0866,5477693.1125,3586898.6125
688385.SH,20260331,66.63,1.6673,2.7176,1.07,236.2253,236.2253,8.888,13.7821,13.7821,0.1196,0.1196,82371.325,53938.325,33092.0866,5488401.3848,3593910.5948
688385.SH,20260330,67.67,2.1624,3.5246,1.46,239.9125,239.9125,9.0267,13.9972,13.9972,0.1177,0.1177,82371.325,53938.325,33092.0866,5574067.5628,3650006.4528
688385.SH,20260327,67.92,1.1593,1.8897,0.71,97.7071,240.7988,8.9989,15.583,14.049,0.1173,0.1173,82371.325,53938.325,33092.0866,5594660.394,3663491.034
