ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
300499.SZ,20260605,36.73,9.3556,9.745,,395.0162,367.2023,8.1704,11.3351,11.4048,,,30524.8564,27140.8406,26056.188,1121177.9756,996883.0752
300499.SZ,20260604,38.25,10.4177,10.8514,0.96,411.3632,382.3983,8.5085,11.8041,11.8768,,0.1725,30524.8564,27140.8406,26056.188,1167575.7573,1038137.153
300499.SZ,20260603,37.0,10.2888,10.7171,0.87,397.92,369.9016,8.1114,11.4184,11.4886,,,30524.8564,27140.8406,26056.188,1129419.6868,1004211.1022
300499.SZ,20260602,36.9,8.9701,9.3435,0.7,396.8445,368.9019,8.0894,11.3875,11.4576,,,30524.8564,27140.8406,26056.188,1126367.2012,1001497.0181
300499.SZ,20260601,36.64,9.7101,10.1144,0.69,394.0483,366.3026,8.0324,11.3073,11.3769,,,30524.8564,27140.8406,26056.188,1118430.7385,994440.3996
300499.SZ,20260529,38.2,14.7896,15.4053,1.07,410.8255,381.8984,8.3744,11.7887,11.8612,,,30524.8564,27140.8406,26056.188,1166049.5145,1036780.1109
300499.SZ,20260528,42.01,10.745,11.1922,0.68,451.8005,419.9883,9.2097,12.9645,13.0443,,,30524.8564,27140.8406,26056.188,1282349.2174,1140186.7136
300499.SZ,20260527,40.92,14.6263,15.2351,0.85,440.078,409.0912,8.9707,12.6281,12.7058,,,30524.8564,27140.8406,26056.188,1249077.1239,1110603.1974
300499.SZ,20260526,43.85,13.8225,14.3979,0.78,471.5889,438.3834,9.6131,13.5323,13.6156,,,30524.8564,27140.8406,26056.188,1338514.9531,1190125.8603
300499.SZ,20260525,46.33,16.5708,17.2606,0.98,498.2603,463.1768,10.1568,14.2977,14.3856,,,30524.8564,27140.8406,26056.188,1414216.597,1257435.145
300499.SZ,20260522,45.31,13.4834,14.0447,0.79,487.2906,452.9795,9.9331,13.9829,14.0689,,,30524.8564,27140.8406,26056.188,1383081.2435,1229751.4876
300499.SZ,20260521,43.14,20.369,21.217,1.23,463.9532,431.2853,9.4574,13.3132,13.3951,,,30524.8564,27140.8406,26056.188,1316842.3051,1170855.8635
300499.SZ,20260520,47.53,21.5601,22.4576,1.31,511.1658,475.1736,10.4198,14.668,14.7582,,,30524.8564,27140.8406,26056.188,1450846.4247,1290004.1537
300499.SZ,20260519,45.91,16.3006,16.9792,1.05,493.7434,458.9779,10.0647,14.1681,14.2552,,,30524.8564,27140.8406,26056.188,1401396.1573,1246035.9919
300499.SZ,20260518,43.98,12.971,13.511,0.81,472.987,439.683,9.6416,13.5724,13.656,,,30524.8564,27140.8406,26056.188,1342483.1845,1193654.1696
300499.SZ,20260515,43.13,14.2499,14.8431,0.9,463.8456,431.1853,9.4552,13.3101,13.392,,,30524.8564,27140.8406,26056.188,1316537.0565,1170584.4551
300499.SZ,20260514,43.6,18.0406,18.7916,1.11,468.9003,435.884,9.5583,13.4552,13.538,,,30524.8564,27140.8406,26056.188,1330883.739,1183340.6502
300499.SZ,20260513,46.4,20.89,21.7596,1.43,499.0132,463.8766,10.1721,14.3193,14.4074,,,30524.8564,27140.8406,26056.188,1416353.337,1259335.0038
300499.SZ,20260512,43.74,11.5582,12.0394,0.83,470.4059,437.2837,9.589,13.4984,13.5814,,,30524.8564,27140.8406,26056.188,1335157.2189,1187140.3678
300499.SZ,20260511,44.37,15.6886,16.3416,1.25,477.1813,443.582,9.7271,13.6928,13.7771,,,30524.8564,27140.8406,26056.188,1354387.8785,1204239.0974
300499.SZ,20260508,43.77,12.8363,13.3707,1.11,470.7286,437.5836,9.5955,13.5076,13.5907,,,30524.8564,27140.8406,26056.188,1336072.9646,1187954.5931
