ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
601398.SH,20260907,7.97,0.1267,1.095,1.0,7.7071,7.5922,0.7169,3.3886,3.2388,5.6386,3.8933,35640625.7089,26961221.2539,3119269.1681,284055786.9087,214880933.3625
601398.SH,20260904,8.13,0.0905,0.7819,0.72,7.8619,7.7446,0.7313,3.4566,3.3038,5.5276,3.8167,35640625.7089,26961221.2539,3119269.1681,289758287.0223,219194728.7625
601398.SH,20260903,8.1,0.123,1.0632,0.96,7.8328,7.7161,0.7286,3.4439,3.2916,5.5481,3.8309,35640625.7089,26961221.2539,3119269.1681,288689068.251,218385892.125
601398.SH,20260902,8.22,0.1379,1.1919,1.17,7.9489,7.8304,0.7394,3.4949,3.3404,5.4671,3.7749,35640625.7089,26961221.2539,3119269.1681,292965943.3362,221621238.675
601398.SH,20260901,8.15,0.1325,1.0319,1.17,7.8812,7.7637,0.7331,3.4651,3.312,5.5141,3.8074,35640625.7089,26961221.2539,3462274.4921,290471099.5365,219733953.1875
601398.SH,20260831,8.07,0.1495,1.164,1.36,7.8038,7.6875,0.7259,3.4311,3.2794,5.5687,3.8451,35640625.7089,26961221.2539,3462274.4921,287619849.4797,217577055.4875
601398.SH,20260828,7.86,0.0889,0.7686,0.79,7.6008,7.5438,0.7105,3.3418,3.2731,5.7175,3.9478,35640625.7089,26961221.2539,3119269.1681,280135318.0806,211915199.025
601398.SH,20260827,7.82,0.1318,1.139,1.15,7.5621,7.5054,0.7069,3.3248,3.2565,5.7468,3.968,35640625.7089,26961221.2539,3119269.1681,278709693.0522,210836750.175
601398.SH,20260826,7.92,0.0889,0.7683,0.68,7.6588,7.6013,0.7159,3.3673,3.2981,5.6742,3.9179,35640625.7089,26961221.2539,3119269.1681,282273755.6232,213532872.3
601398.SH,20260825,7.9,0.1083,0.9357,0.79,7.6394,7.5822,0.7141,3.3588,3.2898,5.6886,3.9278,35640625.7089,26961221.2539,3119269.1681,281560943.109,212993647.875
