ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
601088.SH,20260907,46.09,0.2881,1.7742,1.6,18.9155,18.5188,2.2169,3.3897,3.2369,6.3307,4.1496,2168943.4304,1649103.7955,267832.8759,99966602.6887,76007194.142
601088.SH,20260904,47.61,0.1204,0.7416,0.66,19.5393,19.1296,2.29,3.5015,3.3437,6.1286,4.0171,2168943.4304,1649103.7955,267832.8759,103263396.7023,78513831.918
601088.SH,20260903,47.78,0.1324,0.8154,0.72,19.6091,19.1979,2.2982,3.514,3.3556,6.1068,4.0028,2168943.4304,1649103.7955,267832.8759,103632117.0854,78794179.564
601088.SH,20260902,48.05,0.2105,1.2964,1.28,19.7199,19.3064,2.3112,3.5338,3.3746,6.0725,3.9803,2168943.4304,1649103.7955,267832.8759,104217731.8115,79239437.59
601088.SH,20260901,48.3,0.1959,1.2061,1.25,19.8225,19.4068,2.3232,3.5522,3.3921,6.041,3.9597,2168943.4304,1649103.7955,267832.8759,104759967.669,79651713.54
601088.SH,20260831,48.78,0.2402,1.4788,1.74,20.0195,19.5997,2.3463,3.5875,3.4259,5.9816,3.9208,2168943.4304,1649103.7955,267832.8759,105801060.5154,80443283.364
601088.SH,20260828,47.63,0.1378,0.8485,1.04,19.5475,20.0335,2.1482,3.5029,3.4933,6.126,4.0154,2168943.4304,1649103.7955,267832.8759,103306775.5709,78546813.994
601088.SH,20260827,47.8,0.1317,0.8111,0.95,19.6173,20.105,2.1559,3.5154,3.5058,6.1042,4.0012,2168943.4304,1649103.7955,267832.8759,103675495.954,78827161.64
601088.SH,20260826,47.26,0.1187,0.7308,0.72,19.3957,19.8779,2.1315,3.4757,3.4662,6.174,4.0469,2168943.4304,1649103.7955,267832.8759,102504266.5018,77936645.588
601088.SH,20260825,47.17,0.1564,0.9632,0.9,19.3588,19.84,2.1274,3.4691,3.4596,6.1858,4.0546,2168943.4304,1649103.7955,267832.8759,102309061.5931,77788226.246
601088.SH,20260824,46.89,0.1452,0.8939,0.85,19.2438,19.7223,2.1148,3.4485,3.439,6.2227,4.0788,2168943.4304,1649103.7955,267832.8759,101701757.4327,77326477.182
601088.SH,20260821,46.41,0.1099,0.6766,0.63,19.0468,19.5204,2.0932,3.4132,3.4038,6.287,4.121,2168943.4304,1649103.7955,267832.8759,100660664.5863,76534907.358
601088.SH,20260820,46.55,0.1655,1.0191,0.95,19.1043,19.5792,2.0995,3.4235,3.4141,6.2681,4.1086,2168943.4304,1649103.7955,267832.8759,100964316.6665,76765781.89
601088.SH,20260819,46.52,0.2426,1.4936,1.57,19.092,19.5666,2.0981,3.4213,3.4119,6.2722,4.1112,2168943.4304,1649103.7955,267832.8759,100899248.3636,76716308.776
601088.SH,20260818,45.7,0.2041,1.2567,1.42,18.7555,19.2217,2.0611,3.361,3.3518,6.3847,4.185,2168943.4304,1649103.7955,267832.8759,99120714.751,75364043.66
601088.SH,20260817,44.79,0.1286,0.792,0.83,18.382,18.839,2.0201,3.2941,3.285,6.5144,4.27,2168943.4304,1649103.7955,267832.8759,97146976.2297,73863359.202
601088.SH,20260814,44.72,0.1336,0.8224,0.83,18.3533,18.8095,2.0169,3.2889,3.2799,6.5246,4.2767,2168943.4304,1649103.7955,267832.8759,96995150.1896,73747921.936
601088.SH,20260813,44.34,0.1634,1.0061,0.93,18.1973,18.6497,1.9998,3.261,3.252,6.5806,4.3134,2168943.4304,1649103.7955,267832.8759,96170951.6862,73121262.492
601088.SH,20260812,44.07,0.1417,0.8723,0.78,18.0865,18.5361,1.9876,3.2411,3.2322,6.6209,4.3398,2168943.4304,1649103.7955,267832.8759,95585336.9601,72676004.466
601088.SH,20260811,44.7,0.1535,0.9451,0.78,18.3451,18.8011,2.016,3.2874,3.2784,6.5276,4.2786,2168943.4304,1649103.7955,267832.8759,96951771.321,73714939.86
601088.SH,20260810,44.68,0.1811,1.115,0.86,18.3368,18.7927,2.0151,3.286,3.2769,6.5305,4.2806,2168943.4304,1649103.7955,267832.8759,96908392.4524,73681957.784
601088.SH,20260807,43.94,0.1627,1.0019,0.69,18.0331,18.4815,1.9818,3.2315,3.2227,6.6405,4.3526,2168943.4304,1649103.7955,267832.8759,95303374.3142,72461620.972
601088.SH,20260806,43.97,0.2396,1.475,1.03,18.0455,18.4941,1.9831,3.2337,3.2249,6.6359,4.3497,2168943.4304,1649103.7955,267832.8759,95368442.6171,72511094.086
601088.SH,20260805,43.0,0.1661,1.023,0.7,17.6474,18.0861,1.9394,3.1624,3.1537,6.7856,4.4478,2168943.4304,1649103.7955,267832.8759,93264567.49,70911463.4
601088.SH,20260804,43.15,0.2336,1.4385,1.0,17.7089,18.1492,1.9461,3.1734,3.1647,6.762,4.4323,2168943.4304,1649103.7955,267832.8759,93589909.0045,71158828.97
601088.SH,20260803,43.73,0.2499,1.5386,1.12,17.947,18.3931,1.9723,3.2161,3.2073,6.6724,4.3735,2168943.4304,1649103.7955,267832.8759,94847896.1939,72115309.174
601088.SH,20260731,45.69,0.2947,1.8146,1.44,18.7514,19.2175,2.0607,3.3602,3.351,6.3861,4.1859,2168943.4304,1649103.7955,267832.8759,99099025.3167,75347552.622
601088.SH,20260730,45.7,0.2223,1.3687,1.12,18.7555,19.2217,2.0611,3.361,3.3518,6.3847,4.185,2168943.4304,1649103.7955,267832.8759,99120714.751,75364043.66
601088.SH,20260729,45.03,0.1826,1.1246,0.83,18.4805,18.9399,2.0309,3.3117,3.3026,6.4797,4.2473,2168943.4304,1649103.7955,267832.8759,97667522.6529,74259144.114
601088.SH,20260728,45.44,0.2227,1.3714,0.89,18.6488,19.1124,2.0494,3.3419,3.3327,6.4213,4.209,2168943.4304,1649103.7955,267832.8759,98556789.4592,74935276.672
601088.SH,20260727,44.83,0.1904,1.1723,0.68,18.3984,18.8558,2.0219,3.297,3.2879,6.5086,4.2662,2168943.4304,1649103.7955,267832.8759,97233733.9669,73929323.354
601088.SH,20260724,45.7,0.2049,1.2618,0.69,18.7555,19.2217,2.0611,3.361,3.3518,6.3847,4.185,2168943.4304,1649103.7955,267832.8759,99120714.751,75364043.66
601088.SH,20260723,45.32,0.1905,1.1727,0.64,18.5995,19.0619,2.044,3.333,3.3239,6.4383,4.2201,2168943.4304,1649103.7955,267832.8759,98296516.2476,74737384.216
601088.SH,20260722,45.44,0.2856,1.7583,1.04,18.6488,19.1124,2.0494,3.3419,3.3327,6.4213,4.209,2168943.4304,1649103.7955,267832.8759,98556789.4592,74935276.672
601088.SH,20260721,45.1,0.3769,2.3209,1.44,18.5092,18.9694,2.0341,3.3169,3.3077,6.4697,4.2407,2168943.4304,1649103.7955,267832.8759,97819348.693,74374581.38
601088.SH,20260720,46.14,0.3477,2.1406,1.39,18.936,19.4068,2.081,3.3933,3.384,6.3238,4.1451,2168943.4304,1649103.7955,267832.8759,100075049.8602,76089649.332
