ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
600489.SH,20260907,25.07,1.0684,1.9725,0.53,24.6316,18.4248,3.7396,1.5368,1.397,1.5477,1.8269,484731.2564,484731.2564,262549.579,12152212.6882,12152212.6882
600489.SH,20260904,25.6,1.4776,2.728,0.7,25.1524,18.8143,3.8187,1.5693,1.4265,1.5156,1.7891,484731.2564,484731.2564,262549.579,12409120.256,12409120.256
600489.SH,20260903,25.69,2.0701,3.8219,0.98,25.2408,18.8805,3.8321,1.5748,1.4315,1.5103,1.7828,484731.2564,484731.2564,262549.579,12452746.0694,12452746.0694
600489.SH,20260902,24.7,2.3266,4.2956,1.16,24.2681,18.1529,3.6845,1.5141,1.3764,1.5709,1.8543,484731.2564,484731.2564,262549.579,11972862.122,11972862.122
600489.SH,20260901,25.35,1.5375,2.8386,0.72,24.9067,18.6306,3.7814,1.554,1.4126,1.5306,1.8067,484731.2564,484731.2564,262549.579,12287937.441,12287937.441
600489.SH,20260831,25.62,2.7044,4.993,1.2,25.172,18.829,3.8217,1.5705,1.4276,1.5144,1.7877,484731.2564,484731.2564,262549.579,12418814.8812,12418814.8812
600489.SH,20260828,26.68,1.8783,3.4678,0.79,26.2135,19.608,3.9798,1.6355,1.4867,1.4543,1.7166,484731.2564,484731.2564,262549.579,12932630.0168,12932630.0168
600489.SH,20260827,26.69,2.0948,3.8675,0.83,26.2233,20.6154,3.9447,1.6361,1.4904,1.4537,1.716,484731.2564,484731.2564,262549.579,12937477.3294,12937477.3294
600489.SH,20260826,26.43,1.8073,3.3367,0.71,25.9678,20.4146,3.9063,1.6202,1.4759,1.468,1.7329,484731.2564,484731.2564,262549.579,12811447.2018,12811447.2018
600489.SH,20260825,26.24,2.2608,4.174,0.96,25.7812,20.2678,3.8782,1.6085,1.4653,1.4787,1.7454,484731.2564,484731.2564,262549.579,12719348.2624,12719348.2624
600489.SH,20260824,27.26,3.2183,5.9417,1.61,26.7833,21.0557,4.0289,1.6711,1.5223,1.4233,1.6801,484731.2564,484731.2564,262549.579,13213774.1476,13213774.1476
600489.SH,20260821,27.18,2.5105,4.635,1.4,26.7047,20.9939,4.0171,1.6661,1.5178,1.4275,1.6851,484731.2564,484731.2564,262549.579,13174995.6468,13174995.6468
600489.SH,20260820,26.37,2.8007,5.1708,1.7,25.9089,20.3682,3.8974,1.6165,1.4726,1.4714,1.7368,484731.2564,484731.2564,262549.579,12782363.3262,12782363.3262
600489.SH,20260819,25.19,1.8845,3.4792,1.15,24.7495,19.4568,3.723,1.5442,1.4067,1.5403,1.8182,484731.2564,484731.2564,262549.579,12210380.4394,12210380.4394
600489.SH,20260818,25.35,1.3209,2.4388,0.67,24.9067,19.5804,3.7466,1.554,1.4156,1.5306,1.8067,484731.2564,484731.2564,262549.579,12287937.441,12287937.441
600489.SH,20260817,25.48,1.4914,2.7534,0.7,25.0344,19.6808,3.7659,1.5619,1.4229,1.5228,1.7975,484731.2564,484731.2564,262549.579,12350952.5048,12350952.5048
600489.SH,20260814,24.27,1.4878,2.7469,0.64,23.8456,18.7462,3.587,1.4878,1.3553,1.5987,1.8871,484731.2564,484731.2564,262549.579,11764427.6802,11764427.6802
600489.SH,20260813,24.31,2.0435,3.7727,0.8,23.8849,18.7771,3.5929,1.4902,1.3575,1.5961,1.884,484731.2564,484731.2564,262549.579,11783816.9306,11783816.9306
600489.SH,20260812,25.56,1.8193,3.3588,0.68,25.1131,19.7426,3.7777,1.5668,1.4273,1.518,,484731.2564,484731.2564,262549.579,12389731.0056,12389731.0056
600489.SH,20260811,24.95,3.0678,5.6639,1.32,24.5137,19.2714,3.6875,1.5294,1.3933,1.5551,,484731.2564,484731.2564,262549.579,12094044.937,12094044.937
600489.SH,20260810,26.62,2.2815,4.2122,1.03,26.1545,20.5613,3.9343,1.6318,1.4865,1.4576,,484731.2564,484731.2564,262549.579,12903546.1412,12903546.1412
600489.SH,20260807,26.1,2.3408,4.3216,1.08,25.6436,20.1597,3.8575,1.5999,1.4575,1.4866,,484731.2564,484731.2564,262549.579,12651485.886,12651485.886
600489.SH,20260806,25.11,3.2741,6.0449,1.71,24.6709,19.395,3.7112,1.5393,1.4022,1.5452,,484731.2564,484731.2564,262549.579,12171601.9386,12171601.9386
600489.SH,20260805,24.25,2.4104,4.4502,1.4,23.826,18.7307,3.5841,1.4865,1.3542,1.6,,484731.2564,484731.2564,262549.579,11754733.055,11754733.055
600489.SH,20260804,22.26,1.3064,2.4119,0.77,21.8708,17.1937,3.29,1.3645,1.2431,1.743,,484731.2564,484731.2564,262549.579,10790117.8476,10790117.8476
600489.SH,20260803,22.54,1.6932,3.126,1.01,22.1459,17.4099,3.3313,1.3817,1.2587,1.7214,,484731.2564,484731.2564,262549.579,10925842.6004,10925842.6004
600489.SH,20260731,23.01,2.1949,4.0523,1.38,22.6076,17.773,3.4008,1.4105,1.2849,1.6862,,484731.2564,484731.2564,262549.579,11153666.2926,11153666.2926
600489.SH,20260730,21.9,1.951,3.6021,1.17,21.517,16.9156,3.2367,1.3425,1.223,1.7717,,484731.2564,484731.2564,262549.579,10615614.594,10615614.594
600489.SH,20260729,21.74,1.4521,2.6809,0.73,21.3598,16.792,3.2131,1.3327,1.214,1.7847,,484731.2564,484731.2564,262549.579,10538057.5924,10538057.5924
600489.SH,20260728,21.34,1.1517,2.1263,0.52,20.9668,16.4831,3.154,1.3082,1.1917,1.8182,,484731.2564,484731.2564,262549.579,10344165.0884,10344165.0884
600489.SH,20260727,21.54,1.6119,2.9759,0.71,21.1633,16.6375,3.1835,1.3204,1.2029,1.8013,,484731.2564,484731.2564,262549.579,10441111.3404,10441111.3404
600489.SH,20260724,21.36,1.7828,3.2914,0.76,20.9865,16.4985,3.1569,1.3094,1.1928,1.8165,,484731.2564,484731.2564,262549.579,10353859.7136,10353859.7136
600489.SH,20260723,22.45,2.3251,4.2928,1.06,22.0574,17.3404,3.318,1.3762,1.2537,1.7283,,484731.2564,484731.2564,262549.579,10882216.787,10882216.787
600489.SH,20260722,22.11,3.0931,5.7106,1.64,21.7234,17.0778,3.2678,1.3554,1.2347,1.7549,,484731.2564,484731.2564,262549.579,10717408.1586,10717408.1586
600489.SH,20260721,20.78,2.2746,4.1995,1.26,20.4166,16.0505,3.0712,1.2738,1.1604,1.8672,,484731.2564,484731.2564,262549.579,10072715.5828,10072715.5828
600489.SH,20260720,19.53,1.8759,3.4634,1.1,19.1885,15.085,2.8865,1.1972,1.0906,1.9867,,484731.2564,484731.2564,262549.579,9466801.5078,9466801.5078
600489.SH,20260717,19.06,2.1634,3.9941,1.32,18.7267,14.722,2.817,1.1684,1.0644,2.0357,,484731.2564,484731.2564,262549.579,9238977.8156,9238977.8156
600489.SH,20260716,19.99,1.5964,2.9474,0.97,19.6404,15.4403,2.9545,1.2254,1.1163,1.941,,484731.2564,484731.2564,262549.579,9689777.8874,9689777.8874
600489.SH,20260715,20.12,1.5035,2.7758,0.9,19.7682,15.5407,2.9737,1.2334,1.1236,1.9284,,484731.2564,484731.2564,262549.579,9752792.9512,9752792.9512
600489.SH,20260714,20.47,1.9225,3.5494,1.21,20.1121,15.8111,3.0254,1.2548,1.1431,1.8955,,484731.2564,484731.2564,262549.579,9922448.8922,9922448.8922
600489.SH,20260713,19.67,1.3743,2.5373,0.71,19.326,15.1931,2.9072,1.2058,1.0984,1.9725,,484731.2564,484731.2564,262549.579,9534663.8842,9534663.8842
600489.SH,20260710,20.34,1.7723,3.2721,0.77,19.9843,15.7107,3.0062,1.2469,1.1358,1.9076,,484731.2564,484731.2564,262549.579,9859433.8284,9859433.8284
600489.SH,20260709,19.95,1.6941,3.1277,0.65,19.6011,15.4094,2.9485,1.2229,1.1141,1.9449,,484731.2564,484731.2564,262549.579,9670388.637,9670388.637
600489.SH,20260708,19.88,1.6276,3.005,0.62,19.5324,15.3553,2.9382,1.2187,1.1102,1.9517,,484731.2564,484731.2564,262549.579,9636457.4488,9636457.4488
600489.SH,20260707,19.75,1.452,2.6807,0.54,19.4046,15.2549,2.919,1.2107,1.1029,1.9646,,484731.2564,484731.2564,262549.579,9573442.385,9573442.385
600489.SH,20260706,20.6,3.0836,5.6931,1.28,20.2398,15.9115,3.0446,1.2628,1.1504,1.8835,,484731.2564,484731.2564,262549.579,9985463.956,9985463.956
