ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000651.SZ,20260907,38.9,0.5698,0.7503,0.88,7.5128,7.8187,1.4672,1.2784,1.3407,7.6897,7.7042,560140.5741,551289.2991,418637.9131,21789468.562,21445153.77
000651.SZ,20260904,38.98,0.6028,0.7938,0.85,7.5283,7.8348,1.4702,1.281,1.3435,7.6739,7.6884,560140.5741,551289.2991,418637.9131,21834279.8084,21489256.914
000651.SZ,20260903,38.74,0.5833,0.7681,0.67,7.4819,7.7866,1.4612,1.2731,1.3352,7.7214,7.736,560140.5741,551289.2991,418637.9131,21699846.0692,21356947.482
000651.SZ,20260902,38.48,0.5554,0.7314,0.58,7.4317,7.7343,1.4514,1.2646,1.3263,7.7736,7.7883,560140.5741,551289.2991,418637.9131,21554209.5184,21213612.264
000651.SZ,20260901,38.55,0.8084,1.0646,0.83,7.4452,7.7484,1.454,1.2669,1.3287,7.7595,7.7741,560140.5741,551289.2991,418637.9131,21593419.359,21252202.515
000651.SZ,20260831,38.95,0.6869,0.9045,0.66,7.5225,7.8288,1.4691,1.28,1.3425,7.6798,7.6943,560140.5741,551289.2991,418637.9131,21817475.591,21472718.235
000651.SZ,20260828,39.0,0.8977,1.1821,0.89,7.5321,7.8388,1.471,1.2817,1.3442,7.67,7.6844,560140.5741,551289.2991,418637.9131,21845482.62,21500282.7
000651.SZ,20260827,39.27,1.4139,1.8619,1.62,7.5843,7.8931,1.4812,1.2905,1.3535,7.6172,7.6316,560140.5741,551289.2991,418637.9131,21996720.5766,21649130.811
000651.SZ,20260826,41.58,0.9752,1.2835,1.03,8.0304,7.9815,1.532,1.3664,1.3548,7.1941,7.1941,560140.5741,552200.9441,419549.5614,23290645.0711,22960515.2557
000651.SZ,20260825,41.62,0.8797,1.1578,1.0,8.0381,7.9892,1.5335,1.3678,1.3561,7.1871,7.1871,560140.5741,552200.9441,419549.5614,23313050.694,22982603.2934
000651.SZ,20260824,41.45,1.0059,1.324,1.26,8.0053,7.9565,1.5272,1.3622,1.3506,7.2166,7.2166,560140.5741,552200.9441,419549.5614,23217826.7964,22888729.1329
000651.SZ,20260821,41.24,0.7874,1.0364,1.04,7.9647,7.9162,1.5195,1.3553,1.3438,7.2534,7.2534,560140.5741,552200.9441,419549.5614,23100197.2759,22772766.9347
000651.SZ,20260820,41.42,0.6985,0.9194,0.98,7.9995,7.9508,1.5261,1.3612,1.3496,7.2218,7.2218,560140.5741,552200.9441,419549.5614,23201022.5792,22872163.1046
000651.SZ,20260819,41.32,1.3712,1.8048,2.53,7.9802,7.9316,1.5225,1.3579,1.3464,7.2393,7.2393,560140.5741,552200.9441,419549.5614,23145008.5218,22816943.0102
000651.SZ,20260818,40.06,0.5344,0.7034,0.97,7.7368,7.6897,1.476,1.3165,1.3053,7.467,7.467,560140.5741,552200.9441,419549.5614,22439231.3984,22121169.8206
