ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
603993.SH,20260907,18.37,0.6643,1.6334,0.7,19.3234,14.1272,4.3828,1.9015,1.5897,1.3881,1.5569,2139431.0176,1746084.2176,710084.1776,39301347.8374,32075567.1214
603993.SH,20260904,18.48,0.7828,1.9248,0.78,19.4391,14.2118,4.4091,1.9129,1.5992,1.3799,1.5476,2139431.0176,1746084.2176,710084.1776,39536685.2496,32267636.3856
603993.SH,20260903,18.61,0.6925,1.7029,0.6,19.5758,14.3117,4.4401,1.9264,1.6104,1.3702,1.5368,2139431.0176,1746084.2176,710084.1776,39814811.2822,32494627.3342
603993.SH,20260902,18.46,1.18,2.9015,0.81,19.4181,14.1964,4.4043,1.9108,1.5974,1.3814,1.5493,2139431.0176,1746084.2176,710084.1776,39493896.6292,32232714.7012
603993.SH,20260901,19.06,0.9166,2.2539,0.62,20.0492,14.6578,4.5475,1.9729,1.6494,1.3379,1.5005,2139431.0176,1746084.2176,710084.1776,40777555.2412,33280365.2332
603993.SH,20260831,19.06,1.1419,2.8078,0.71,20.0492,14.6578,4.5475,1.9729,1.6494,1.3379,1.5005,2139431.0176,1746084.2176,710084.1776,40777555.2412,33280365.2332
603993.SH,20260828,19.51,1.0704,2.6321,0.67,20.5225,15.0039,4.6548,2.0195,1.6883,1.307,1.4659,2139431.0176,1746084.2176,710084.1776,41740299.2002,34066103.1322
603993.SH,20260827,19.51,1.48,3.6393,0.96,20.5225,15.0039,4.6548,2.0195,1.6883,1.307,1.4659,2139431.0176,1746084.2176,710084.1776,41740299.2002,34066103.1322
603993.SH,20260826,19.59,2.6741,6.5754,2.08,20.6067,15.0654,4.6739,2.0278,1.6952,1.3017,1.4599,2139431.0176,1746084.2176,710084.1776,41911453.6818,34205789.8698
603993.SH,20260825,18.42,1.0672,2.6241,0.83,19.376,14.1656,4.3948,1.9067,1.594,1.3844,1.5527,2139431.0176,1746084.2176,710084.1776,39408319.3884,32162871.3324
603993.SH,20260824,18.99,1.7187,4.2264,1.43,19.9756,14.604,4.5308,1.9657,1.6433,1.3428,1.5061,2139431.0176,1746084.2176,710084.1776,40627795.0698,33158139.3378
