ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
301308.SZ,20260605,520.01,7.5849,9.4329,1.14,154.5677,40.4601,18.4777,9.6633,7.7413,,0.1905,42306.1007,28185.1892,22663.3917,21999595.425,14656580.2359
301308.SZ,20260604,568.48,8.5792,10.6695,1.43,168.9749,44.2314,20.2,10.564,8.4629,,0.1743,42306.1007,28185.1892,22663.3917,24050172.1259,16022716.3564
301308.SZ,20260603,532.51,6.6605,8.2833,1.03,158.2832,41.4327,18.9218,9.8956,7.9274,,0.1861,42306.1007,28185.1892,22663.3917,22528421.6838,15008895.1009
301308.SZ,20260602,519.5,5.6068,6.9728,0.85,154.4161,40.4205,18.4595,9.6538,7.7337,,0.1907,42306.1007,28185.1892,22663.3917,21978019.3137,14642205.7894
301308.SZ,20260601,505.8,6.2213,7.737,0.94,150.3439,39.3545,17.3615,9.3992,7.5298,,,42306.1007,28185.1892,22663.3917,21398425.7341,14256068.6974
301308.SZ,20260529,551.29,6.272,7.8001,0.97,163.8654,42.8939,18.923,10.2446,8.207,,,42306.1007,28185.1892,22663.3917,23322930.2549,15538212.9541
301308.SZ,20260528,548.01,5.3302,6.6288,0.79,162.8904,42.6387,18.8104,10.1836,8.1581,,,42306.1007,28185.1892,22663.3917,23184166.2446,15445765.5335
301308.SZ,20260527,551.59,8.941,11.1195,1.47,163.9546,42.9173,18.9333,10.2501,8.2114,,,42306.1007,28185.1892,22663.3917,23335622.0851,15546668.5108
301308.SZ,20260526,538.95,6.0985,7.5844,0.97,160.1974,41.9338,18.4994,10.0152,8.0233,,,42306.1007,28185.1892,22663.3917,22800872.9723,15190407.7193
301308.SZ,20260525,565.5,6.4718,8.0486,0.97,168.0892,43.9996,19.4107,10.5086,8.4185,,,42306.1007,28185.1892,22663.3917,23924099.9459,15938724.4926
301308.SZ,20260522,549.5,5.536,6.8848,0.77,163.3333,42.7547,18.8615,10.2113,8.1803,,,42306.1007,28185.1892,22663.3917,23247202.3347,15487761.4654
301308.SZ,20260521,539.0,6.5903,8.196,0.86,160.2123,41.9377,18.5011,10.0162,8.024,,,42306.1007,28185.1892,22663.3917,22802988.2773,15191816.9788
301308.SZ,20260520,571.5,5.6209,6.9905,0.67,169.8726,44.4664,19.6167,10.6201,8.5078,,,42306.1007,28185.1892,22663.3917,24177936.5501,16107835.6278
301308.SZ,20260519,562.43,7.3123,9.0939,0.86,167.1766,43.7607,19.3053,10.4516,8.3728,,,42306.1007,28185.1892,22663.3917,23794220.2167,15852195.9618
301308.SZ,20260518,592.22,8.2177,10.2199,0.93,176.0314,46.0786,20.3279,11.0052,8.8163,,,42306.1007,28185.1892,22663.3917,25054518.9566,16691832.748
301308.SZ,20260515,590.52,8.4822,10.5846,0.99,173.9015,45.521,20.3141,10.872,8.7096,,,41914.5267,27799.7448,22277.9473,24751366.3069,16416305.2993
301308.SZ,20260514,599.0,8.9339,11.1847,0.97,176.3987,46.1747,20.6059,11.0281,8.8347,,,41914.5267,27439.4148,21917.6173,25106801.4933,16436209.4652
301308.SZ,20260513,611.9,9.4388,11.8167,1.02,180.1977,47.1691,21.0496,11.2656,9.0249,,,41914.5267,27439.4148,21917.6173,25647498.8877,16790177.9161
301308.SZ,20260512,561.64,8.3818,10.4935,0.94,165.3966,43.2948,19.3207,10.3403,8.2837,,,41914.5267,27439.4148,21917.6173,23540874.7758,15411072.9283
301308.SZ,20260511,556.66,9.8246,12.2997,1.14,163.9301,42.9109,19.1493,10.2486,8.2102,,,41914.5267,27439.4148,21917.6173,23332140.4328,15274424.6426
301308.SZ,20260508,479.99,6.9963,8.7589,0.76,141.3516,37.0007,16.5119,8.837,7.0794,,,41914.5267,27439.4148,21917.6173,20118553.6707,13170644.7099
301308.SZ,20260507,483.33,11.2569,14.0929,1.36,142.3352,37.2581,16.6268,8.8985,7.1287,,,41914.5267,27439.4148,21917.6173,20258548.1899,13262292.3553
301308.SZ,20260506,481.34,9.6,12.0185,1.27,141.7492,37.1047,16.5583,8.8619,7.0993,,,41914.5267,27439.4148,21917.6173,20175138.2818,13207687.9198
301308.SZ,20260430,401.12,6.8884,8.6238,0.91,118.1253,30.9209,13.7987,7.385,5.9161,,,41914.5267,27439.4148,21917.6173,16812754.9499,11006498.0646
301308.SZ,20260429,414.3,8.4503,10.5792,1.26,122.0067,31.9369,14.2521,7.6276,6.1105,,,41914.5267,27439.4148,21917.6173,17365188.4118,11368149.5516
301308.SZ,20260428,381.7,9.6006,12.0193,1.72,112.4063,29.4239,13.1306,7.0274,5.6297,,,41914.5267,27439.4148,21917.6173,15998774.8414,10473624.6292
301308.SZ,20260427,393.46,6.9079,12.2009,1.32,330.7039,252.0226,21.9091,9.4434,7.8795,,,41914.5267,27439.4148,15535.583,16491689.6754,10796312.1472
301308.SZ,20260424,373.19,6.0126,10.6196,1.19,313.6669,239.0391,20.7804,8.9569,7.4736,,,41914.5267,27439.4148,15535.583,15642082.2192,10240115.2092
301308.SZ,20260423,358.19,6.8224,12.0499,1.41,301.0594,229.4311,19.9452,8.5969,7.1732,,,41914.5267,27439.4148,15535.583,15013364.3187,9828523.9872
301308.SZ,20260422,382.74,4.3166,7.624,0.8,321.6937,245.1561,21.3122,9.1861,7.6649,,,41914.5267,27439.4148,15535.583,16042365.9492,10502161.6206
301308.SZ,20260421,375.96,3.9232,6.9293,0.62,315.9951,240.8133,20.9347,9.0234,7.5291,,,41914.5267,27439.4148,15535.583,15758185.4581,10316122.3882
301308.SZ,20260420,375.21,5.1615,9.1163,0.77,315.3647,240.3329,20.8929,9.0054,7.5141,,,41914.5267,27439.4148,15535.583,15726749.5631,10295542.8271
301308.SZ,20260417,370.52,5.1055,9.0174,0.73,311.4227,237.3288,20.6318,8.8929,7.4201,,,41914.5267,27439.4148,15535.583,15530170.4329,10166851.9717
301308.SZ,20260416,372.06,5.627,9.9386,0.81,312.7171,238.3153,20.7175,8.9298,7.451,,,41914.5267,27439.4148,15535.583,15594718.804,10209108.6705
301308.SZ,20260415,371.57,6.998,12.3602,1.03,312.3053,238.0014,20.6902,8.9181,7.4412,,,41914.5267,27439.4148,15535.583,15574180.6859,10195663.3572
301308.SZ,20260414,381.51,8.807,15.5552,1.5,320.6599,244.3683,21.2437,9.1566,7.6402,,,41914.5267,27439.4148,15535.583,15990811.0813,10468411.1403
301308.SZ,20260413,354.5,6.8193,12.0445,1.34,297.9579,227.0676,19.7397,8.5084,7.0993,,,41914.5267,27439.4148,15535.583,14858699.7152,9727272.5466
301308.SZ,20260410,341.3,6.9415,12.2603,1.52,286.8633,218.6126,19.0047,8.1915,6.835,,,41914.5267,27439.4148,15535.583,14305427.9627,9365072.2712
301308.SZ,20260409,325.5,5.1909,9.1684,1.05,273.5833,208.4922,18.1249,7.8123,6.5186,,,41914.5267,27439.4148,15535.583,13643178.4409,8931529.5174
