ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
600795.SH,20260907,5.28,0.6422,1.4712,0.9,13.1499,14.513,1.563,0.5532,0.5487,3.9773,4.5644,1783561.9082,1783561.9082,778582.766,9417206.8848,9417206.8848
600795.SH,20260904,5.37,0.6252,1.4322,0.95,13.3741,14.7604,1.5897,0.5626,0.5581,3.9106,4.4879,1783561.9082,1783561.9082,778582.766,9577727.4567,9577727.4567
600795.SH,20260903,5.4,0.8454,1.9366,1.39,13.4488,14.8429,1.5986,0.5657,0.5612,3.8889,4.463,1783561.9082,1783561.9082,778582.766,9631234.314,9631234.314
600795.SH,20260902,5.4,1.1844,2.7132,2.26,13.4488,14.8429,1.5986,0.5657,0.5612,3.8889,4.463,1783561.9082,1783561.9082,778582.766,9631234.314,9631234.314
600795.SH,20260901,5.23,0.4681,1.0724,0.82,13.0254,14.3756,1.5482,0.5479,0.5435,4.0153,4.608,1783561.9082,1783561.9082,778582.766,9328028.7893,9328028.7893
600795.SH,20260831,5.18,0.4475,1.0251,0.74,12.9009,14.2382,1.5334,0.5427,0.5383,4.0541,4.6525,1783561.9082,1783561.9082,778582.766,9238850.6938,9238850.6938
600795.SH,20260828,5.19,0.3496,0.8007,0.52,12.9258,14.2656,1.5364,0.5437,0.5394,4.0462,4.6435,1783561.9082,1783561.9082,778582.766,9256686.3129,9256686.3129
600795.SH,20260827,5.23,0.5989,1.372,0.78,13.0254,14.3756,1.5482,0.5479,0.5435,4.0153,4.608,1783561.9082,1783561.9082,778582.766,9328028.7893,9328028.7893
600795.SH,20260826,5.23,0.7523,1.7234,0.85,13.0254,14.3756,1.5482,0.5479,0.5435,4.0153,4.608,1783561.9082,1783561.9082,778582.766,9328028.7893,9328028.7893
600795.SH,20260825,5.14,0.6913,1.5835,0.72,12.8012,14.1282,1.5216,0.5385,0.5342,4.0856,4.6887,1783561.9082,1783561.9082,778582.766,9167508.2174,9167508.2174
600795.SH,20260824,5.16,0.6457,1.4791,0.68,12.8511,14.1832,1.5275,0.5406,0.5363,4.0698,4.6705,1783561.9082,1783561.9082,778582.766,9203179.4556,9203179.4556
600795.SH,20260821,5.11,0.6725,1.5405,0.73,12.7265,14.0457,1.5127,0.5353,0.5311,4.1096,4.7162,1783561.9082,1783561.9082,778582.766,9114001.3601,9114001.3601
