ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
002281.SZ,20260605,227.58,9.4377,15.6113,,193.9969,177.1926,17.754,15.3901,14.7105,,,80667.5752,77996.0152,47152.0562,18358326.764,17750333.1392
002281.SZ,20260604,220.56,6.5843,10.8914,0.75,188.0128,171.7269,17.2064,14.9153,14.2568,0.1179,0.1179,80667.5752,77996.0152,47152.0562,17792040.3861,17202801.1125
002281.SZ,20260603,224.0,11.6177,19.2173,1.48,190.9452,174.4053,17.4747,15.148,14.4791,0.1161,0.1161,80667.5752,77996.0152,47152.0562,18069536.8448,17471107.4048
002281.SZ,20260602,215.11,9.265,15.3256,1.2,183.367,167.4836,16.7812,14.5468,13.9045,0.1209,0.1209,80667.5752,77996.0152,47152.0562,17352402.1013,16777722.8297
002281.SZ,20260601,204.3,6.6679,11.0297,0.81,174.1522,159.0669,15.9379,13.8157,13.2057,0.1273,0.1273,80667.5752,77996.0152,47152.0562,16480385.6134,15934585.9054
002281.SZ,20260529,203.95,7.4152,12.2705,0.87,173.8539,158.7944,15.9106,13.7921,13.1831,0.1275,0.1275,80667.5752,77949.8772,47105.9182,16452151.962,15897877.4549
002281.SZ,20260528,214.9,8.6671,14.3421,0.95,183.188,167.3201,16.7648,14.5326,13.8909,0.121,0.121,80667.5752,77949.8772,47105.9182,17335461.9105,16751428.6103
002281.SZ,20260527,202.7,7.2215,11.95,0.75,172.7883,157.8212,15.8131,13.7075,13.1023,0.1283,0.1283,80667.5752,77949.8772,47105.9182,16351317.493,15800440.1084
002281.SZ,20260526,206.72,8.5287,14.1131,0.85,176.2151,160.9511,16.1267,13.9794,13.3622,0.1258,0.1258,80667.5752,77949.8772,47105.9182,16675601.1453,16113798.6148
002281.SZ,20260525,223.98,9.4869,15.6987,0.96,190.9281,174.3897,17.4732,15.1466,14.4778,0.1161,0.1161,80667.5752,77949.8772,47105.9182,18067923.4933,17459213.4953
002281.SZ,20260522,215.87,8.7278,14.4426,0.83,184.0149,168.0753,16.8405,14.5982,13.9536,0.1205,0.1205,80667.5752,77949.8772,47105.9182,17413709.4584,16827039.9912
002281.SZ,20260521,217.3,11.535,19.0878,1.12,185.2338,169.1887,16.952,14.6949,14.046,0.1197,0.1197,80667.5752,77949.8772,47105.9182,17529064.091,16938508.3156
002281.SZ,20260520,236.4,9.8455,16.2921,0.95,201.5153,184.0598,18.4421,15.9865,15.2806,0.11,0.11,80667.5752,77949.8772,47105.9182,19069814.7773,18427350.9701
002281.SZ,20260519,230.89,10.7227,17.7437,1.03,196.8184,179.7698,18.0122,15.6139,14.9245,0.1126,0.1126,80667.5752,77949.8772,47105.9182,18625336.4379,17997847.1467
002281.SZ,20260518,209.9,8.6609,14.332,0.81,178.9258,163.4271,16.3747,14.1944,13.5677,0.1239,0.1239,80667.5752,77949.8772,47105.9182,16932124.0345,16361679.2243
