ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
600183.SH,20260605,137.36,3.0331,6.0519,,100.0805,84.9353,20.8743,11.7359,10.7768,,,242911.923,239450.1544,120007.9018,33366381.7433,32890873.2084
600183.SH,20260604,143.96,3.5504,7.0841,0.79,104.8893,89.0164,19.5058,12.2998,11.2946,0.6947,0.2779,242911.923,239450.1544,120007.9018,34969600.4351,34471244.2274
600183.SH,20260603,141.09,4.5826,9.1436,1.02,102.7982,87.2417,19.117,12.0545,11.0695,0.7088,0.2835,242911.923,239450.1544,120007.9018,34272443.2161,33784022.2843
600183.SH,20260602,141.07,4.5242,9.0271,1.07,102.7836,87.2294,19.1143,12.0528,11.0679,0.7089,0.2836,242911.923,239450.1544,120007.9018,34267584.9776,33779233.2812
600183.SH,20260601,135.63,4.8243,9.6259,1.23,98.82,83.8656,18.3772,11.588,10.6411,0.7374,0.2949,242911.923,239450.1544,120007.9018,32946144.1165,32476624.4413
600183.SH,20260529,140.62,4.2113,8.4028,1.15,102.4557,86.9511,19.0533,12.0144,11.0326,0.7112,0.2845,242911.923,239450.1544,120007.9018,34158274.6123,33671480.7117
600183.SH,20260528,135.64,4.2877,8.5552,1.26,98.8273,83.8718,18.3785,11.5889,10.6419,0.7373,0.2949,242911.923,239450.1544,120007.9018,32948573.2357,32479018.9428
600183.SH,20260527,131.76,4.6064,9.191,1.58,96.0003,81.4726,17.8528,11.2574,10.3375,0.759,0.3036,242911.923,239450.1544,120007.9018,32006074.9745,31549952.3437
600183.SH,20260526,128.17,3.2649,6.5144,1.11,93.3847,79.2528,17.3664,10.9507,10.0558,0.7803,0.3121,242911.923,239450.1544,120007.9018,31134021.1709,30690326.2894
600183.SH,20260525,116.52,3.3176,6.6197,1.14,84.8965,72.0491,15.7879,9.9553,9.1418,0.8583,0.3433,242911.923,239450.1544,120007.9018,28304097.268,27900731.9907
600183.SH,20260522,108.01,2.7935,5.5738,0.98,78.6961,66.787,14.6348,9.2282,8.4741,0.9259,0.9259,242911.923,239450.1544,120007.9018,26236916.8032,25863011.1767
600183.SH,20260521,98.19,3.0349,6.0555,1.0,71.5412,60.7149,13.3042,8.3892,7.7037,1.0185,1.0185,242911.923,239450.1544,120007.9018,23851521.7194,23511610.6605
600183.SH,20260520,100.56,2.1736,4.3369,0.68,73.268,62.1804,13.6254,8.5917,7.8896,0.9945,0.9945,242911.923,239450.1544,120007.9018,24427222.9769,24079107.5265
600183.SH,20260519,100.78,3.389,6.762,1.16,73.4283,62.3164,13.6552,8.6105,7.9069,0.9923,0.9923,242911.923,239450.1544,120007.9018,24480663.5999,24131786.5604
600183.SH,20260518,98.95,3.1458,6.2768,1.16,72.095,61.1848,13.4072,8.4542,7.7633,1.0107,1.0107,242911.923,239450.1544,120007.9018,24036134.7809,23693592.7779
600183.SH,20260515,89.95,2.4984,4.9851,0.99,65.5376,55.6198,12.1878,7.6852,7.0572,1.1118,1.1118,242911.923,239450.1544,120007.9018,21849927.4739,21538541.3883
600183.SH,20260514,93.32,3.9031,7.7877,1.84,67.993,57.7036,12.6444,7.9731,7.3216,1.0717,1.0717,242911.923,239450.1544,120007.9018,22668540.6544,22345488.4086
600183.SH,20260513,94.18,2.9898,5.9655,1.48,68.6195,58.2353,12.7609,8.0466,7.3891,1.0619,1.0619,242911.923,239450.1544,120007.9018,22877444.9081,22551415.5414
600183.SH,20260512,85.62,2.1246,4.2392,1.07,62.3827,52.9424,11.6011,7.3153,6.7175,1.168,1.168,242911.923,239450.1544,120007.9018,20798118.8473,20501722.2197
600183.SH,20260511,83.66,2.0066,4.0038,0.91,60.9547,51.7304,11.3355,7.1478,6.5637,1.1954,1.1954,242911.923,239450.1544,120007.9018,20322011.4782,20032399.9171
600183.SH,20260508,82.0,1.5883,3.1691,0.66,59.7452,50.704,11.1106,7.006,6.4335,1.2196,1.2196,242911.923,239450.1544,120007.9018,19918777.686,19634912.6608
600183.SH,20260507,82.0,1.8836,3.7583,0.75,59.7452,50.704,11.1106,7.006,6.4335,1.2196,1.2196,242911.923,239450.1544,120007.9018,19918777.686,19634912.6608
600183.SH,20260506,80.81,2.519,5.0261,1.02,58.8782,49.9681,10.9493,6.9043,6.3401,1.2376,1.2376,242911.923,239450.1544,120007.9018,19629712.4976,19349966.9771
600183.SH,20260430,76.51,1.9583,3.9074,0.73,55.7452,47.3093,10.3667,6.5369,6.0027,1.3071,1.3071,242911.923,239450.1544,120007.9018,18585191.2287,18320331.3131
600183.SH,20260429,78.0,3.0754,6.1363,1.16,56.8308,48.2306,10.5686,6.6642,6.1196,1.2822,1.2822,242911.923,239450.1544,120007.9018,18947129.994,18677112.0432
