ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
002463.SZ,20260605,133.22,4.967,7.2656,,67.0704,59.5928,16.1972,13.5318,12.1374,,,192436.3537,192281.0486,131448.8263,25636371.0399,25615681.2945
002463.SZ,20260604,140.82,5.7539,8.4166,1.19,70.8967,62.9925,17.1212,14.3038,12.8298,0.3549,0.3551,192436.3537,192281.0486,131448.8263,27098887.328,27077017.2639
002463.SZ,20260603,129.8,5.4717,8.0039,1.14,65.3486,58.063,15.7814,13.1845,11.8258,0.385,0.3852,192436.3537,192281.0486,131448.8263,24978238.7103,24958080.1083
002463.SZ,20260602,131.0,4.4041,6.4422,0.86,65.9528,58.5998,15.9273,13.3063,11.9352,0.3815,0.3817,192436.3537,192281.0486,131448.8263,25209162.3347,25188817.3666
002463.SZ,20260601,122.51,4.7854,7.0,0.92,61.6784,54.802,14.895,12.444,11.1617,0.4079,0.4081,192436.3537,192281.0486,131448.8263,23575377.6918,23556351.264
002463.SZ,20260529,132.04,4.8095,7.0352,0.91,66.4763,59.065,16.0537,13.412,12.0299,0.3785,0.3787,192436.3537,192281.0486,131448.8263,25409296.1425,25388789.6571
002463.SZ,20260528,133.06,4.7756,6.9856,0.93,66.9899,59.5213,16.1777,13.5156,12.1229,0.3756,0.3758,192436.3537,192281.0486,131448.8263,25605581.2233,25584916.3267
002463.SZ,20260527,128.29,5.2547,7.6864,1.15,64.5884,57.3875,15.5978,13.0311,11.6883,0.3895,0.3897,192436.3537,192281.0486,131448.8263,24687659.8162,24667735.7249
002463.SZ,20260526,133.36,6.0225,8.8096,1.51,67.1409,59.6555,16.2142,13.5461,12.1502,0.3747,0.3749,192436.3537,192281.0486,131448.8263,25663312.1294,25642600.6413
002463.SZ,20260525,122.54,5.1864,7.5866,1.5,61.6935,54.8154,14.8987,12.447,11.1644,0.4078,0.408,192436.3537,192281.0486,131448.8263,23581150.7824,23562119.6954
002463.SZ,20260522,114.07,5.2889,7.7366,1.73,57.4292,51.0265,13.8689,11.5867,10.3927,0.4381,0.4383,192436.3537,192281.0486,131448.8263,21951214.8666,21933499.2138
002463.SZ,20260521,103.7,4.0089,5.8641,1.33,52.2084,46.3878,12.6081,10.5333,9.4479,0.4819,0.4822,192436.3537,192281.0486,131448.8263,19955649.8787,19939544.7398
002463.SZ,20260520,103.58,2.3985,3.5085,0.73,52.148,46.3341,12.5935,10.5212,9.437,0.4825,0.4827,192436.3537,192281.0486,131448.8263,19932557.5162,19916471.014
002463.SZ,20260519,102.6,3.0567,4.4712,0.92,51.6546,45.8957,12.4743,10.4216,9.3477,0.4871,0.4873,192436.3537,192281.0486,131448.8263,19743969.8896,19728035.5864
002463.SZ,20260518,104.26,2.5593,3.7437,0.72,52.4903,46.6383,12.6761,10.5902,9.4989,0.4793,0.4796,192436.3537,192281.0486,131448.8263,20063414.2368,20047222.127
002463.SZ,20260515,102.99,3.2639,4.7744,0.94,51.8509,46.0701,12.5217,10.4612,9.3832,0.4852,0.4855,192436.3537,192281.0486,131448.8263,19819020.0676,19803025.1953
002463.SZ,20260514,107.02,3.8317,5.6049,1.12,53.8799,47.8729,13.0117,10.8706,9.7504,0.467,0.4672,192436.3537,192281.0486,131448.8263,20594538.573,20577917.8212
002463.SZ,20260513,112.58,3.6722,5.3717,1.09,56.6791,50.36,13.6877,11.4353,10.257,0.4439,0.4441,192436.3537,192281.0486,131448.8263,21664484.6995,21647000.4514
002463.SZ,20260512,108.68,3.259,4.7673,1.02,54.7156,48.6154,13.2135,11.0392,9.9016,0.4598,0.4601,192436.3537,192281.0486,131448.8263,20913982.9201,20897104.3618
002463.SZ,20260511,108.68,3.663,5.3582,1.2,54.7156,48.6154,13.2135,11.0392,9.9016,0.4598,0.4601,192436.3537,192281.0486,131448.8263,20913982.9201,20897104.3618
002463.SZ,20260508,108.71,2.904,4.2479,0.97,54.7307,48.6289,13.2172,11.0422,9.9044,0.4597,0.4599,192436.3537,192281.0486,131448.8263,20919756.0107,20902872.7933
002463.SZ,20260507,107.88,3.5554,5.2008,1.17,54.3128,48.2576,12.3646,10.9579,9.8287,0.4632,0.4632,192436.3537,192281.0486,131448.8263,20760033.8372,20743279.523
002463.SZ,20260506,104.79,3.4383,5.0294,1.04,52.7572,46.8753,12.0105,10.6441,9.5472,0.4769,0.4769,192436.3537,192281.0486,131448.8263,20165405.5042,20149131.0828
