ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
688766.SH,20260605,396.0,4.283,6.9299,0.92,282.5138,133.1937,21.9023,25.2731,17.4475,0.0773,0.0303,14804.9102,14804.9102,9150.1863,5862744.4392,5862744.4392
688766.SH,20260604,427.35,6.4381,10.4168,1.51,304.8795,143.7382,23.6362,27.2739,18.8287,0.0716,0.0281,14804.9102,14804.9102,9150.1863,6326878.374,6326878.374
688766.SH,20260603,374.0,4.3438,7.0282,0.91,266.8186,125.794,20.6855,23.8691,16.4782,0.0818,0.0321,14804.9102,14804.9102,9150.1863,5537036.4148,5537036.4148
688766.SH,20260602,372.03,4.3118,6.9764,0.9,265.4132,125.1314,20.5765,23.7433,16.3914,0.0822,0.0323,14804.9102,14804.9102,9150.1863,5507870.7417,5507870.7417
688766.SH,20260601,373.04,3.8978,6.3066,0.78,266.1337,125.4711,20.6324,23.8078,16.4359,0.082,0.0322,14804.9102,14804.9102,9150.1863,5522823.701,5522823.701
688766.SH,20260529,386.1,4.3616,7.057,0.85,275.451,129.8638,21.3547,24.6413,17.0113,0.0792,0.0311,14804.9102,14804.9102,9150.1863,5716175.8282,5716175.8282
688766.SH,20260528,398.1,4.427,7.1628,0.82,284.012,133.9,22.0184,25.4072,17.54,0.0768,0.0301,14804.9102,14804.9102,9150.1863,5893834.7506,5893834.7506
688766.SH,20260527,415.5,6.7613,10.9397,1.39,296.4255,139.7525,22.9808,26.5176,18.3066,0.0736,0.0289,14804.9102,14804.9102,9150.1863,6151440.1881,6151440.1881
688766.SH,20260526,402.04,4.4925,7.2688,0.91,286.8229,135.2252,22.2363,25.6586,17.7136,0.0761,0.0298,14804.9102,14804.9102,9150.1863,5952166.0968,5952166.0968
688766.SH,20260525,419.99,5.0694,8.2022,1.03,299.6287,141.2627,23.076,26.8042,18.5045,0.0728,0.0728,14804.9102,14804.9102,9150.1863,6217914.2349,6217914.2349
688766.SH,20260522,407.32,4.9432,7.998,0.96,290.5897,137.0011,22.3798,25.9956,17.9462,0.0751,0.0751,14804.9102,14804.9102,9150.1863,6030336.0227,6030336.0227
688766.SH,20260521,387.32,5.7775,9.348,1.1,276.3213,130.2742,21.2809,24.7192,17.065,0.079,0.079,14804.9102,14804.9102,9150.1863,5734237.8187,5734237.8187
688766.SH,20260520,425.0,4.0112,6.4901,0.66,303.2029,142.9478,23.3512,27.1239,18.7252,0.072,0.072,14804.9102,14804.9102,9150.1863,6292086.835,6292086.835
688766.SH,20260519,423.77,4.7487,7.6833,0.7,302.3254,142.5341,23.2837,27.0454,18.671,0.0722,0.0722,14804.9102,14804.9102,9150.1863,6273876.7955,6273876.7955
688766.SH,20260518,413.0,5.1126,8.2721,0.72,294.6419,138.9116,22.6919,26.3581,18.1965,0.0741,0.0741,14804.9102,14804.9102,9150.1863,6114427.9126,6114427.9126
688766.SH,20260515,404.5,6.2076,10.0438,0.93,288.5779,136.0526,22.2249,25.8156,17.822,0.0756,0.0756,14804.9102,14804.9102,9150.1863,5988586.1759,5988586.1759
688766.SH,20260514,421.77,6.2749,10.1527,0.99,300.8986,141.8614,23.1738,26.9178,18.5829,0.0725,0.0725,14804.9102,14804.9102,9150.1863,6244266.9751,6244266.9751
688766.SH,20260513,441.0,7.9788,12.9096,1.29,314.6176,148.3293,24.2303,28.1451,19.4301,0.0694,0.0694,14804.9102,14804.9102,9150.1863,6528965.3982,6528965.3982
688766.SH,20260512,398.85,8.1307,13.1554,1.4,284.547,134.1523,21.9145,25.455,17.573,0.0767,0.0767,14804.9102,14804.9102,9150.1863,5904938.4333,5904938.4333
688766.SH,20260511,381.0,7.0507,11.4079,1.2,271.8125,128.1485,20.9337,24.3158,16.7866,0.0803,0.0803,14804.9102,14804.9102,9150.1863,5640670.7862,5640670.7862
688766.SH,20260508,317.5,3.7968,6.1431,0.62,226.5104,106.7904,17.4447,20.2632,13.9888,0.0964,0.0964,14804.9102,14804.9102,9150.1863,4700558.9885,4700558.9885
688766.SH,20260507,319.0,4.6161,7.4688,0.8,227.5806,107.2949,17.5272,20.3589,14.0549,0.0959,0.0959,14804.9102,14804.9102,9150.1863,4722766.3538,4722766.3538
688766.SH,20260506,318.52,7.3037,11.8172,1.5,227.2381,107.1335,17.5008,20.3283,14.0338,0.096,0.096,14804.9102,14804.9102,9150.1863,4715659.9969,4715659.9969
