ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
300475.SZ,20260605,171.9,6.9263,9.5526,0.91,148.2099,43.5051,16.3595,2.2897,1.5792,0.053,0.0201,46954.1767,45003.5767,32630.9278,8071422.9747,7736114.8347
300475.SZ,20260604,184.96,8.2423,11.3675,1.1,159.47,46.8104,17.6024,2.4637,1.6992,0.0492,0.0187,46954.1767,45003.5767,32630.9278,8684644.5224,8323861.5464
300475.SZ,20260603,177.03,7.3384,10.1208,0.92,152.6329,44.8034,16.8477,2.358,1.6264,0.0515,0.0195,46954.1767,45003.5767,32630.9278,8312297.9012,7966983.1832
300475.SZ,20260602,175.13,7.7435,10.6795,0.94,150.9947,44.3226,16.6669,2.3327,1.6089,0.052,0.0197,46954.1767,45003.5767,32630.9278,8223084.9655,7881476.3875
300475.SZ,20260601,167.09,6.6853,9.2202,0.73,144.0628,42.2878,15.9017,2.2256,1.535,0.0545,0.0207,46954.1767,45003.5767,32630.9278,7845573.3848,7519647.6308
300475.SZ,20260529,180.09,8.1152,11.1922,0.89,155.2712,45.5779,17.1389,2.3988,1.6545,0.0506,0.0192,46954.1767,45003.5767,32630.9278,8455977.6819,8104694.1279
300475.SZ,20260528,188.0,7.4899,10.3299,0.79,162.0911,47.5798,17.8917,2.5042,1.7271,0.0485,0.0184,46954.1767,45003.5767,32630.9278,8827385.2196,8460672.4196
300475.SZ,20260527,192.72,10.0613,13.8763,1.13,166.1606,48.7743,18.3409,2.567,1.7705,0.0473,0.0179,46954.1767,45003.5767,32630.9278,9049008.9336,8673089.3016
300475.SZ,20260526,194.93,8.7636,12.0865,0.98,168.066,49.3336,18.5512,2.5965,1.7908,0.0467,0.0177,46954.1767,45003.5767,32630.9278,9152777.6641,8772547.2061
300475.SZ,20260525,204.56,11.1865,15.4281,1.3,176.3689,51.7708,19.4677,2.7247,1.8793,0.0445,0.0169,46954.1767,45003.5767,32630.9278,9604946.3858,9205931.6498
300475.SZ,20260522,187.69,7.9892,11.0185,0.86,161.8238,47.5013,17.8622,2.5,1.7243,0.0485,0.0184,46954.1767,45003.5767,32630.9278,8812829.4248,8446721.3108
300475.SZ,20260521,177.75,9.7655,13.5218,0.95,151.734,44.5396,17.0046,2.3442,1.6168,0.0518,0.0196,46488.5767,44537.9767,32165.3278,8263344.5084,7916625.3584
300475.SZ,20260520,186.4,6.8302,9.4575,0.61,159.118,46.707,17.8321,2.4582,1.6955,0.0494,0.0187,46488.5767,44537.9767,32165.3278,8665470.6969,8301878.8569
300475.SZ,20260519,188.88,9.0004,12.4624,0.8,161.235,47.3285,18.0693,2.4909,1.718,0.0487,0.0185,46488.5767,44537.9767,32165.3278,8780762.3671,8412333.0391
300475.SZ,20260518,194.35,9.9187,13.7341,0.8,165.9044,48.6991,18.5926,2.5631,1.7678,0.0473,0.018,46488.5767,44537.9767,32165.3278,9035054.8816,8655955.7716
300475.SZ,20260515,190.4,11.3291,15.687,0.93,162.5325,47.7093,18.2147,2.511,1.7318,0.0483,0.0183,46488.5767,44537.9767,32165.3278,8851425.0037,8480030.7637
300475.SZ,20260514,200.5,14.2128,19.6798,1.21,171.1542,50.2401,19.181,2.6442,1.8237,0.0459,0.0174,46488.5767,44537.9767,32165.3278,9320959.6284,8929864.3284
300475.SZ,20260513,194.64,11.0947,15.3624,0.89,166.1519,48.7718,18.6204,2.5669,1.7704,0.0473,0.0473,46488.5767,44537.9767,32165.3278,9048536.5689,8668871.7849
300475.SZ,20260512,184.61,9.7171,13.4548,0.79,157.5899,46.2585,17.6608,2.4346,1.6792,0.0498,0.0498,46488.5767,44537.9767,32165.3278,8582256.1446,8222155.8786
300475.SZ,20260511,193.58,15.3136,21.2041,1.34,165.2471,48.5062,18.519,2.5529,1.7608,0.0475,0.0475,46488.5767,44537.9767,32165.3278,8999258.6776,8621661.5296
300475.SZ,20260508,181.02,10.3996,14.3999,0.88,154.5254,45.359,17.3174,2.3873,1.6465,0.0508,0.0508,46488.5767,44537.9767,32165.3278,8415362.1542,8062264.5422
300475.SZ,20260507,189.18,12.1142,16.7741,1.03,161.4911,47.4036,18.098,2.4949,1.7208,0.0486,0.0486,46488.5767,44537.9767,32165.3278,8794708.9401,8425694.4321
300475.SZ,20260506,194.66,15.0276,20.8081,1.28,166.169,48.7768,18.6223,2.5672,1.7706,0.0473,0.0473,46488.5767,44537.9767,32165.3278,9049466.3404,8669762.5444
300475.SZ,20260430,174.7,8.8055,12.1926,0.76,149.1304,43.7753,16.7128,2.3039,1.589,0.0527,0.0527,46488.5767,44537.9767,32165.3278,8121554.3495,7780784.5295
300475.SZ,20260429,174.3,10.9585,15.1738,1.04,148.789,43.6751,16.6745,2.2987,1.5854,0.0528,0.0528,46488.5767,44537.9767,32165.3278,8102958.9188,7762969.3388
300475.SZ,20260428,171.61,11.9386,16.5309,1.27,146.4927,43.0011,16.4172,2.2632,1.5609,0.0536,0.0536,46488.5767,44537.9767,32165.3278,7977904.6475,7643162.1815
300475.SZ,20260427,170.99,12.1849,16.8719,1.39,145.9634,42.8457,16.3579,2.255,1.5553,0.0538,0.0538,46488.5767,44537.9767,32165.3278,7949081.7299,7615548.6359
300475.SZ,20260424,162.05,14.8389,20.5468,2.02,138.3319,40.6056,15.5026,2.1371,1.474,0.0568,0.0568,46488.5767,44537.9767,32165.3278,7533473.8542,7217379.1242
300475.SZ,20260423,156.39,7.9949,9.5154,1.1,275.3169,133.6073,20.3396,2.9955,2.0625,0.0588,0.0588,46488.5767,44537.9767,37421.3031,7270348.5101,6965294.1761
300475.SZ,20260422,162.12,5.7355,6.8262,0.72,285.4043,138.5026,21.0848,3.1052,2.138,0.0567,0.0567,46488.5767,44537.9767,37421.3031,7536728.0546,7220496.7826
300475.SZ,20260421,160.82,6.1551,7.3257,0.68,283.1157,137.392,20.9157,3.0803,2.1209,0.0572,0.0572,46488.5767,44537.9767,37421.3031,7476292.9049,7162597.4129
300475.SZ,20260420,164.0,9.0403,10.7596,1.01,288.7139,140.1087,21.3293,3.1412,2.1628,0.0561,0.0561,46488.5767,44537.9767,37421.3031,7624126.5788,7304228.1788
300475.SZ,20260417,159.12,7.8941,9.3954,0.85,280.1229,135.9396,20.6946,3.0478,2.0985,0.0578,0.0578,46488.5767,44537.9767,37421.3031,7397262.3245,7086882.8525
300475.SZ,20260416,156.8,7.4236,8.8354,0.73,276.0387,133.9576,20.3929,3.0033,2.0679,0.0587,0.0587,46488.5767,44537.9767,37421.3031,7289408.8266,6983554.7466
300475.SZ,20260415,153.94,9.5032,11.3105,0.86,271.0038,131.5142,20.0209,2.9485,2.0301,0.0598,0.0598,46488.5767,44537.9767,37421.3031,7156451.4972,6856176.1332
300475.SZ,20260414,158.58,11.5002,13.6872,1.21,279.1723,135.4783,20.6244,3.0374,2.0913,0.058,0.058,46488.5767,44537.9767,37421.3031,7372158.4931,7062832.3451
300475.SZ,20260413,152.0,8.2126,9.7744,0.95,267.5885,129.8569,19.7686,2.9114,2.0046,0.0605,0.0605,46488.5767,44537.9767,37421.3031,7066263.6584,6769772.4584
300475.SZ,20260410,151.25,9.9589,11.8529,1.34,266.2682,129.2161,19.6711,2.897,1.9947,0.0608,0.0608,46488.5767,44537.9767,37421.3031,7031397.2259,6736368.9759
