ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
603986.SH,20260605,488.0,8.1926,8.8418,1.01,207.6052,119.0194,13.8249,37.1749,29.7965,0.0692,0.1537,70110.2451,66784.4786,61880.1975,34213799.6088,32590825.5568
603986.SH,20260604,529.31,8.4354,9.1039,1.01,225.1793,129.0946,14.9952,40.3218,32.3189,0.0638,0.1417,70110.2451,66784.4786,61880.1975,37110053.8339,35349692.3678
603986.SH,20260603,492.23,8.7135,9.4041,1.02,209.4047,120.051,13.9447,37.4972,30.0548,0.0686,0.1524,70110.2451,66784.4786,61880.1975,34510365.9456,32873323.9013
603986.SH,20260602,474.69,7.3399,7.9216,0.81,201.9428,115.7732,13.4478,36.161,28.9838,0.0712,0.158,70110.2451,66784.4786,61880.1975,33280632.2465,31701924.1466
603986.SH,20260601,468.0,7.81,8.429,0.85,199.0967,114.1415,13.2583,35.6514,28.5754,0.0722,0.1603,70110.2451,66784.4786,61880.1975,32811594.7068,31255135.9848
603986.SH,20260529,467.01,8.3571,9.0195,0.88,198.6756,113.9001,13.2303,35.5759,28.5149,0.0723,0.1606,70110.2451,66784.4786,61880.1975,32742185.5642,31189019.351
603986.SH,20260528,483.0,9.3404,10.0806,0.98,205.4781,117.7999,13.6833,36.794,29.4912,0.0699,0.1553,70110.2451,66784.4786,61880.1975,33863248.3833,32256903.1638
603986.SH,20260527,514.18,9.9912,10.7831,1.07,218.7427,125.4045,14.5666,39.1693,31.395,0.0657,0.1459,70110.2451,66784.4786,61880.1975,36049285.8255,34339243.2065
603986.SH,20260526,526.22,9.6337,10.5047,1.06,223.8647,128.3409,14.9077,40.0864,32.1302,0.0642,0.1425,70110.2451,66784.4786,61247.207,36893413.1765,35143328.3289
603986.SH,20260525,515.6,8.8885,9.6921,0.95,219.3468,125.7508,14.3032,39.2774,31.4817,0.0655,0.0655,70110.2451,66784.4786,61247.207,36148842.3736,34434077.1662
603986.SH,20260522,468.74,9.5527,10.4163,1.03,199.4116,114.322,13.0032,35.7077,28.6205,0.0721,0.0721,70110.2451,66784.4786,61247.207,32863476.2882,31304556.499
