ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
600027.SH,20260907,4.82,0.9115,2.1269,0.88,9.2201,10.6176,1.1248,0.4442,0.4651,4.372,4.7718,1161177.4184,921567.7327,394969.6394,5596875.1644,4441956.4586
600027.SH,20260904,4.84,1.0715,2.5001,1.07,9.2583,10.6616,1.1295,0.446,0.4671,4.354,4.7521,1161177.4184,921567.7327,394969.6394,5620098.7128,4460387.8132
600027.SH,20260903,4.79,1.8875,4.404,2.45,9.1627,10.5515,1.1178,0.4414,0.4623,4.3994,4.8017,1161177.4184,921567.7327,394969.6394,5562039.8418,4414309.4267
600027.SH,20260902,4.67,0.646,1.5073,0.81,8.9331,10.2872,1.0898,0.4303,0.4507,4.5125,4.9251,1161177.4184,921567.7327,394969.6394,5422698.5514,4303721.2991
600027.SH,20260901,4.66,0.763,1.7802,0.98,8.914,10.2651,1.0875,0.4294,0.4497,4.5222,4.9356,1161177.4184,921567.7327,394969.6394,5411086.7772,4294505.6218
600027.SH,20260831,4.59,0.8354,1.9492,1.09,8.7801,10.1109,1.0711,0.423,0.443,4.5911,5.0109,1161177.4184,921567.7327,394969.6394,5329804.3578,4229995.8807
600027.SH,20260828,4.7,0.8947,2.0877,1.27,8.9905,10.3533,1.0968,0.4331,0.4536,4.4837,4.8936,1161177.4184,921567.7327,394969.6394,5457533.874,4331368.331
600027.SH,20260827,4.61,0.7156,1.6698,1.07,8.8184,9.1145,1.0707,0.4248,0.4358,4.5712,4.9892,1161177.4184,921567.7327,394969.6394,5353027.9062,4248427.2353
600027.SH,20260826,4.65,0.7832,1.8275,1.17,8.8949,9.1935,1.08,0.4285,0.4396,4.5319,4.9462,1161177.4184,921567.7327,394969.6394,5399475.003,4285289.9445
600027.SH,20260825,4.6,0.647,1.5095,1.02,8.7992,9.0947,1.0684,0.4239,0.4348,4.5811,5.0,1161177.4184,921567.7327,394969.6394,5341416.132,4239211.558
600027.SH,20260824,4.55,0.7908,1.8451,1.44,8.7036,8.9958,1.0568,0.4193,0.4301,4.6315,5.0549,1161177.4184,921567.7327,394969.6394,5283357.261,4193133.1715
600027.SH,20260821,4.46,0.5982,1.3958,1.11,8.5314,8.8179,1.0359,0.411,0.4216,4.7249,5.157,1161177.4184,921567.7327,394969.6394,5178851.2932,4110192.0758
600027.SH,20260820,4.51,0.5165,1.2052,0.87,8.6271,8.9167,1.0475,0.4156,0.4263,4.6726,5.0998,1161177.4184,921567.7327,394969.6394,5236910.1642,4156270.4623
600027.SH,20260819,4.5,0.8042,1.8763,1.44,8.608,8.897,1.0452,0.4147,0.4254,4.6829,5.1111,1161177.4184,921567.7327,394969.6394,5225298.39,4147054.785
600027.SH,20260818,4.55,0.4529,1.0567,0.77,8.7036,8.9958,1.0568,0.4193,0.4301,4.6315,5.0549,1161177.4184,921567.7327,394969.6394,5283357.261,4193133.1715
600027.SH,20260817,4.55,0.3791,0.8845,0.58,8.7036,8.9958,1.0568,0.4193,0.4301,4.6315,5.0549,1161177.4184,921567.7327,394969.6394,5283357.261,4193133.1715
600027.SH,20260814,4.54,0.5493,1.2818,0.83,8.6845,8.9761,1.0545,0.4184,0.4292,4.6417,5.0661,1161177.4184,921567.7327,394969.6394,5271745.4868,4183917.4942
600027.SH,20260813,4.6,0.7798,1.8194,1.18,8.7992,9.0947,1.0684,0.4239,0.4348,4.5811,5.0,1161177.4184,921567.7327,394969.6394,5341416.132,4239211.558
600027.SH,20260812,4.63,0.6325,1.4757,0.92,8.8566,9.154,1.0754,0.4266,0.4377,4.5515,4.9676,1161177.4184,921567.7327,394969.6394,5376251.4546,4266858.5899
600027.SH,20260811,4.66,0.6143,1.4333,0.85,8.914,9.2133,1.0823,0.4294,0.4405,4.5222,4.9356,1161177.4184,921567.7327,394969.6394,5411086.7772,4294505.6218
600027.SH,20260810,4.67,0.6674,1.5572,0.9,8.9331,9.2331,1.0847,0.4303,0.4414,4.5125,4.9251,1161177.4184,921567.7327,394969.6394,5422698.5514,4303721.2991
600027.SH,20260807,4.67,0.6057,1.4132,0.79,8.9331,9.2331,1.0847,0.4303,0.4414,4.5125,4.9251,1161177.4184,921567.7327,394969.6394,5422698.5514,4303721.2991
600027.SH,20260806,4.69,0.7968,1.8591,1.01,8.9714,9.2726,1.0893,0.4322,0.4433,4.4932,4.9041,1161177.4184,921567.7327,394969.6394,5445922.0998,4322152.6537
600027.SH,20260805,4.72,0.7424,1.7321,0.88,9.0288,9.3319,1.0963,0.4349,0.4462,4.4647,4.8729,1161177.4184,921567.7327,394969.6394,5480757.4224,4349799.6856
600027.SH,20260804,4.78,0.7893,1.8416,0.95,9.1436,9.4506,1.1102,0.4405,0.4518,4.4086,4.8117,1161177.4184,921567.7327,394969.6394,5550428.0676,4405093.7494
600027.SH,20260803,4.86,0.7906,1.8446,0.96,9.2966,9.6087,1.1288,0.4478,0.4594,4.3361,4.7325,1161177.4184,921567.7327,394969.6394,5643322.2612,4478819.1678
600027.SH,20260731,4.81,0.7212,1.6828,0.82,9.2009,9.5099,1.1172,0.4432,0.4547,4.3811,4.7817,1161177.4184,921567.7327,394969.6394,5585263.3902,4432740.7813
600027.SH,20260730,4.8,0.9189,2.144,1.03,9.1818,9.4901,1.1149,0.4423,0.4537,4.3903,4.7917,1161177.4184,921567.7327,394969.6394,5573651.616,4423525.104
600027.SH,20260729,4.75,0.9873,2.3036,1.09,9.0862,9.3913,1.1032,0.4377,0.449,4.4365,4.8421,1161177.4184,921567.7327,394969.6394,5515592.745,4377446.7175
600027.SH,20260728,4.64,0.7214,1.6832,0.7,8.8758,9.1738,1.0777,0.4276,0.4386,4.5417,4.9569,1161177.4184,921567.7327,394969.6394,5387863.2288,4276074.2672
600027.SH,20260727,4.68,0.777,1.8129,0.63,8.9523,9.2529,1.087,0.4313,0.4424,4.5028,4.9145,1161177.4184,921567.7327,394969.6394,5434310.3256,4312936.9764
600027.SH,20260724,4.69,0.9923,2.3154,0.76,8.9714,9.2726,1.0893,0.4322,0.4433,4.4932,4.9041,1161177.4184,921567.7327,394969.6394,5445922.0998,4322152.6537
600027.SH,20260723,4.86,0.9729,2.2701,0.77,9.2966,9.6087,1.1288,0.4478,0.4594,4.3361,4.7325,1161177.4184,921567.7327,394969.6394,5643322.2612,4478819.1678
600027.SH,20260722,4.79,1.0541,2.4595,0.86,9.1627,9.4703,1.1125,0.4414,0.4528,4.3994,4.8017,1161177.4184,921567.7327,394969.6394,5562039.8418,4414309.4267
600027.SH,20260721,4.74,1.362,3.1778,1.22,9.067,9.3715,1.1009,0.4368,0.4481,4.4458,4.8523,1161177.4184,921567.7327,394969.6394,5503980.9708,4368231.0402
600027.SH,20260720,4.81,1.7613,4.1096,1.95,9.2009,9.5099,1.1172,0.4432,0.4547,4.3811,4.7817,1161177.4184,921567.7327,394969.6394,5585263.3902,4432740.7813
600027.SH,20260717,4.65,1.3644,3.1834,1.7,8.8949,9.1935,1.08,0.4285,0.4396,4.5319,4.9462,1161177.4184,921567.7327,394969.6394,5399475.003,4285289.9445
600027.SH,20260716,4.58,0.7863,1.8347,1.05,8.761,9.0551,1.0638,0.422,0.4329,4.6012,5.0218,1161177.4184,921567.7327,394969.6394,5318192.5836,4220780.2034
600027.SH,20260715,4.63,0.8431,1.9672,1.27,8.8566,9.154,1.0754,0.4266,0.4377,4.5515,4.9676,1161177.4184,921567.7327,394969.6394,5376251.4546,4266858.5899
600027.SH,20260714,4.62,0.8126,1.896,1.28,8.8375,9.1342,1.0731,0.4257,0.4367,4.5613,4.9784,1161177.4184,921567.7327,394969.6394,5364639.6804,4257642.9126
600027.SH,20260713,4.54,0.7036,1.6416,1.11,8.6845,8.9761,1.0545,0.4184,0.4292,4.6417,5.0661,1161177.4184,921567.7327,394969.6394,5271745.4868,4183917.4942
600027.SH,20260710,4.5,0.8562,1.9978,1.4,8.608,8.897,1.0452,0.4147,0.4254,4.6829,5.1111,1161177.4184,921567.7327,394969.6394,5225298.39,4147054.785
600027.SH,20260709,4.43,0.5239,1.2224,0.75,8.4741,8.7586,1.0289,0.4082,0.4188,4.7569,5.1919,1161177.4184,921567.7327,394969.6394,5144015.9706,4082545.0439
600027.SH,20260708,4.46,0.4236,0.9883,0.5,8.5314,8.8179,1.0359,0.411,0.4216,4.7249,5.157,1161177.4184,921567.7327,394969.6394,5178851.2932,4110192.0758
600027.SH,20260707,4.45,0.6658,1.5536,0.74,8.5123,8.7981,1.0336,0.4101,0.4207,4.7356,5.1685,1161177.4184,921567.7327,394969.6394,5167239.519,4100976.3985
600027.SH,20260706,4.54,0.7091,1.6544,0.72,8.6845,8.9761,1.0545,0.4184,0.4292,4.6417,5.0661,1161177.4184,921567.7327,394969.6394,5271745.4868,4183917.4942
600027.SH,20260703,4.54,0.7294,1.7018,0.71,8.6845,8.9761,1.0545,0.4184,0.4292,4.6417,5.0661,1161177.4184,921567.7327,394969.6394,5271745.4868,4183917.4942
600027.SH,20260702,4.56,0.9833,2.2943,0.98,8.7227,9.0156,1.0591,0.4202,0.431,4.6213,5.0439,1161177.4184,921567.7327,394969.6394,5294969.0352,4202348.8488
600027.SH,20260701,4.58,1.114,2.5993,1.16,8.761,9.0551,1.0638,0.422,0.4329,4.6012,5.0218,1161177.4184,921567.7327,394969.6394,5318192.5836,4220780.2034
600027.SH,20260630,4.45,0.9526,2.2227,0.96,8.5123,8.7981,1.0336,0.4101,0.4207,4.7356,5.1685,1161177.4184,921567.7327,394969.6394,5167239.519,4100976.3985
600027.SH,20260629,4.53,1.1167,2.6056,1.14,8.6653,8.9563,1.0522,0.4174,0.4282,4.6519,5.0773,1161177.4184,921567.7327,394969.6394,5260133.7126,4174701.8169
600027.SH,20260626,4.46,1.0035,2.3414,0.96,8.5314,8.8179,1.0359,0.411,0.4216,4.7249,5.157,1161177.4184,921567.7327,394969.6394,5178851.2932,4110192.0758
600027.SH,20260625,4.65,0.8232,1.9208,0.74,8.8949,9.1935,1.08,0.4285,0.4396,4.5319,4.5319,1161177.4184,921567.7327,394969.6394,5399475.003,4285289.9445
600027.SH,20260624,4.68,0.9146,2.1341,0.74,8.9523,9.2529,1.087,0.4313,0.4424,4.5028,4.5028,1161177.4184,921567.7327,394969.6394,5434310.3256,4312936.9764
600027.SH,20260623,4.76,1.1054,2.5792,0.87,9.1053,9.411,1.1056,0.4386,0.45,4.4272,4.4272,1161177.4184,921567.7327,394969.6394,5527204.5192,4386662.3948
600027.SH,20260622,4.78,1.0668,2.4892,0.81,9.1436,9.4506,1.1102,0.4405,0.4518,4.4086,4.4086,1161177.4184,921567.7327,394969.6394,5550428.0676,4405093.7494
600027.SH,20260618,4.77,1.3024,3.0387,1.01,9.1244,9.4308,1.1079,0.4395,0.4509,4.4179,4.4179,1161177.4184,921567.7327,394969.6394,5538816.2934,4395878.0721
600027.SH,20260617,4.96,1.1404,2.6609,0.84,9.4879,9.8064,1.152,0.4571,0.4689,4.2486,4.2486,1161177.4184,921567.7327,394969.6394,5759440.0032,4570975.9408
600027.SH,20260616,4.94,1.5349,3.5813,1.12,9.4496,9.7669,1.1474,0.4552,0.467,4.2658,4.2658,1161177.4184,921567.7327,394969.6394,5736216.4548,4552544.5862
600027.SH,20260615,5.06,1.2959,3.0237,0.9,9.6792,10.0042,1.1753,0.4663,0.4783,4.1647,4.1647,1161177.4184,921567.7327,394969.6394,5875557.7452,4663132.7138
600027.SH,20260612,5.12,1.3476,3.1443,0.78,9.7939,10.1228,1.1892,0.4718,0.484,4.1159,4.1159,1161177.4184,921567.7327,394969.6394,5945228.3904,4718426.7776
600027.SH,20260611,5.07,1.1309,2.6388,0.59,9.6983,9.9303,1.1776,0.4672,0.4532,4.1565,4.1565,1161177.4184,921567.7327,394969.6394,5887169.5113,4672348.4048
600027.SH,20260610,5.07,1.4859,3.467,0.65,9.6983,9.9303,1.1776,0.4672,0.4532,4.1565,4.1565,1161177.4184,921567.7327,394969.6394,5887169.5113,4672348.4048
600027.SH,20260609,5.18,1.57,3.6632,0.57,9.9087,10.1458,1.2031,0.4773,0.463,4.0682,4.0682,1161177.4184,921567.7327,394969.6394,6014899.0273,4773720.8554
600027.SH,20260608,5.14,1.6945,3.9536,0.48,9.8322,10.0674,1.1938,0.4736,0.4594,4.0999,4.0999,1161177.4184,921567.7327,394969.6394,5968451.9306,4736858.1461
600027.SH,20260605,5.2,2.7419,6.3976,0.73,9.947,10.185,1.2078,0.4792,0.4648,4.0526,4.0526,1161177.4184,921567.7327,394969.6394,6038122.5757,4792152.21
600027.SH,20260604,5.44,2.1438,5.0019,0.57,10.4061,10.655,1.2635,0.5013,0.4862,3.8738,3.8738,1161177.4184,921567.7327,394969.6394,6316805.1561,5013328.4659
600027.SH,20260603,5.59,3.2871,7.6696,0.95,10.693,10.9488,1.2984,0.5151,0.4997,3.7698,3.7698,1161177.4184,921567.7327,394969.6394,6490981.7689,5151563.6258
600027.SH,20260602,5.6,3.8514,8.9864,1.33,10.7121,10.9684,1.3007,0.516,0.5005,3.7631,3.7631,1161177.4184,921567.7327,394969.6394,6502593.543,5160779.3031
600027.SH,20260601,5.92,5.7055,13.3123,2.92,11.3242,11.5952,1.375,0.5455,0.5292,3.5597,3.5597,1161177.4184,921567.7327,394969.6394,6874170.3169,5455680.9776
600027.SH,20260529,5.56,3.7318,8.7074,2.67,10.6356,10.8901,1.2914,0.5123,0.497,3.7902,3.7902,1161177.4184,921567.7327,394969.6394,6456146.4463,5123916.5938
600027.SH,20260528,5.3,2.1209,4.9486,1.71,10.1383,10.3808,1.231,0.4884,0.4737,3.9761,3.9761,1161177.4184,921567.7327,394969.6394,6154240.3175,4884308.9833
600027.SH,20260527,5.29,1.8641,4.3495,1.48,10.1191,10.3612,1.2287,0.4875,0.4728,3.9836,3.9836,1161177.4184,921567.7327,394969.6394,6142628.5433,4875093.306
600027.SH,20260526,5.18,1.0878,2.5381,0.73,9.9087,10.1458,1.2031,0.4773,0.463,4.0682,4.0682,1161177.4184,921567.7327,394969.6394,6014899.0273,4773720.8554
600027.SH,20260525,5.17,0.954,2.2259,0.59,9.8896,10.1262,1.2008,0.4764,0.4621,4.0761,4.0761,1161177.4184,921567.7327,394969.6394,6003287.2531,4764505.1781
600027.SH,20260522,5.13,0.9699,2.2631,0.54,9.8131,10.0479,1.1915,0.4727,0.4585,4.1079,4.1079,1161177.4184,921567.7327,394969.6394,5956840.1564,4727642.4688
600027.SH,20260521,5.13,1.3113,3.0597,0.61,9.8131,10.0479,1.1915,0.4727,0.4585,4.1079,4.1079,1161177.4184,921567.7327,394969.6394,5956840.1564,4727642.4688
600027.SH,20260520,5.23,1.9902,4.6436,0.92,10.0044,10.2437,1.2147,0.4819,0.4675,4.0293,4.0293,1161177.4184,921567.7327,394969.6394,6072957.8982,4819799.242
600027.SH,20260519,5.5,2.2709,5.2985,1.07,10.5208,10.7726,1.2774,0.5068,0.4916,3.8315,3.8315,1161177.4184,921567.7327,394969.6394,6386475.8012,5068622.5299
600027.SH,20260518,5.38,1.4744,3.4402,0.68,10.2913,10.5375,1.2496,0.4958,0.4809,3.917,3.917,1161177.4184,921567.7327,394969.6394,6247134.511,4958034.4019
600027.SH,20260515,5.34,1.9946,4.654,0.98,10.2148,10.4592,1.2403,0.4921,0.4773,3.9463,3.9463,1161177.4184,921567.7327,394969.6394,6200687.4143,4921171.6926
600027.SH,20260514,5.27,3.0098,7.0226,1.77,10.0809,10.3221,1.224,0.4856,0.4711,3.9987,3.9987,1161177.4184,921567.7327,394969.6394,6119404.995,4856661.9513
600027.SH,20260513,5.39,2.0701,4.8302,1.35,10.3104,10.5571,1.2519,0.4967,0.4818,3.9097,3.9097,1161177.4184,921567.7327,394969.6394,6258746.2852,4967250.0793
