target,target_kind,horizon_start,horizon_end,target_return,train_start,test_start,available_label_start,available_label_end,all_labeled_samples,all_labeled_event_rate,walk_forward_test_samples,walk_forward_test_event_rate
mean close of trading days 91-120 vs same-day close >= 10%,absolute,21,60,0.05,20180102,20220104,2018-01-02,2026-02-12,1971,0.3906646372399797,998,0.31162324649298595
