trade_date,semi_breadth_member_count,semi_breadth_above_20,semi_breadth_above_60,semi_breadth_above_120,semi_breadth_positive_20,semi_breadth_positive_60,semi_breadth_high_60,semi_breadth_median_ret_20,semi_breadth_median_ret_60,semi_breadth_leader_gap_60
2017-02-21,19,0.5789473684210527,0.3684210526315789,0.0,0.6842105263157895,0.0,0.0,0.021872584074217327,,
2017-02-22,20,0.7,0.55,0.0,0.7,0.0,0.0,0.057948913457872564,,
2017-02-23,19,0.7368421052631579,0.631578947368421,0.0,0.7368421052631579,0.0,0.0,0.06593912624544707,,
2017-02-24,19,0.7894736842105263,0.6842105263157895,0.0,0.6842105263157895,0.0,0.0,0.04614456437296477,,
2017-02-27,19,0.8421052631578947,0.47368421052631576,0.0,0.6842105263157895,0.0,0.0,0.03432937046198037,,
2017-02-28,20,0.75,0.65,0.0,0.8,0.0,0.0,0.04472140762463339,,
2017-03-01,20,0.8,0.55,0.0,0.75,0.0,0.0,0.04152712659075686,,
2017-03-02,21,0.7619047619047619,0.38095238095238093,0.0,0.7142857142857143,0.0,0.0,0.02906799057327769,,
2017-03-03,21,0.8571428571428571,0.5714285714285714,0.0,0.8095238095238095,0.0,0.047619047619047616,0.050227683037613824,,
2017-03-06,21,0.9047619047619048,0.7142857142857143,0.0,0.8095238095238095,0.0,0.09523809523809523,0.05749173646545358,,
2017-03-07,21,0.8571428571428571,0.7619047619047619,0.0,0.8095238095238095,0.0,0.14285714285714285,0.06924904089802841,,
2017-03-08,21,0.9047619047619048,0.7142857142857143,0.0,0.8095238095238095,0.0,0.047619047619047616,0.05841371918542326,,
2017-03-09,21,0.9047619047619048,0.7142857142857143,0.0,0.8095238095238095,0.0,0.0,0.04972826086956528,,
2017-03-10,21,0.8571428571428571,0.7619047619047619,0.0,0.8095238095238095,0.0,0.047619047619047616,0.04393673110720564,,
2017-03-13,22,0.8636363636363636,0.7727272727272727,0.0,0.8181818181818182,0.0,0.2727272727272727,0.0610982211910287,,
2017-03-14,23,0.782608695652174,0.6956521739130435,0.0,0.7391304347826086,0.0,0.0,0.05847076461769096,,
2017-03-15,23,0.7391304347826086,0.6956521739130435,0.0,0.7391304347826086,0.0,0.0,0.07949125596184414,,
2017-03-16,23,0.8260869565217391,0.6956521739130435,0.0,0.782608695652174,0.0,0.08695652173913043,0.07853422991998071,,
2017-03-17,23,0.782608695652174,0.7391304347826086,0.0,0.782608695652174,0.0,0.0,0.07301841955407584,,
2017-03-20,23,0.7391304347826086,0.7391304347826086,0.0,0.8260869565217391,0.0,0.0,0.0718849840255591,,
2017-03-21,23,0.782608695652174,0.782608695652174,0.0,0.8260869565217391,0.0,0.043478260869565216,0.055077217438840975,,
2017-03-22,23,0.5652173913043478,0.6086956521739131,0.0,0.6956521739130435,0.0,0.0,0.041838134430727036,,
2017-03-23,23,0.6521739130434783,0.6521739130434783,0.0,0.7391304347826086,0.0,0.0,0.0455037919826653,,
2017-03-24,23,0.6086956521739131,0.6521739130434783,0.0,0.6956521739130435,0.0,0.0,0.04074784276126575,,
2017-03-27,23,0.6086956521739131,0.6086956521739131,0.0,0.6956521739130435,0.0,0.0,0.057627118644067776,,
2017-03-28,23,0.6086956521739131,0.5217391304347826,0.0,0.6956521739130435,0.0,0.0,0.04501452081316559,,
2017-03-29,22,0.3181818181818182,0.5,0.0,0.5454545454545454,0.0,0.0,0.02103320987851609,,
2017-03-30,23,0.30434782608695654,0.391304347826087,0.0,0.4782608695652174,0.0,0.043478260869565216,0.0033670033670034627,,
2017-03-31,23,0.2608695652173913,0.43478260869565216,0.0,0.391304347826087,0.0,0.0,-0.004499437570303799,,
2017-04-05,23,0.2608695652173913,0.5652173913043478,0.34782608695652173,0.391304347826087,0.0,0.08695652173913043,-0.004459308807134965,,
2017-04-06,24,0.25,0.5,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.0,-0.027803521779425244,0.002301043249893997,0.09963217949241131
2017-04-07,24,0.25,0.375,0.2916666666666667,0.2916666666666667,0.25,0.0,-0.03238866396761131,-0.012821692887139746,0.10096984103528782
2017-04-10,24,0.25,0.375,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,-0.0327985739750446,-0.051038062283736974,0.11621123110715707
2017-04-11,23,0.30434782608695654,0.34782608695652173,0.34782608695652173,0.2608695652173913,0.2608695652173913,0.0,-0.025252525252525304,-0.016693897275405045,0.10116150172911864
2017-04-12,24,0.16666666666666666,0.2916666666666667,0.2916666666666667,0.041666666666666664,0.16666666666666666,0.0,-0.04787234042553201,-0.03218345032424852,0.09307418901049924
2017-04-13,24,0.16666666666666666,0.25,0.25,0.125,0.20833333333333334,0.0,-0.04907975460122693,-0.024324324324324298,0.10029605262475032
2017-04-14,24,0.125,0.20833333333333334,0.20833333333333334,0.125,0.20833333333333334,0.0,-0.06695464362850967,-0.041353862287311416,0.11410188707908807
2017-04-17,23,0.08695652173913043,0.17391304347826086,0.17391304347826086,0.08695652173913043,0.21739130434782608,0.0,-0.08416133792424985,-0.03896149633210633,0.1044353049662006
2017-04-18,24,0.041666666666666664,0.125,0.125,0.08333333333333333,0.20833333333333334,0.0,-0.08273009307135482,-0.036474537120583184,0.08888800246711785
2017-04-19,24,0.041666666666666664,0.125,0.125,0.125,0.375,0.0,-0.10549777117384851,-0.0016672307049150903,0.10941402908678485
2017-04-20,24,0.08333333333333333,0.125,0.125,0.125,0.2916666666666667,0.0,-0.10931174089068829,-0.01931742486579685,0.11267074950725715
2017-04-21,24,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.2916666666666667,0.0,-0.11889596602972385,-0.012891561072810198,0.1274378412514221
2017-04-24,24,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.041666666666666664,0.20833333333333334,0.0,-0.14891304347826084,-0.022369565217391363,0.11146920825297343
2017-04-25,24,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.041666666666666664,0.20833333333333334,0.0,-0.1515357698289268,-0.034590086268633635,0.10860282651046929
2017-04-26,24,0.041666666666666664,0.125,0.125,0.08333333333333333,0.3333333333333333,0.0,-0.13221406086044074,-0.024342099075458812,0.11278721698877868
2017-04-27,24,0.20833333333333334,0.125,0.16666666666666666,0.125,0.375,0.0,-0.12151616499442597,0.0035502231298691345,0.11318056181331126
2017-04-28,24,0.2916666666666667,0.16666666666666666,0.20833333333333334,0.16666666666666666,0.375,0.0,-0.11401743796109987,-0.016884489131517022,0.13660853921209914
2017-05-02,24,0.2916666666666667,0.16666666666666666,0.25,0.20833333333333334,0.375,0.0,-0.07736988847583637,-0.01142272096184399,0.11659530956237121
2017-05-03,24,0.2916666666666667,0.16666666666666666,0.20833333333333334,0.20833333333333334,0.2916666666666667,0.0,-0.10282485875706204,-0.02273228089402929,0.12791405258468908
2017-05-04,25,0.28,0.2,0.16,0.04,0.24,0.0,-0.10704607046070458,-0.02919411488977003,0.13228305064174245
2017-05-05,25,0.12,0.12,0.16,0.04,0.2,0.0,-0.13949015387068486,-0.04010043191079593,0.10621329534737128
2017-05-08,25,0.2,0.12,0.16,0.08,0.2,0.0,-0.14433742160577068,-0.03630617799377378,0.09757361212690685
2017-05-09,25,0.24,0.24,0.24,0.12,0.28,0.0,-0.09071107260267847,-0.05292479108635095,0.12207454343308372
2017-05-10,25,0.16,0.08,0.08,0.0,0.24,0.0,-0.12624160734271905,-0.056872037914692086,0.09810336460473557
2017-05-11,25,0.16,0.12,0.08,0.08,0.16,0.0,-0.10671611791668328,-0.0795698924731183,0.13048556856449886
2017-05-12,24,0.20833333333333334,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.16666666666666666,0.0,-0.10570570570570559,-0.0832116397625205,0.11683397489400271
2017-05-15,24,0.20833333333333334,0.0,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.0,-0.08910570858713818,-0.10007207544045521,0.14067351310695658
2017-05-16,24,0.5,0.16666666666666666,0.08333333333333333,0.25,0.20833333333333334,0.0,-0.0637802607076351,-0.09280919347610045,0.16502898966006235
2017-05-17,24,0.5833333333333334,0.125,0.08333333333333333,0.25,0.20833333333333334,0.0,-0.028748590755355075,-0.07557052001496445,0.14793762993767628
2017-05-18,24,0.4583333333333333,0.125,0.125,0.20833333333333334,0.25,0.0,-0.023832843617368593,-0.07662465007805286,0.17867613874699517
2017-05-19,24,0.4583333333333333,0.125,0.125,0.2916666666666667,0.25,0.0,-0.01963350785340312,-0.08299859353998273,0.15747401688138551
2017-05-22,24,0.25,0.041666666666666664,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.0,-0.05127169963665723,-0.11569296375266525,0.180290105052319
2017-05-23,24,0.08333333333333333,0.0,0.0,0.125,0.08333333333333333,0.0,-0.06108673641579476,-0.1569657032943747,0.1558389551499822
