target,target_kind,horizon_start,horizon_end,target_return,train_start,test_start,available_label_start,available_label_end,all_labeled_samples,all_labeled_event_rate,walk_forward_test_samples,walk_forward_test_event_rate
mean close of trading days 91-120 vs same-day close >= 10%,relative,61,90,0.08,20180102,20220104,2018-01-02,2025-12-30,1941,0.3565172591447707,968,0.2603305785123967
