model,samples,event_rate,mean_probability,brier,log_loss,roc_auc
price_only,968,0.2603305785123967,0.422787618626324,0.2519103909340931,0.6987693203440185,0.2681675090892968
expanding_rate_baseline,968,0.2603305785123967,0.37871137519915515,0.23500459707207833,0.6643674854444908,0.16371818746120423
rolling_504_rate_baseline,968,0.2603305785123967,0.20072478027023483,0.2380640042977705,0.8385254948386072,0.38740356477786647
price_only_rolling756,968,0.2603305785123967,0.27671141177967806,0.27916368075106496,0.7806271607465345,0.3141017114480802
price_plus_market_regime,968,0.2603305785123967,0.4226341027252473,0.24950197136222219,0.6939483288190171,0.35413341314179303
price_plus_market_regime_rolling756,968,0.2603305785123967,0.2851204201265807,0.2823354319884652,0.7893714998323055,0.33726279152256805
price_regime_cross_breadth,968,0.2603305785123967,0.4217809167588482,0.25316453663615984,0.7012576692644212,0.3264831072093642
price_regime_cross_breadth_rolling756,968,0.2603305785123967,0.27652924902874493,0.27856106701730143,0.7825700417300612,0.35040901835594573
