model,samples,event_rate,mean_probability,brier,log_loss,roc_auc
price_only,938,0.302771855010661,0.5324736248826052,0.31643836831240363,0.8358038409849325,0.26746026618426155
expanding_rate_baseline,938,0.302771855010661,0.5030613714904788,0.30164624284671887,0.8007206010639429,0.17235215574794333
rolling_504_rate_baseline,938,0.302771855010661,0.25783497478593426,0.3043634811580796,0.9649860973295755,0.29585002368953783
price_only_rolling756,938,0.302771855010661,0.32206191517415317,0.3222072957873862,0.8703555966419873,0.32991450230434594
price_plus_market_regime,938,0.302771855010661,0.5286022804870316,0.31974358016606824,0.8558886133149947,0.31566309170004736
price_plus_market_regime_rolling756,938,0.302771855010661,0.3245628838783335,0.33860770030432175,0.93035045242162,0.2512975405952535
price_regime_cross_breadth,938,0.302771855010661,0.5341705715909596,0.3236570851076744,0.8635761429169847,0.31928651419218673
price_regime_cross_breadth_rolling756,938,0.302771855010661,0.31795576552025406,0.33401015743611095,0.9228499434188491,0.2580006030064177
