model,threshold,signals,signal_rate,hit_rate,avg_future_mean_return
price_only,0.35,916,0.976545842217484,0.28602620087336245,0.0532093219572952
price_only,0.45,656,0.6993603411513859,0.2225609756097561,0.022043899441986075
price_only,0.55,365,0.38912579957356075,0.18356164383561643,0.0013030629048452857
price_only,0.65,162,0.17270788912579957,0.06172839506172839,-0.04603424010817549
price_only_rolling756,0.35,240,0.255863539445629,0.0625,-0.061675232237744834
price_only_rolling756,0.45,208,0.22174840085287847,0.07211538461538461,-0.07259998091374761
price_only_rolling756,0.55,180,0.19189765458422176,0.0,-0.09707343190697952
price_only_rolling756,0.65,155,0.1652452025586354,0.0,-0.10446331562079597
price_plus_market_regime,0.35,908,0.9680170575692963,0.27973568281938327,0.04803009958135597
price_plus_market_regime,0.45,591,0.6300639658848614,0.21996615905245348,0.027900766331061005
price_plus_market_regime,0.55,319,0.3400852878464819,0.16614420062695925,0.004372040358427091
price_plus_market_regime,0.65,215,0.22921108742004265,0.13488372093023257,-0.015073217849568473
price_plus_market_regime_rolling756,0.35,232,0.24733475479744135,0.08620689655172414,-0.053979410958845134
price_plus_market_regime_rolling756,0.45,201,0.21428571428571427,0.07462686567164178,-0.0753242766211312
price_plus_market_regime_rolling756,0.55,180,0.19189765458422176,0.0,-0.09707343190697952
price_plus_market_regime_rolling756,0.65,169,0.18017057569296374,0.0,-0.10063324711708325
price_regime_cross_breadth,0.35,886,0.9445628997867804,0.28103837471783294,0.049655900652181256
price_regime_cross_breadth,0.45,622,0.6631130063965884,0.22990353697749197,0.023411494916503347
price_regime_cross_breadth,0.55,318,0.3390191897654584,0.15723270440251572,-0.0006457613739955915
price_regime_cross_breadth,0.65,224,0.23880597014925373,0.13839285714285715,-0.012144971961514579
price_regime_cross_breadth_rolling756,0.35,226,0.24093816631130063,0.12389380530973451,-0.04392464165264956
price_regime_cross_breadth_rolling756,0.45,186,0.19829424307036247,0.021505376344086023,-0.08684397635149012
price_regime_cross_breadth_rolling756,0.55,168,0.1791044776119403,0.0,-0.10272631263660574
price_regime_cross_breadth_rolling756,0.65,158,0.16844349680170576,0.0,-0.10654877070634781
