ts_code,trade_date,open,high,low,close,pct_chg,vol,amount,amount_wan,return_1d,amount_ma20,amount_ratio_20_60,turnover_rate,turnover_rate_f,volume_ratio,pe_ttm,pb,circ_mv,float_share,free_share,buy_lg_amount,sell_lg_amount,buy_elg_amount,sell_elg_amount,net_mf_amount,large_net_amount,elg_net_amount,main_net_amount,main_net_pct_amount,net_mf_pct_amount,main_net_5d,main_net_pct_5d,net_mf_5d,main_net_10d,main_net_pct_10d,net_mf_10d,main_net_20d,main_net_pct_20d,net_mf_20d,main_net_60d,main_net_pct_60d,net_mf_60d,rzye,rzmre,rzche,rqye,rzrqye,financing_net_buy,financing_balance_chg,financing_balance_pct_mv,financing_net_buy_5d,financing_balance_chg_5d,financing_net_buy_20d,financing_balance_chg_20d,financing_net_buy_60d,financing_balance_chg_60d,obv,cmf_20,mfi_14,future_ret_5d,future_ret_10d,future_ret_20d,future_ret_60d,main_net_pct_amount_rank_252,main_net_pct_20d_rank_252,financing_net_buy_20d_rank_252,financing_balance_pct_mv_rank_252,amount_ratio_20_60_rank_252,turnover_rate_f_rank_252,cmf_20_rank_252,mfi_14_rank_252
002463.SZ,2018-08-14,5.0,5.02,4.88,4.9,-1.2097,268997.46,133215.702,13321.570199999998,-0.012096774193548265,119870.80965,1.7289934727891427,1.6073,2.4542,1.07,37.5338,2.3531,820084.8412,167364.2533,109607.693,4137.44,5108.97,795.52,848.99,590.8,-971.5300000000007,-53.47000000000003,-1025.0000000000007,-0.07694288170323951,0.0443491263514867,4829.4,0.038990926540739754,10796.82,4508.29,0.0054072974519422945,8054.09,67.70999999999822,-0.02085508238738999,9534.93,3636.49,-0.0018846784710083448,-4981.289999999999,,,,,,,,,,,,,,,398282.82999999967,-0.011327063484540548,65.48192643857764,0.06530612244897949,0.3040816326530611,0.3122448979591834,0.5714285714285714,0.36423841059602646,0.4084507042253521,,,0.9754098360655737,0.8543046357615894,0.5492957746478874,0.8055555555555556
002463.SZ,2018-08-15,4.95,5.01,4.83,4.88,-0.4082,248193.65,122168.251,12216.8251,-0.004081632653061273,118022.0443,1.6717075326139532,1.483,2.2644,0.88,37.3806,2.3435,816737.5561,167364.2533,109607.693,3440.59,4644.98,868.98,1335.24,-591.78,-1204.3899999999994,-466.26,-1670.6499999999994,-0.13674993186241158,-0.04843975379495283,3923.9700000000007,0.035710918687652735,9987.380000000001,-359.1399999999999,-0.02862390837840436,6429.65,-2543.010000000001,-0.03064610726595961,9545.99,3216.25,0.00036901326617480855,-4315.369999999999,,,,,,,,,,,,,,,150089.17999999967,0.034872721768175165,58.44510288063679,0.040983606557376984,0.2991803278688525,0.319672131147541,0.6086065573770492,0.19736842105263158,0.3776223776223776,,,0.926829268292683,0.7894736842105263,0.7202797202797203,0.6827586206896552
002463.SZ,2018-08-16,4.84,5.03,4.81,4.88,0.0,259898.75,128508.802,12850.8802,0.0,118996.9773,1.6534969850841865,1.5529,2.3712,0.86,37.3806,2.3435,816737.5561,167364.2533,109607.693,5576.22,3326.16,616.95,982.61,-457.49,2250.0600000000004,-365.65999999999997,1884.4000000000005,0.14663587012506743,-0.03559989610672738,923.1200000000013,0.001937427482920423,3900.24,2814.1600000000008,-0.005443537764873579,8259.74,-567.180000000001,-0.02289494911013079,8228.22,5655.6,0.004802898214497733,-3831.129999999999,,,,,,,,,,,,,,,150089.17999999967,0.010402441267849743,54.40014592054258,0.09221311475409832,0.3258196721311475,0.3422131147540983,0.6598360655737705,0.9084967320261438,0.3958333333333333,,,0.9193548387096774,0.8169934640522876,0.6111111111111112,0.6027397260273972
002463.SZ,2018-08-17,4.9,5.15,4.9,4.95,1.4344,371540.59,187437.635,18743.7635,0.014344262295082011,122164.30415000001,1.6476323630173817,2.22,3.3897,1.29,37.9168,2.3772,828453.0538,167364.2533,109607.693,7056.19,5689.54,1056.82,872.21,1688.25,1366.6499999999996,184.6099999999999,1551.2599999999995,0.0827613942098661,0.09006995846911961,2628.0700000000006,0.021152818870994627,3151.2,4607.64,0.004953278666708237,13038.11,1651.9799999999984,-0.016065711335349748,11501.26,7977.61,0.008446756560013929,-185.73999999999933,,,,,,,,,,,,,,,521629.76999999967,-0.04094964797182836,56.679931050673396,0.1838383838383839,0.2767676767676768,0.25050505050505056,0.5838383838383838,0.8311688311688312,0.45517241379310347,,,0.912,0.9805194805194806,0.4206896551724138,0.6394557823129252
002463.SZ,2018-08-20,4.87,5.24,4.86,5.23,5.6566,456257.17,233637.555,23363.7555,0.05656565656565671,129744.4232,1.672313471045944,2.7261,4.1626,1.45,40.0616,2.5116,875315.0448,167364.2533,109607.693,7653.04,6189.78,2967.37,1092.4,5202.51,1463.2600000000002,1874.9699999999998,3338.23,0.14288071110828052,0.22267438982572815,4078.2400000000002,0.031717032375512585,6432.29,9534.45,0.03590417637268217,17671.65,5401.379999999999,-0.006415616610731057,16493.8,11388.9,0.011273613205601924,5649.300000000001,,,,,,,,,,,,,,,977886.9399999997,0.04281968222868319,65.57439587403161,0.23326959847036322,0.3288718929254302,0.16826003824091784,0.40152963671128106,0.9032258064516129,0.6232876712328768,,,0.9285714285714286,1.0,0.7602739726027398,0.8108108108108109
002463.SZ,2018-08-21,5.22,5.32,5.15,5.22,-0.1912,280342.65,146294.036,14629.4036,-0.0019120458891014325,132811.68605,1.6707543181914017,1.675,2.5577,0.87,39.985,2.5068,873641.4022,167364.2533,109607.693,3023.48,3071.81,677.72,574.77,-46.83,-48.32999999999993,102.95000000000005,54.62000000000012,0.0037335766715739607,-0.003201087431889568,5157.860000000001,0.04785232405047528,5794.66,9987.260000000002,0.04342162529560751,16591.48,7033.289999999999,0.0030548330937626923,17644.719999999998,11209.2,0.0101076948703348,6178.8200000000015,,,,,,,,,,,,,,,697544.2899999997,0.0446050554233657,65.39910262970164,0.22413793103448265,0.2777777777777779,0.24329501915708818,0.4252873563218391,0.5833333333333334,0.7346938775510204,,,0.9133858267716536,0.8717948717948718,0.7619047619047619,0.7986577181208053
002463.SZ,2018-08-22,5.24,5.24,4.98,5.08,-2.682,279619.52,142098.878,14209.8878,-0.026819923371647403,134611.78435,1.6572240450485263,1.6707,2.5511,0.87,38.9126,2.4396,850210.4068,167364.2533,109607.693,4035.78,3932.78,803.16,1760.38,-3288.38,103.0,-957.2200000000001,-854.2200000000001,-0.06011447887716609,-0.23141491659068553,5974.29,0.06317941464752438,3098.0600000000004,9898.26,0.04944516666758855,13085.439999999999,5366.819999999999,-0.003778759091915883,10531.130000000001,10172.18,0.008303730866699171,4518.600000000001,,,,,,,,,,,,,,,417924.76999999967,-0.003465036677308112,65.77059474729577,0.24803149606299213,0.295275590551181,0.34055118110236204,0.40157480314960625,0.4140127388535032,0.6418918918918919,,,0.90625,0.8662420382165605,0.5540540540540541,0.8133333333333334
002463.SZ,2018-08-23,5.08,5.37,5.03,5.33,4.9213,480141.27,253092.52,25309.252,0.04921259842519676,141158.91735,1.668051672170383,2.8688,4.3805,1.46,40.8276,2.5596,892051.4701,167364.2533,109607.693,8309.55,5939.46,4627.39,1332.87,3084.41,2370.0899999999992,3294.5200000000004,5664.61,0.22381578088518775,0.1218688723001375,9754.5,0.07861539679954845,6639.96,10677.619999999999,0.04027641214123443,10540.2,12233.419999999998,0.01233217476462573,14020.650000000001,16574.39,0.014531263643777359,9864.87,,,,,,,,,,,,,,,898066.0399999997,0.09549858120534227,74.21591839408686,0.21388367729831148,0.22701688555347088,0.2664165103189493,0.3508442776735461,0.9556962025316456,0.8523489932885906,,,0.9069767441860465,1.0,0.8926174496644296,0.9470198675496688
002463.SZ,2018-08-24,5.61,5.86,5.6,5.86,9.9437,628004.06,365766.564,36576.6564,0.09943714821763616,151731.73080000002,1.6835074645434553,3.7523,5.7296,1.68,33.9036,2.7936,980754.5243,167364.2533,109607.693,8877.78,10055.49,21254.37,6132.92,-13210.41,-1177.7099999999991,15121.449999999999,13943.74,0.38121964587227825,-0.36117051967604125,22146.979999999996,0.13830704713203085,-8258.7,24775.050000000003,0.07972993300151274,-5107.499999999999,26469.09,0.03233907579943575,-4695.189999999999,30574.489999999998,0.021149020573957643,-2871.949999999999,,,,,,,,,,,,,,,1526070.0999999996,0.15992297470268585,81.74153530084956,0.07849829351535842,0.08020477815699656,0.16211604095563126,0.23890784982935154,1.0,0.94,,,0.9384615384615385,1.0,0.9933333333333333,0.9868421052631579
002463.SZ,2018-08-27,6.14,6.45,5.93,6.45,10.0683,1190194.02,744260.035,74426.0035,0.10068259385665534,183785.6422,1.8022351561299417,7.1114,10.8587,2.8,37.3171,3.0749,1079499.4338,167364.2533,109607.693,20979.75,20875.26,25846.67,17087.34,11347.08,104.4900000000016,8759.329999999998,8863.82,0.1190957405095653,0.15246122949487673,27672.57,0.13355005301228784,-2114.130000000001,31750.809999999998,0.08263354269390019,4318.160000000001,35031.64,0.03683396398829062,9720.02,39830.67,0.025093590567591428,9354.890000000001,,,,,,,,,,,,,,,2716264.1199999996,0.32916100770152257,86.14568938498476,0.07751937984496116,-0.03100775193798455,0.06201550387596888,0.19069767441860463,0.8625,0.9668874172185431,,,1.0,1.0,1.0,1.0
002463.SZ,2018-08-28,6.62,6.62,6.32,6.39,-0.9302,1224874.77,792076.462,79207.6462,-0.009302325581395432,218285.8274,1.9047682736820855,7.3186,11.1751,2.14,36.97,3.0463,1069457.5786,167364.2533,109607.693,21478.86,23697.69,12667.22,20893.65,-5291.53,-2218.829999999998,-8226.430000000002,-10445.26,-0.13187186466349002,-0.06680579784732954,17172.69,0.10642896474527505,-7358.830000000001,22330.55,0.07714064439787516,-1564.1699999999992,26838.839999999997,0.04127397092490873,6489.920000000001,28579.089999999997,0.019021368846400096,5026.050000000002,,,,,,,,,,,,,,,1491389.3499999996,0.20359579602451694,88.94489848928274,0.04381846635367759,0.006259780907668322,0.06729264475743357,0.18153364632237867,0.2236024844720497,0.9868421052631579,,,1.0,1.0,0.993421052631579,1.0
002463.SZ,2018-08-29,6.46,6.47,6.27,6.34,-0.7825,658647.84,419510.908,41951.0908,-0.007824726134585291,231409.27365000002,1.910120004697062,3.9354,6.0091,0.87,36.6807,3.0224,1061089.3659,167364.2533,109607.693,13950.62,12841.51,5211.04,6497.56,-4077.16,1109.1100000000006,-1286.5200000000004,-177.40999999999985,-0.004228972277402614,-0.09718841446668652,17849.499999999996,0.11760606606522772,-8147.610000000001,23823.79,0.09039274035637604,-5049.549999999999,23464.65,0.030884415988985846,1380.1000000000004,28203.29,0.01770535537323494,-27.82999999999811,,,,,,,,,,,,,,,832741.5099999997,0.17642181905633966,78.84300322942126,0.03785488958990535,0.015772870662460692,0.04258675078864371,0.13406940063091488,0.5679012345679012,0.9150326797385621,,,1.0,0.9876543209876543,0.9869281045751634,0.9548387096774194
002463.SZ,2018-08-30,6.4,6.59,6.35,6.47,2.0505,809953.63,524198.32,52419.832,0.020504731861198833,250052.36595,1.9298567321683648,4.8395,7.3896,0.97,37.4328,3.0844,1082846.7189,167364.2533,109607.693,16534.95,17384.05,4562.74,7876.82,10833.16,-849.0999999999985,-3314.08,-4163.1799999999985,-0.07941994167398321,0.2066614788082495,8021.710000000001,0.05695892155339355,-398.8600000000006,17776.21,0.06778715917647098,6241.1,20590.370000000003,0.03117181070579871,14500.84,24087.48,0.016799036902360634,11246.29,,,,,,,,,,,,,,,1642695.1399999997,0.14330408742133616,80.87097913774411,0.010819165378670892,0.012364760432766575,-0.0030911901081915882,0.13292117465224118,0.3496932515337423,0.9155844155844156,,,1.0,0.9877300613496932,0.948051948051948,0.967948717948718
002463.SZ,2018-08-31,6.37,6.58,6.1,6.32,-2.3184,639601.24,408179.758,40817.9758,-0.023183925811437356,264750.44175,1.946732404284138,3.8216,5.8354,0.71,36.5703,3.0129,1057742.0809,167364.2533,109607.693,8831.8,11730.37,2249.13,2353.54,4021.73,-2898.5700000000015,-104.40999999999985,-3002.9800000000014,-0.07357003724814794,0.09852840375293671,-8925.010000000002,-0.033999015070691696,16833.28,13221.97,0.05215401603066958,8574.58,17829.61,0.028553647348688916,21612.69,21303.089999999997,0.017187409660728813,15286.4,,,,,,,,,,,,,,,1003093.8999999997,0.15188522549305117,72.62932615577017,0.0015822784810126667,-0.020569620253164556,-0.020569620253164556,0.24367088607594933,0.3719512195121951,0.896774193548387,,,1.0,0.975609756097561,0.9612903225806452,0.8789808917197452
002463.SZ,2018-09-03,6.42,6.95,6.15,6.95,9.9684,1049072.5,682534.776,68253.4776,0.09968354430379756,294110.34225000005,2.0026293449999932,6.2682,9.5712,1.16,40.2157,3.3132,1163181.5604,167364.2533,109607.693,17332.22,17618.55,11233.22,13313.74,11097.63,-286.3299999999981,-2080.5200000000004,-2366.8499999999985,-0.034677353934563455,0.16259435255501178,-20155.68,-0.06475363395951744,16583.829999999998,7516.890000000001,0.034398209526385184,14469.699999999999,17051.340000000004,0.035151192949533686,32141.35,19102.32,0.01751255783950725,26281.08,,,,,,,,,,,,,,,2052166.3999999997,0.2502653539650618,78.36105732612381,-0.1007194244604317,-0.12086330935251799,-0.12517985611510796,0.11798561151079134,0.46060606060606063,0.9423076923076923,,,1.0,0.9878787878787879,0.9935897435897436,0.9367088607594937
002463.SZ,2018-09-04,6.9,7.14,6.57,6.67,-4.0288,1268271.1,862978.702,86297.8702,-0.0402877697841727,334472.42884999997,2.089230491356465,7.5779,11.571,1.45,38.5955,3.1797,1116319.5695,167364.2533,109607.693,22611.49,31425.72,7498.35,12576.94,-12084.01,-8814.23,-5078.59,-13892.82,-0.16098682351954496,-0.1400267465696969,-23603.239999999998,-0.07057662573072844,9791.349999999997,-6430.549999999998,0.017926169507273288,2432.5199999999986,3556.710000000001,0.030673897401440404,19024.0,3151.539999999999,0.009864892809158938,14663.93,,,,,,,,,,,,,,,783895.2999999996,0.14049965659495953,83.24651578627609,-0.0359820089955023,-0.026986506746626615,-0.09145427286356822,0.14842578710644672,0.12650602409638553,0.8980891719745223,,,1.0,1.0,0.9171974522292994,0.9811320754716981
002463.SZ,2018-09-05,6.58,6.74,6.55,6.58,-1.3493,672010.58,445724.462,44572.4462,-0.013493253373313308,353579.50495000003,2.1196373726843087,4.0153,6.1311,0.76,38.0748,3.1368,1101256.7867,167364.2533,109607.693,12656.23,13167.28,7129.48,7430.6,-4146.08,-511.0500000000011,-301.1200000000008,-812.1700000000019,-0.018221346801468617,-0.09301890188831503,-24238.0,-0.07337510063554165,9722.429999999998,-6388.5,0.022115482714843038,1574.8199999999988,3509.7599999999993,0.035780324691215795,14660.26,1903.9399999999978,0.007860091290256365,11792.07,,,,,,,,,,,,,,,111884.71999999962,0.10277273087703619,77.28429227340085,-0.02127659574468077,0.03495440729483268,-0.13373860182370823,0.04711246200607899,0.5149700598802395,0.9556962025316456,,,1.0,0.9700598802395209,0.8481012658227848,0.925
002463.SZ,2018-09-06,6.52,6.69,6.38,6.54,-0.6079,511436.96,334128.99,33412.899,-0.006079027355623157,362543.96,2.1101797802518436,3.0558,4.6661,0.58,37.8433,3.1177,1094562.2166,167364.2533,109607.693,8641.89,8721.65,4108.03,3623.76,-3524.97,-79.76000000000022,484.2699999999995,404.5099999999993,0.012106402380709298,-0.10549728115480192,-19670.31,-0.055069831824603135,-4635.700000000001,-11648.600000000002,0.0009445448643951923,-5034.560000000001,-970.9800000000014,0.020610478502814812,5505.639999999999,1648.009999999997,0.004860150556558688,9655.31,,,,,,,,,,,,,,,-399552.2400000004,0.07811188725215142,72.56068972013192,0.001529051987767538,0.032110091743119185,-0.06269113149847094,0.07798165137614665,0.6190476190476191,0.8301886792452831,,,0.9928057553956835,0.9464285714285714,0.7861635220125787,0.8571428571428571
002463.SZ,2018-09-07,6.58,6.74,6.25,6.33,-3.211,783042.4,509518.101,50951.8101,-0.032110091743119296,382248.7984,2.128059510604219,4.6787,7.144,0.95,36.6282,3.0176,1059415.7234,167364.2533,109607.693,17800.59,17890.34,7556.69,7158.95,-1502.69,-89.75,397.7399999999998,307.9899999999998,0.006044731274424336,-0.029492377151091636,-16359.340000000004,-0.03914687812008868,-10160.12,-25284.35,-0.0365729465953902,6673.159999999999,-509.3000000000019,0.021578493203061273,1565.659999999999,1676.6999999999966,0.0038131121256039136,9165.14,,,,,,,,,,,,,,,-1182594.6400000004,0.0261419236989878,66.08092661776712,-0.02211690363349128,0.07582938388625582,-0.01579778830963663,0.1295418641390207,0.5976331360946746,0.83125,,,1.0,0.9704142011834319,0.6125,0.7654320987654321
002463.SZ,2018-09-10,6.29,6.47,6.17,6.25,-1.2638,622434.57,392967.356,39296.7356,-0.012638230647709303,391414.89065,2.10855040835954,3.719,5.6787,0.73,36.1652,2.9795,1046026.5831,167364.2533,109607.693,11792.56,12555.26,7537.38,8977.79,-2934.48,-762.7000000000007,-1440.4100000000008,-2203.1100000000015,-0.056063435457473505,-0.07467490505750814,-16195.600000000006,-0.04342409442467069,-24192.23,-36351.28,-0.05408886419209408,-7608.4000000000015,-4600.470000000003,0.014272339250903066,-3290.240000000001,-707.4800000000046,0.0019479958574938755,7548.639999999999,,,,,,,,,,,,,,,-1805029.2100000004,-0.0043888139366364464,61.59341144429812,-0.022399999999999975,0.09599999999999986,-0.01760000000000006,0.16480000000000006,0.4176470588235294,0.7950310559006211,,,0.9787234042553191,0.9411764705882353,0.5093167701863354,0.6687116564417178
002463.SZ,2018-09-11,6.33,6.65,6.26,6.43,2.88,657394.2,423279.328,42327.932799999995,0.028799999999999937,405918.07195,2.120529212068856,3.9279,5.9977,0.85,37.2068,3.0653,1076152.1487,167364.2533,109607.693,12257.28,11822.8,6993.37,5402.5,4319.38,434.4800000000014,1590.87,2025.3500000000013,0.047849017564117885,0.1020456165532374,-277.43000000000484,-0.0016569262079381211,-7788.84,-23880.67,-0.03611677596933329,2002.5099999999993,-1550.1200000000013,0.020511934214270933,438.33999999999924,3313.0799999999967,0.007130621364565315,14028.98,,,,,,,,,,,,,,,-1147635.0100000005,0.003980669659039909,65.093095042773,0.009331259720062324,0.06065318818040444,0.009331259720062324,0.12908242612752718,0.6900584795321637,0.8209876543209876,,,0.9929577464788732,0.9532163742690059,0.5308641975308642,0.7195121951219512
002463.SZ,2018-09-12,6.45,6.61,6.32,6.44,0.1555,496901.56,320591.053,32059.105300000003,0.0015552099533437946,415839.21205000003,2.11899960037464,2.969,4.5335,0.77,37.2647,3.0701,1077825.7913,167364.2533,109607.693,9177.75,8262.04,2435.43,5139.5,-1568.09,915.7099999999991,-2704.07,-1788.360000000001,-0.0557832161336081,-0.04891246918235113,-1253.620000000004,-0.009169300074366019,-5210.85,-25491.620000000003,-0.04127220035495384,4511.579999999999,-1667.830000000003,0.024560270000711107,-537.9700000000009,1394.5899999999956,0.005509765498967954,12186.33,,,,,,,,,,,,,,,-650733.4500000004,0.005753249968401207,65.4266200813448,0.05745341614906829,0.026397515527950333,-0.015527950310559091,0.13819875776397517,0.4186046511627907,0.8588957055214724,,,0.9790209790209791,0.9244186046511628,0.5460122699386503,0.7393939393939394
002463.SZ,2018-09-13,6.54,6.64,6.2,6.55,1.7081,642365.81,414359.241,41435.9241,0.017080745341614856,430131.734,2.1250222645140515,3.8381,5.8606,1.05,37.9012,3.1225,1096235.8591,167364.2533,109607.693,12098.12,11722.36,4582.81,4687.54,-4404.32,375.7600000000002,-104.72999999999956,271.03000000000065,0.006540942573065498,-0.10629230783826057,-1387.1000000000026,-0.010282392035894778,-6090.200000000001,-21057.41,-0.032676111930248976,-10725.900000000001,-3281.200000000003,0.01755552362311101,-4484.800000000001,2552.1399999999967,0.008963051132914752,8994.24,,,,,,,,,,,,,,,-8367.640000000363,0.040142139651212806,65.67640903531881,0.03053435114503822,-0.015267175572518998,0.027480916030534486,0.06870229007633588,0.6011560693641619,0.7987804878048781,,,0.9930555555555556,0.9479768786127167,0.6890243902439024,0.7530120481927711
002463.SZ,2018-09-14,6.53,6.59,6.18,6.19,-5.4962,527370.51,334674.456,33467.4456,-0.05496183206106864,437493.57505,2.1074758355734735,3.151,4.8114,0.82,35.8181,2.9509,1035984.7279,167364.2533,109607.693,8582.13,10671.42,2970.13,4740.05,-9381.13,-2089.290000000001,-1769.92,-3859.210000000001,-0.11531235595703787,-0.2803061253052429,-5554.300000000003,-0.03455380948218722,-13968.64,-21913.640000000003,-0.03685034380113796,-24128.76,-8691.670000000004,0.007651836114765813,-15554.18,-1273.2600000000048,0.007276290363832231,-858.9899999999998,,,,,,,,,,,,,,,-535738.1500000004,0.01960766649278655,58.75643435274714,0.10016155088852985,0.0,0.19547657512116312,0.10662358642972514,0.27586206896551724,0.7090909090909091,,,0.9517241379310345,0.9252873563218391,0.593939393939394,0.6227544910179641
002463.SZ,2018-09-17,6.15,6.28,6.1,6.11,-1.2924,310230.97,191724.712,19172.4712,-0.012924071082390909,435397.9329000001,2.070421626320832,1.8536,2.8304,0.53,35.3551,2.9127,1022595.5877,167364.2533,109607.693,6807.74,6219.52,1414.04,954.19,-210.53,588.2199999999993,459.8499999999999,1048.0699999999993,0.05466535790128083,-0.01098084841561791,-2303.1200000000026,-0.012408050810436354,-11244.69,-18498.72,-0.027916072617553533,-35436.92,-10981.830000000004,0.0032410684544158267,-20967.22,389.5999999999947,0.011655983759679245,-4.56999999999951,,,,,,,,,,,,,,,-845969.1200000003,-0.031742892585605614,51.77389431084948,0.12111292962356779,-0.004909983633387904,0.21112929623567922,0.0851063829787233,0.7314285714285714,0.6626506024096386,,,0.9383561643835616,0.8171428571428572,0.41566265060240964,0.5
002463.SZ,2018-09-18,6.08,6.55,6.08,6.49,6.2193,599532.46,377582.444,37758.2444,0.06219312602291316,446962.3533000001,2.06875945216313,3.5822,5.4698,1.14,37.554,3.0939,1086194.0039,167364.2533,109607.693,10830.75,11315.11,3619.44,3852.54,9248.91,-484.3600000000006,-233.0999999999999,-717.4600000000005,-0.019001413105954695,0.24495074246619367,-5045.930000000004,-0.02577813694445087,-6315.16,-5323.360000000004,-0.013717531576194505,-14103.999999999998,-11753.910000000005,0.0021043189655393945,-11671.480000000001,114.10999999999422,0.013638130915310591,9185.300000000001,,,,,,,,,,,,,,,-246436.66000000038,0.004273119245487017,58.20897187908533,0.05084745762711873,-0.06625577812018502,0.1217257318952234,0.02311248073959926,0.5,0.6407185628742516,,,0.9319727891156463,0.9261363636363636,0.5329341317365269,0.6035502958579881
002463.SZ,2018-09-19,6.46,7.13,6.4,6.81,4.9307,710375.7,475810.429,47581.0429,0.04930662557781185,463647.93085,2.0745962132350795,4.2445,6.4811,1.38,39.4056,3.2464,1139750.565,167364.2533,109607.693,17218.59,13950.29,5349.45,4891.72,7788.43,3268.2999999999993,457.72999999999956,3726.029999999999,0.07830912844493366,0.16368766898129508,468.4599999999955,0.0010403319712574827,3041.3599999999997,-785.160000000003,-0.0040644840515542775,-2169.489999999998,-7173.660000000005,0.009025499331644381,-594.6700000000019,4119.069999999993,0.016507849755950408,17068.32,,,,,,,,,,,,,,,463939.0399999996,0.014649377179040331,57.92274516295273,-0.029368575624082127,-0.16299559471365632,0.12775330396475781,-0.014684287812041119,0.8192090395480226,0.7202380952380952,,,0.9391891891891891,0.9661016949152542,0.5952380952380952,0.5882352941176471
002463.SZ,2018-09-20,6.81,6.87,6.69,6.75,-0.8811,376987.26,255036.134,25503.6134,-0.008810572687224627,463745.11155000003,2.0402589844021084,2.2525,3.4394,0.68,39.0585,3.2178,1129708.7098,167364.2533,109607.693,6268.27,6367.88,1671.33,2151.4,-1269.49,-99.60999999999967,-480.07000000000016,-579.6799999999998,-0.022729328229230447,-0.049776868088817566,-382.250000000005,-0.004813722189201705,6176.19,-1769.3500000000022,-0.007548057112548251,85.99000000000183,-13417.950000000004,-0.0033017561240765276,-4948.570000000001,3716.719999999993,0.017244228659867206,15877.330000000002,,,,,,,,,,,,,,,86951.77999999956,-0.019520475339331152,59.359505838467165,-0.0444444444444444,-0.09185185185185185,0.1081481481481481,-0.004444444444444473,0.48314606741573035,0.5680473372781065,,,0.9194630872483222,0.8707865168539326,0.4378698224852071,0.6374269005847953
002463.SZ,2018-09-21,6.78,6.85,6.62,6.81,0.8889,338891.78,228513.548,22851.3548,0.008888888888888724,456882.46074999997,1.9815245657126679,2.0249,3.0919,0.67,39.4056,3.2464,1139750.565,167364.2533,109607.693,6504.31,6514.55,2190.17,3155.43,1171.14,-10.239999999999782,-965.2599999999998,-975.4999999999995,-0.042688935012290805,0.051250352998763994,2501.4599999999964,0.009710961999747709,16728.46,-3052.8400000000015,-0.012421423741219767,2759.820000000002,-28337.190000000006,-0.02449718516830498,9432.98,2321.1399999999935,0.014349835634913925,15783.070000000002,,,,,,,,,,,,,,,425843.5599999996,-0.048806728166506684,51.80181279260458,-0.09104258443465485,-0.08516886930983836,0.09838472834067558,0.05726872246696035,0.44692737430167595,0.3352941176470588,,,0.9066666666666666,0.8379888268156425,0.34705882352941175,0.4941860465116279
002463.SZ,2018-09-25,6.69,6.95,6.65,6.85,0.5874,287510.86,196439.955,19643.995499999997,0.005873715124816492,429491.45675,1.840553342013057,1.7179,2.6231,0.62,39.6371,3.2655,1146445.1351,167364.2533,109607.693,7001.91,5314.56,1070.3,1448.56,-337.94,1687.3499999999995,-378.26,1309.0899999999995,0.06664071980672158,-0.01720322120823129,2762.479999999997,0.012106034380835858,16601.05,459.35999999999945,-0.00015100821480025644,5356.360000000002,-35891.920000000006,-0.027119936203447166,-2252.04,3732.269999999993,0.01603187588190572,15424.700000000003,,,,,,,,,,,,,,,713354.4199999996,-0.1351358502400913,45.260096132476995,-0.11240875912408754,-0.10364963503649638,0.05693430656934306,0.0613138686131387,0.7722222222222223,0.3333333333333333,,,0.8741721854304636,0.7722222222222223,0.15789473684210525,0.42196531791907516
002463.SZ,2018-09-26,6.93,7.1,6.72,6.82,-0.438,392349.38,271688.26,27168.826,-0.004379562043795526,403472.04665000003,1.6998216149054286,2.3443,3.5796,0.85,39.4635,3.2512,1141424.2075,167364.2533,109607.693,8522.2,9214.1,1140.45,1341.64,-1610.29,-691.8999999999996,-201.19000000000005,-893.0899999999997,-0.03287186571845245,-0.059269767490137404,2586.8499999999976,0.009331943858336305,5741.8499999999985,-2459.0800000000017,-0.00822309654305729,-573.3099999999981,-26339.750000000007,-0.02216993625619529,1429.1999999999998,2659.889999999993,0.014518519105102691,12900.29,,,,,,,,,,,,,,,321005.0399999996,-0.10640816227624111,52.644907730500144,-0.11143695014662769,-0.048387096774193505,0.07184750733137824,0.061583577712609916,0.4585635359116022,0.3546511627906977,,,0.8223684210526315,0.8784530386740331,0.23255813953488372,0.5057471264367817
002463.SZ,2018-09-27,6.85,6.85,6.59,6.61,-3.0792,416422.04,278672.384,27867.238400000002,-0.030791788856304958,396430.12045,1.6415394420643996,2.4881,3.7992,0.99,38.2484,3.1511,1106277.7143,167364.2533,109607.693,8960.84,9744.32,1585.6,4973.28,-7298.06,-783.4799999999996,-3387.68,-4171.16,-0.14967970417908363,-0.26188673219948483,-5310.340000000001,-0.03626582266646715,-9344.640000000003,-4841.880000000001,-0.017612745347604843,-6303.279999999999,-30333.500000000004,-0.02944247285127934,-1791.7000000000007,-1635.990000000007,0.011340471304808366,5981.120000000002,,,,,,,,,,,,,,,-95417.00000000041,-0.12131364799709965,53.27582316995285,-0.13767019667170954,-0.04084720121028751,0.11346444780635401,0.07564296520423608,0.15384615384615385,0.3179190751445087,,,0.7450980392156863,0.8791208791208791,0.19653179190751446,0.52
