ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
002230.SZ,20260429,20260429,20260331,1,-169724621.52
002230.SZ,20260429,20260429,20251231,1,839390861.36
002230.SZ,20251021,20251021,20250930,1,-66675426.29
002230.SZ,20250822,20250822,20250630,1,-238927238.69
002230.SZ,20250422,20250422,20250331,1,-193251729.36
002230.SZ,20250422,20250422,20241231,1,560162663.16
002230.SZ,20241019,20241019,20240930,1,-343704233.43
002230.SZ,20240822,20240822,20240630,1,-400665617.21
002230.SZ,20240423,20240423,20240331,1,-300468030.2
002230.SZ,20240423,20240423,20231231,1,657312908.24
